position,pfr_name,feature,pretty_feature,feature_family,feature_in_regression_primary,feature_in_regression_secondary,feature_in_hit_classifier,raw_value,historical_median,historical_nonmissing_n,raw_value_percentile,raw_value_missing,base_pred_best2of3_ppg,neutralized_pred_best2of3_ppg,score_delta_ppg,base_hit_probability,neutralized_hit_probability,hit_delta_pp,direction_conflict,abs_score_delta_ppg,abs_hit_delta_pp
RB,Demond Claiborne,rb_scrim_ypg_peak,scrimmage yards per game career peak,Rushing production,1,0,1,108.36363636363636,115.83333333333331,385,43.896103896103895,0,2.995577286247344,2.937707098574995,0.05787018767234908,0.03680477663874626,0.03680477663874626,0.0,0,0.05787018767234908,0.0
RB,Demond Claiborne,rb_scrim_ypg_mean,scrimmage yards per game career mean,Rushing production,1,0,1,68.76609848484848,81.11136363636363,385,36.883116883116884,0,2.995577286247344,3.060110689904252,-0.06453340365690785,0.03680477663874626,0.03680477663874626,0.0,0,0.06453340365690785,0.0
RB,Demond Claiborne,rb_scrim_ypg_expadj_peak,scrimmage yards per game experience-adjusted peak,Rushing production,1,0,1,119.2,121.27272727272728,385,48.57142857142857,0,2.995577286247344,2.9950325630239374,0.0005447232234065957,0.03680477663874626,0.03680477663874626,0.0,0,0.0005447232234065957,0.0
RB,Demond Claiborne,rush_EPAplay_slope,EPAplay career trend,Rushing production,1,0,1,0.1018820027104778,0.0134600800997045,345,82.89855072463767,0,2.995577286247344,2.999952228192855,-0.004374941945510802,0.03680477663874626,0.03594224154949188,0.08625350892543793,1,0.004374941945510802,0.08625350892543793
RB,Demond Claiborne,rush_EPAplay_early_peak,EPAplay early-career peak,Rushing production,1,0,1,0.0160945785815635,0.1242515553648655,345,19.710144927536234,0,2.995577286247344,3.006074827515281,-0.010497541267937116,0.03680477663874626,0.03680477663874626,0.0,0,0.010497541267937116,0.0
RB,Demond Claiborne,rush_success_slope,success career trend,Rushing production,1,0,1,0.0753293598416103,0.0025816589965203,345,91.88405797101449,0,2.995577286247344,2.926325699118416,0.0692515871289281,0.03680477663874626,0.03680477663874626,0.0,0,0.0692515871289281,0.0
RB,Demond Claiborne,rush_success_early_peak,success early-career peak,Rushing production,1,0,1,0.4114832535885167,0.4881889763779528,345,9.855072463768117,0,2.995577286247344,3.2321141599257244,-0.2365368736783804,0.03680477663874626,0.03680477663874626,0.0,0,0.2365368736783804,0.0
RB,Demond Claiborne,rush_rush_share_slope,rushing share career trend,Rushing production,1,0,1,0.1478501355614012,0.0803633889164472,345,71.59420289855073,0,2.995577286247344,3.020276079958169,-0.02469879371082495,0.03680477663874626,0.03680477663874626,0.0,0,0.02469879371082495,0.0
RB,Demond Claiborne,rush_rush_share_early_peak,rushing share early-career peak,Rushing production,1,0,1,0.5903954802259888,0.3641160949868074,345,91.88405797101449,0,2.995577286247344,3.2529179214084842,-0.25734063516114025,0.03680477663874626,0.03680477663874626,0.0,0,0.25734063516114025,0.0
RB,Demond Claiborne,rush_rush_yard_share_slope,rushing-yard share career trend,Rushing production,1,0,1,0.1318272467121302,0.0792824238399892,345,65.5072463768116,0,2.995577286247344,3.0512038883164427,-0.05562660206909875,0.03680477663874626,0.03680477663874626,0.0,0,0.05562660206909875,0.0
RB,Demond Claiborne,rush_rush_yard_share_early_peak,rushing-yard share early-career peak,Rushing production,1,0,1,0.5719512195121951,0.397480755773268,345,83.47826086956522,0,2.995577286247344,2.8855620430917908,0.11001524315555322,0.03680477663874626,0.03680477663874626,0.0,0,0.11001524315555322,0.0
RB,Demond Claiborne,rec_EPAplay_slope,EPAplay career trend,Receiving production,1,0,1,-0.4790751818153593,-0.0035157695788294,347,10.951008645533141,0,2.995577286247344,3.044512604310653,-0.0489353180633092,0.03680477663874626,0.03744344785809517,-0.06386712193489075,0,0.0489353180633092,0.06386712193489075
RB,Demond Claiborne,rec_EPAplay_early_peak,EPAplay early-career peak,Receiving production,1,0,1,0.6290873885154724,0.5087978422641755,347,60.23054755043228,0,2.995577286247344,3.0334645651343735,-0.037887278887029474,0.03680477663874626,0.03650590777397156,0.029886886477470398,1,0.037887278887029474,0.029886886477470398
RB,Demond Claiborne,rec_success_slope,success career trend,Receiving production,1,0,1,-0.111111111111111,-0.0068965517241378,347,18.443804034582133,0,2.995577286247344,2.8956567105585034,0.09992057568884061,0.03680477663874626,0.03716176375746727,-0.03569871187210083,1,0.09992057568884061,0.03569871187210083
RB,Demond Claiborne,rec_success_early_peak,success early-career peak,Receiving production,1,0,1,0.5384615384615384,0.5849056603773585,347,38.328530259366,0,2.995577286247344,3.021651301538654,-0.026074015291309927,0.03680477663874626,0.03680477663874626,0.0,0,0.026074015291309927,0.0
RB,Demond Claiborne,rec_target_share_slope,target share career trend,Receiving production,1,0,1,0.0402160864345738,0.0158322635857937,347,82.42074927953891,0,2.995577286247344,2.9246656709772543,0.07091161527008971,0.03680477663874626,0.03025338426232338,0.6551392376422882,0,0.07091161527008971,0.6551392376422882
RB,Demond Claiborne,rec_target_share_early_peak,target share early-career peak,Receiving production,1,0,1,0.1056910569105691,0.0719424460431654,347,78.09798270893373,0,2.995577286247344,2.908436864256301,0.08714042199104277,0.03680477663874626,0.03492770344018936,0.18770731985569,0,0.08714042199104277,0.18770731985569
RB,Demond Claiborne,rb_scrim_ypg_slope,scrimmage yards per game career trend,Rushing production,1,0,1,23.596590909090917,22.16666666666667,353,54.95750708215298,0,2.995577286247344,2.989124156906899,0.006453129340445063,0.03680477663874626,0.03174065798521042,0.5064118653535843,0,0.006453129340445063,0.5064118653535843
RB,Demond Claiborne,rb_scrim_ypg_early_peak,scrimmage yards per game early-career peak,Rushing production,1,0,1,108.36363636363636,89.25,353,66.57223796033995,0,2.995577286247344,2.7809291959737923,0.2146480902735517,0.03680477663874626,0.03475172072649002,0.20530559122562408,0,0.2146480902735517,0.20530559122562408
RB,Demond Claiborne,rush_seasons,rush college seasons,Age / experience,1,0,1,4.0,3.0,384,96.875,0,2.995577286247344,2.815459542003219,0.18011774424412508,0.03680477663874626,0.03680477663874626,0.0,0,0.18011774424412508,0.0
RB,Demond Claiborne,rush_years_before_first,rush years before first season,Age / experience,1,0,1,4.0,3.0,384,91.92708333333334,0,2.995577286247344,3.0829626722666807,-0.08738538601933676,0.03680477663874626,0.03680477663874626,0.0,0,0.08738538601933676,0.0
RB,Demond Claiborne,rush_years_before_last,rush years before final season,Age / experience,1,0,1,1.0,1.0,384,95.57291666666666,0,2.995577286247344,2.995577286247344,0.0,0.03680477663874626,0.03680477663874626,0.0,0,0.0,0.0
RB,Demond Claiborne,rec_seasons,rec college seasons,Age / experience,1,0,1,3.0,3.0,383,67.62402088772846,0,2.995577286247344,2.995577286247344,0.0,0.03680477663874626,0.03680477663874626,0.0,0,0.0,0.0
RB,Demond Claiborne,rec_years_before_first,rec years before first season,Age / experience,1,0,1,3.0,3.0,383,62.40208877284596,0,2.995577286247344,2.995577286247344,0.0,0.03680477663874626,0.03680477663874626,0.0,0,0.0,0.0
RB,Demond Claiborne,rec_years_before_last,rec years before final season,Age / experience,1,0,1,1.0,1.0,383,96.34464751958225,0,2.995577286247344,2.995577286247344,0.0,0.03680477663874626,0.03680477663874626,0.0,0,0.0,0.0
RB,Demond Claiborne,rb_seasons,rb college seasons,Age / experience,1,0,1,4.0,3.0,385,95.84415584415584,0,2.995577286247344,3.04034114139161,-0.044763855144266174,0.03680477663874626,0.03680477663874626,0.0,0,0.044763855144266174,0.0
RB,Demond Claiborne,rb_years_before_first,rb years before first season,Age / experience,1,0,1,4.0,3.0,385,91.16883116883116,0,2.995577286247344,3.060348993834486,-0.06477170758714212,0.03680477663874626,0.03680477663874626,0.0,0,0.06477170758714212,0.0
RB,Demond Claiborne,rb_years_before_last,rb years before final season,Age / experience,1,0,1,1.0,1.0,385,97.14285714285714,0,2.995577286247344,2.995577286247344,0.0,0.03680477663874626,0.03680477663874626,0.0,0,0.0,0.0
RB,Demond Claiborne,draft_age,draft age,Draft capital,1,0,1,22.54346338124572,22.324435318275157,417,59.2326139088729,0,2.995577286247344,2.997228433568493,-0.0016511473211489047,0.03680477663874626,0.03680477663874626,0.0,0,0.0016511473211489047,0.0
RB,Demond Claiborne,young_for_position,youth for position,Age / experience,1,0,1,-22.54346338124572,-22.324435318275157,417,40.7673860911271,0,2.995577286247344,2.9972284335684933,-0.0016511473211493488,0.03680477663874626,0.03680477663874626,0.0,0,0.0016511473211493488,0.0
RB,Demond Claiborne,forty,forty,Athletic profile,1,0,1,4.37,4.53,353,5.94900849858357,0,2.995577286247344,2.844554257704469,0.15102302854287508,0.03680477663874626,0.03285522386431694,0.39495527744293213,0,0.15102302854287508,0.39495527744293213
RB,Demond Claiborne,vertical,vertical,Athletic profile,1,0,1,,34.0,326,,1,2.995577286247344,3.2660967325665085,-0.27051944631916447,0.03680477663874626,0.03680477663874626,0.0,0,0.27051944631916447,0.0
RB,Demond Claiborne,bench,bench,Athletic profile,1,0,1,,20.0,266,,1,2.995577286247344,2.686487908669399,0.3090893775779451,0.03680477663874626,0.036492761224508286,0.031201541423797607,0,0.3090893775779451,0.031201541423797607
RB,Demond Claiborne,broad_jump,broad jump,Athletic profile,1,0,1,122.0,119.0,313,75.39936102236422,0,2.995577286247344,2.8318790179245124,0.16369826832283163,0.03680477663874626,0.03680477663874626,0.0,0,0.16369826832283163,0.0
