position,pfr_name,feature_family,family_feature_count,family_hit_feature_count,base_pred_best2of3_ppg,neutralized_pred_best2of3_ppg,score_delta_ppg,base_hit_probability,neutralized_hit_probability,hit_delta_pp,direction_conflict,abs_score_delta_ppg,abs_hit_delta_pp
TE,Eli Stowers,Receiving production,114,48,6.314184573853435,6.121179171662837,0.19300540219059759,0.37128734588623047,0.3235618770122528,4.772546887397766,0,0.19300540219059759,4.772546887397766
TE,Eli Stowers,Scouting surprise,2,0,6.314184573853435,6.298646788162234,0.015537785691201123,0.37128734588623047,0.37128734588623047,0.0,0,0.015537785691201123,0.0
TE,Nate Boerkircher,Age / experience,4,4,3.6184626638190243,3.631384854637659,-0.012922190818634771,0.2198312133550644,0.2198312133550644,0.0,0,0.012922190818634771,0.0
TE,Nate Boerkircher,Athletic profile,12,12,3.6184626638190243,3.4423010909054765,0.17616157291354773,0.2198312133550644,0.18519052863121033,3.4640684723854065,0,0.17616157291354773,3.4640684723854065
TE,Nate Boerkircher,College team context,168,0,3.6184626638190243,3.7142206555261947,-0.09575799170717048,0.2198312133550644,0.2198312133550644,0.0,0,0.09575799170717048,0.0
TE,Nate Boerkircher,Draft capital,7,7,3.6184626638190243,2.395899566131231,1.2225630976877935,0.2198312133550644,0.04168030247092247,17.815091088414192,0,1.2225630976877935,17.815091088414192
TE,Nate Boerkircher,Other production,4,0,3.6184626638190243,3.5841814618522223,0.034281201966801955,0.2198312133550644,0.2198312133550644,0.0,0,0.034281201966801955,0.0
TE,Nate Boerkircher,Receiving production,114,48,3.6184626638190243,5.346303398586127,-1.7278407347671023,0.2198312133550644,0.3131515085697174,-9.332029521465302,0,1.7278407347671023,9.332029521465302
TE,Nate Boerkircher,Scouting surprise,2,0,3.6184626638190243,3.6184626638190243,0.0,0.2198312133550644,0.2198312133550644,0.0,0,0.0,0.0
TE,Marlin Klein,Age / experience,4,4,4.295241791700362,4.291892229375433,0.0033495623249288897,0.21587920188903809,0.21587920188903809,0.0,0,0.0033495623249288897,0.0
TE,Marlin Klein,Athletic profile,12,12,4.295241791700362,4.080939446302413,0.21430234539794935,0.21587920188903809,0.1702808141708374,4.559838771820068,0,0.21430234539794935,4.559838771820068
TE,Marlin Klein,College team context,168,0,4.295241791700362,4.502293647911378,-0.20705185621101574,0.21587920188903809,0.21587920188903809,0.0,0,0.20705185621101574,0.0
TE,Marlin Klein,Draft capital,7,7,4.295241791700362,3.637787307027703,0.6574544846726589,0.21587920188903809,0.04996584355831146,16.591335833072662,0,0.6574544846726589,16.591335833072662
TE,Marlin Klein,Other production,4,0,4.295241791700362,4.268158804869266,0.027082986831096,0.21587920188903809,0.21587920188903809,0.0,0,0.027082986831096,0.0
TE,Marlin Klein,Receiving production,114,48,4.295241791700362,5.328598911020118,-1.0333571193197564,0.21587920188903809,0.30303388833999634,-8.715468645095825,0,1.0333571193197564,8.715468645095825
TE,Marlin Klein,Scouting surprise,2,0,4.295241791700362,4.289145189482552,0.006096602217810165,0.21587920188903809,0.21587920188903809,0.0,0,0.006096602217810165,0.0
TE,Max Klare,Age / experience,4,4,5.466731235400921,5.466731235400921,0.0,0.31992635130882263,0.31992635130882263,0.0,0,0.0,0.0
TE,Max Klare,Athletic profile,12,12,5.466731235400921,4.969268893521863,0.497462341879058,0.31992635130882263,0.27463552355766296,4.529082775115967,0,0.497462341879058,4.529082775115967
TE,Max Klare,College team context,168,0,5.466731235400921,5.480698578999202,-0.013967343598280557,0.31992635130882263,0.31992635130882263,0.0,0,0.013967343598280557,0.0
TE,Max Klare,Draft capital,7,7,5.466731235400921,3.8381220287949143,1.628609206606007,0.31992635130882263,0.08791199326515198,23.201435804367065,0,1.628609206606007,23.201435804367065
TE,Max Klare,Other production,4,0,5.466731235400921,5.41423511270942,0.05249612269150106,0.31992635130882263,0.31992635130882263,0.0,0,0.05249612269150106,0.0
TE,Max Klare,Receiving production,114,48,5.466731235400921,6.055220141669725,-0.5884889062688039,0.31992635130882263,0.28681111335754395,3.3115237951278687,1,0.5884889062688039,3.3115237951278687
TE,Max Klare,Scouting surprise,2,0,5.466731235400921,5.453483390686112,0.013247844714808998,0.31992635130882263,0.31992635130882263,0.0,0,0.013247844714808998,0.0
TE,Sam Roush,Age / experience,4,4,4.044895445670111,4.1063253565767805,-0.061429910906669605,0.4164258539676666,0.4164258539676666,0.0,0,0.061429910906669605,0.0
TE,Sam Roush,Athletic profile,12,12,4.044895445670111,4.052376292724551,-0.007480847054440076,0.4164258539676666,0.23465578258037567,18.177007138729095,1,0.007480847054440076,18.177007138729095
TE,Sam Roush,College team context,168,0,4.044895445670111,4.218096435044882,-0.17320098937477102,0.4164258539676666,0.4164258539676666,0.0,0,0.17320098937477102,0.0
TE,Sam Roush,Draft capital,7,7,4.044895445670111,2.923031252141881,1.1218641935282299,0.4164258539676666,0.22457417845726013,19.18516755104065,0,1.1218641935282299,19.18516755104065
TE,Sam Roush,Other production,4,0,4.044895445670111,4.12129480115473,-0.07639935548461896,0.4164258539676666,0.4164258539676666,0.0,0,0.07639935548461896,0.0
TE,Sam Roush,Receiving production,114,48,4.044895445670111,5.086582492271967,-1.0416870466018562,0.4164258539676666,0.25358739495277405,16.283845901489258,1,1.0416870466018562,16.283845901489258
TE,Sam Roush,Scouting surprise,2,0,4.044895445670111,4.008799565741216,0.036095879928894625,0.4164258539676666,0.4164258539676666,0.0,0,0.036095879928894625,0.0
TE,Oscar Delp,Age / experience,4,4,3.3962940802684702,3.412373067696775,-0.016078987428304714,0.13753625750541687,0.13753625750541687,0.0,0,0.016078987428304714,0.0
TE,Oscar Delp,Athletic profile,12,12,3.3962940802684702,3.6389891725839507,-0.24269509231548048,0.13753625750541687,0.10845744609832764,2.9078811407089233,1,0.24269509231548048,2.9078811407089233
TE,Oscar Delp,College team context,168,0,3.3962940802684702,3.722596083361083,-0.3263020030926129,0.13753625750541687,0.13753625750541687,0.0,0,0.3263020030926129,0.0
TE,Oscar Delp,Draft capital,7,7,3.3962940802684702,2.6784946592209122,0.717799421047558,0.13753625750541687,0.05583101883530617,8.17052386701107,0,0.717799421047558,8.17052386701107
TE,Oscar Delp,Other production,4,0,3.3962940802684702,3.3768324584367533,0.019461621831716958,0.13753625750541687,0.13753625750541687,0.0,0,0.019461621831716958,0.0
TE,Oscar Delp,Receiving production,114,48,3.3962940802684702,4.81445326329716,-1.4181591830286902,0.13753625750541687,0.15858033299446106,-2.104407548904419,0,1.4181591830286902,2.104407548904419
TE,Oscar Delp,Scouting surprise,2,0,3.3962940802684702,3.3621276542586718,0.03416642600979847,0.13753625750541687,0.13753625750541687,0.0,0,0.03416642600979847,0.0
TE,Will Kacmarek,Age / experience,4,4,2.96991387449152,2.9798660239538695,-0.009952149462349347,0.07333890348672867,0.07333890348672867,0.0,0,0.009952149462349347,0.0
TE,Will Kacmarek,Athletic profile,12,12,2.96991387449152,3.2988036885127014,-0.32888981402118134,0.07333890348672867,0.07419780641794205,-0.08589029312133789,0,0.32888981402118134,0.08589029312133789
TE,Will Kacmarek,College team context,168,0,2.96991387449152,2.9204070033211433,0.049506871170376776,0.07333890348672867,0.07333890348672867,0.0,0,0.049506871170376776,0.0
TE,Will Kacmarek,Draft capital,7,7,2.96991387449152,2.352069931732016,0.6178439427595039,0.07333890348672867,0.02872616983950138,4.461273364722729,0,0.6178439427595039,4.461273364722729
TE,Will Kacmarek,Other production,4,0,2.96991387449152,2.959754303102358,0.010159571389162014,0.07333890348672867,0.07333890348672867,0.0,0,0.010159571389162014,0.0
TE,Will Kacmarek,Receiving production,114,48,2.96991387449152,4.746588847599063,-1.7766749731075429,0.07333890348672867,0.12068850547075272,-4.734960198402405,0,1.7766749731075429,4.734960198402405
TE,Will Kacmarek,Scouting surprise,2,0,2.96991387449152,2.9574173292067396,0.012496545284780503,0.07333890348672867,0.07333890348672867,0.0,0,0.012496545284780503,0.0
TE,Eli Raridon,Age / experience,4,4,4.018446792915301,4.01493309543631,0.003513697478991773,0.16023512184619904,0.16023512184619904,0.0,0,0.003513697478991773,0.0
TE,Eli Raridon,Athletic profile,12,12,4.018446792915301,4.094425293904276,-0.07597850098897485,0.16023512184619904,0.10962548851966858,5.060963332653046,1,0.07597850098897485,5.060963332653046
TE,Eli Raridon,College team context,168,0,4.018446792915301,4.2622772749472775,-0.2438304820319761,0.16023512184619904,0.16023512184619904,0.0,0,0.2438304820319761,0.0
TE,Eli Raridon,Draft capital,7,7,4.018446792915301,3.487679084812828,0.5307677081024735,0.16023512184619904,0.06776240468025208,9.247271716594696,0,0.5307677081024735,9.247271716594696
TE,Eli Raridon,Other production,4,0,4.018446792915301,4.001907963664485,0.01653882925081618,0.16023512184619904,0.16023512184619904,0.0,0,0.01653882925081618,0.0
TE,Eli Raridon,Receiving production,114,48,4.018446792915301,4.859177053358638,-0.8407302604433369,0.16023512184619904,0.17550671100616455,-1.5271589159965515,0,0.8407302604433369,1.5271589159965515
TE,Eli Raridon,Scouting surprise,2,0,4.018446792915301,3.999237135112786,0.0192096578025156,0.16023512184619904,0.16023512184619904,0.0,0,0.0192096578025156,0.0
TE,Matthew Hibner,Age / experience,4,4,3.305785028753923,3.307028975082455,-0.0012439463285320862,0.06242579221725464,0.06242579221725464,0.0,0,0.0012439463285320862,0.0
TE,Matthew Hibner,Athletic profile,12,12,3.305785028753923,2.614809539096231,0.6909754896576921,0.06242579221725464,0.0592389851808548,0.31868070363998413,0,0.6909754896576921,0.31868070363998413
TE,Matthew Hibner,College team context,168,0,3.305785028753923,3.3068464487694826,-0.0010614200155596443,0.06242579221725464,0.06242579221725464,0.0,0,0.0010614200155596443,0.0
TE,Matthew Hibner,Draft capital,7,7,3.305785028753923,3.312258108011267,-0.006473079257343972,0.06242579221725464,0.06242579221725464,0.0,0,0.006473079257343972,0.0
TE,Matthew Hibner,Other production,4,0,3.305785028753923,3.3006331113202823,0.00515191743364074,0.06242579221725464,0.06242579221725464,0.0,0,0.00515191743364074,0.0
TE,Matthew Hibner,Receiving production,114,48,3.305785028753923,3.8372456546447227,-0.5314606258907997,0.06242579221725464,0.053511109203100204,0.8914683014154434,1,0.5314606258907997,0.8914683014154434
TE,Matthew Hibner,Scouting surprise,2,0,3.305785028753923,3.3066810079789457,-0.0008959792250227139,0.06242579221725464,0.06242579221725464,0.0,0,0.0008959792250227139,0.0
TE,Justin Joly,Age / experience,4,4,3.0606238619704866,3.0379154601316047,0.022708401838881898,0.07461297512054443,0.07461297512054443,0.0,0,0.022708401838881898,0.0
TE,Justin Joly,Athletic profile,12,12,3.0606238619704866,3.05333222090701,0.007291641063476462,0.07461297512054443,0.05885719507932663,1.5755780041217804,0,0.007291641063476462,1.5755780041217804
TE,Justin Joly,College team context,168,0,3.0606238619704866,2.8136784272021735,0.2469454347683131,0.07461297512054443,0.07461297512054443,0.0,0,0.2469454347683131,0.0
TE,Justin Joly,Draft capital,7,7,3.0606238619704866,3.714465973870315,-0.6538421118998285,0.07461297512054443,0.09481100738048553,-2.01980322599411,0,0.6538421118998285,2.01980322599411
TE,Justin Joly,Other production,4,0,3.0606238619704866,2.9471196225357854,0.11350423943470123,0.07461297512054443,0.07461297512054443,0.0,0,0.11350423943470123,0.0
TE,Justin Joly,Receiving production,114,48,3.0606238619704866,2.221272595923277,0.8393512660472098,0.07461297512054443,0.0492195263504982,2.5393448770046234,0,0.8393512660472098,2.5393448770046234
TE,Justin Joly,Scouting surprise,2,0,3.0606238619704866,3.0636110008819952,-0.002987138911508591,0.07461297512054443,0.07461297512054443,0.0,0,0.002987138911508591,0.0
TE,Max Bredeson,Age / experience,4,4,1.4130097379933921,1.401995400963125,0.011014337030267107,0.023827891796827316,0.023827891796827316,0.0,0,0.011014337030267107,0.0
TE,Max Bredeson,Athletic profile,12,12,1.4130097379933921,1.4780726598180078,-0.0650629218246157,0.023827891796827316,0.023794090375304222,0.0033801421523094177,1,0.0650629218246157,0.0033801421523094177
TE,Max Bredeson,College team context,168,0,1.4130097379933921,1.2106941012305277,0.20231563676286446,0.023827891796827316,0.023827891796827316,0.0,0,0.20231563676286446,0.0
TE,Max Bredeson,Draft capital,7,7,1.4130097379933921,2.2669962550789537,-0.8539865170855616,0.023827891796827316,0.031505513936281204,-0.7677622139453888,0,0.8539865170855616,0.7677622139453888
TE,Max Bredeson,Other production,4,0,1.4130097379933921,1.4026749690858287,0.010334768907563463,0.023827891796827316,0.023827891796827316,0.0,0,0.010334768907563463,0.0
TE,Max Bredeson,Receiving production,114,48,1.4130097379933921,1.5930352644478538,-0.18002552645446168,0.023827891796827316,0.03665299713611603,-1.2825105339288712,0,0.18002552645446168,1.2825105339288712
TE,Max Bredeson,Scouting surprise,2,0,1.4130097379933921,1.4072449667200806,0.005764771273311542,0.023827891796827316,0.023827891796827316,0.0,0,0.005764771273311542,0.0
TE,Tanner Koziol,Age / experience,4,4,4.117402183331957,4.102956991505226,0.014445191826730763,0.09543832391500473,0.09543832391500473,0.0,0,0.014445191826730763,0.0
TE,Tanner Koziol,Athletic profile,12,12,4.117402183331957,3.915317263524873,0.20208491980708398,0.09543832391500473,0.07324723899364471,2.2191084921360016,0,0.20208491980708398,2.2191084921360016
TE,Tanner Koziol,College team context,168,0,4.117402183331957,3.846830262816667,0.2705719205152901,0.09543832391500473,0.09543832391500473,0.0,0,0.2705719205152901,0.0
TE,Tanner Koziol,Draft capital,7,7,4.117402183331957,4.541272607387361,-0.4238704240554041,0.09543832391500473,0.12441525608301163,-2.8976932168006897,0,0.4238704240554041,2.8976932168006897
TE,Tanner Koziol,Other production,4,0,4.117402183331957,4.049190083327619,0.06821210000433808,0.09543832391500473,0.09543832391500473,0.0,0,0.06821210000433808,0.0
TE,Tanner Koziol,Receiving production,114,48,4.117402183331957,3.251992355320038,0.8654098280119191,0.09543832391500473,0.048792093992233276,4.664622992277145,0,0.8654098280119191,4.664622992277145
TE,Tanner Koziol,Scouting surprise,2,0,4.117402183331957,4.120737100935362,-0.0033349176034054295,0.09543832391500473,0.09543832391500473,0.0,0,0.0033349176034054295,0.0
TE,Riley Nowakowski,Age / experience,4,4,1.707723329979137,1.7003724485811236,0.007350881398013431,0.03000585176050663,0.03000585176050663,0.0,0,0.007350881398013431,0.0
TE,Riley Nowakowski,Athletic profile,12,12,1.707723329979137,1.700572021991198,0.0071513079879390595,0.03000585176050663,0.02791716530919075,0.20886864513158798,0,0.0071513079879390595,0.20886864513158798
TE,Riley Nowakowski,College team context,168,0,1.707723329979137,1.589785425456023,0.11793790452311392,0.03000585176050663,0.03000585176050663,0.0,0,0.11793790452311392,0.0
TE,Riley Nowakowski,Draft capital,7,7,1.707723329979137,2.6925516018266276,-0.9848282718474906,0.03000585176050663,0.040032532066106796,-1.0026680305600166,0,0.9848282718474906,1.0026680305600166
TE,Riley Nowakowski,Other production,4,0,1.707723329979137,1.6615443136033559,0.046179016375781146,0.03000585176050663,0.03000585176050663,0.0,0,0.046179016375781146,0.0
TE,Riley Nowakowski,Receiving production,114,48,1.707723329979137,1.9089926668540393,-0.20126933687490234,0.03000585176050663,0.04043011739850044,-1.0424265637993813,0,0.20126933687490234,1.0424265637993813
TE,Riley Nowakowski,Scouting surprise,2,0,1.707723329979137,1.6940255492001592,0.013697780778977764,0.03000585176050663,0.03000585176050663,0.0,0,0.013697780778977764,0.0
TE,Joe Royer,Age / experience,4,4,1.8771893180701764,1.8933159956995615,-0.016126677629385133,0.040831033140420914,0.040831033140420914,0.0,0,0.016126677629385133,0.0
TE,Joe Royer,Athletic profile,12,12,1.8771893180701764,2.0560874263108495,-0.1788981082406731,0.040831033140420914,0.031298745423555374,0.953228771686554,1,0.1788981082406731,0.953228771686554
TE,Joe Royer,College team context,168,0,1.8771893180701764,1.809882854003198,0.06730646406697849,0.040831033140420914,0.040831033140420914,0.0,0,0.06730646406697849,0.0
TE,Joe Royer,Draft capital,7,7,1.8771893180701764,2.555751854202051,-0.6785625361318748,0.040831033140420914,0.0550970584154129,-1.426602527499199,0,0.6785625361318748,1.426602527499199
TE,Joe Royer,Other production,4,0,1.8771893180701764,1.8174318509796104,0.05975746709056606,0.040831033140420914,0.040831033140420914,0.0,0,0.05975746709056606,0.0
TE,Joe Royer,Receiving production,114,48,1.8771893180701764,1.6390072749953717,0.23818204307480473,0.040831033140420914,0.04808206856250763,-0.7251035422086716,1,0.23818204307480473,0.7251035422086716
TE,Joe Royer,Scouting surprise,2,0,1.8771893180701764,1.8459293275355013,0.0312599905346751,0.040831033140420914,0.040831033140420914,0.0,0,0.0312599905346751,0.0
TE,Josh Cuevas,Age / experience,4,4,2.106412673386953,2.103232614863544,0.0031800585234091905,0.03382578864693642,0.03382578864693642,0.0,0,0.0031800585234091905,0.0
TE,Josh Cuevas,Athletic profile,12,12,2.106412673386953,1.9072970870606403,0.19911558632631277,0.03382578864693642,0.0305973831564188,0.3228405490517616,0,0.19911558632631277,0.3228405490517616
TE,Josh Cuevas,College team context,168,0,2.106412673386953,2.0706279850745664,0.03578468831238668,0.03382578864693642,0.03382578864693642,0.0,0,0.03578468831238668,0.0
TE,Josh Cuevas,Draft capital,7,7,2.106412673386953,2.7134140399586397,-0.6070013665716867,0.03382578864693642,0.045178912580013275,-1.1353123933076859,0,0.6070013665716867,1.1353123933076859
TE,Josh Cuevas,Other production,4,0,2.106412673386953,2.005430487700325,0.10098218568662798,0.03382578864693642,0.03382578864693642,0.0,0,0.10098218568662798,0.0
TE,Josh Cuevas,Receiving production,114,48,2.106412673386953,2.090790999883052,0.015621673503900979,0.03382578864693642,0.04043719545006752,-0.6611406803131104,1,0.015621673503900979,0.6611406803131104
TE,Josh Cuevas,Scouting surprise,2,0,2.106412673386953,2.1371105784289233,-0.03069790504197023,0.03382578864693642,0.03382578864693642,0.0,0,0.03069790504197023,0.0
TE,Seydou Traore,Age / experience,4,4,2.6449425848422115,2.6246809583166013,0.020261626525610144,0.06051355600357056,0.06051355600357056,0.0,0,0.020261626525610144,0.0
TE,Seydou Traore,Athletic profile,12,12,2.6449425848422115,2.8171440323737293,-0.1722014475315179,0.06051355600357056,0.060430943965911865,0.00826120376586914,1,0.1722014475315179,0.00826120376586914
TE,Seydou Traore,College team context,168,0,2.6449425848422115,2.240511850662758,0.4044307341794533,0.06051355600357056,0.06051355600357056,0.0,0,0.4044307341794533,0.0
TE,Seydou Traore,Draft capital,7,7,2.6449425848422115,3.537060403718014,-0.8921178188758025,0.06051355600357056,0.0767170637845993,-1.6203507781028748,0,0.8921178188758025,1.6203507781028748
TE,Seydou Traore,Other production,4,0,2.6449425848422115,2.642760409441748,0.002182175400463393,0.06051355600357056,0.06051355600357056,0.0,0,0.002182175400463393,0.0
TE,Seydou Traore,Receiving production,114,48,2.6449425848422115,1.8227522966115355,0.822190288230676,0.06051355600357056,0.03665299713611603,2.386055886745453,0,0.822190288230676,2.386055886745453
TE,Seydou Traore,Scouting surprise,2,0,2.6449425848422115,2.628666360352416,0.0162762244897956,0.06051355600357056,0.06051355600357056,0.0,0,0.0162762244897956,0.0
TE,Bauer Sharp,Age / experience,4,4,2.5552164276065894,2.5575989276065894,-0.002382499999999954,0.08662431687116623,0.08662431687116623,0.0,0,0.002382499999999954,0.0
TE,Bauer Sharp,Athletic profile,12,12,2.5552164276065894,2.442499493349203,0.11271693425738638,0.08662431687116623,0.05974851921200752,2.6875797659158707,0,0.11271693425738638,2.6875797659158707
TE,Bauer Sharp,College team context,168,0,2.5552164276065894,2.421584072124769,0.1336323554818204,0.08662431687116623,0.08662431687116623,0.0,0,0.1336323554818204,0.0
TE,Bauer Sharp,Draft capital,7,7,2.5552164276065894,3.9994179880063903,-1.4442015603998009,0.08662431687116623,0.11147943139076233,-2.48551145195961,0,1.4442015603998009,2.48551145195961
TE,Bauer Sharp,Other production,4,0,2.5552164276065894,2.5022813372709214,0.05293509033566801,0.08662431687116623,0.08662431687116623,0.0,0,0.05293509033566801,0.0
TE,Bauer Sharp,Receiving production,114,48,2.5552164276065894,2.35572967796909,0.19948674963749946,0.08662431687116623,0.05708189308643341,2.954242378473282,0,0.19948674963749946,2.954242378473282
TE,Bauer Sharp,Scouting surprise,2,0,2.5552164276065894,2.535159691129948,0.0200567364766413,0.08662431687116623,0.08662431687116623,0.0,0,0.0200567364766413,0.0
TE,Jack Endries,Age / experience,4,4,0.34495047162396414,0.3449504716239641,5.551115123125783e-17,0.07243216037750244,0.07243216037750244,0.0,0,5.551115123125783e-17,0.0
TE,Jack Endries,Athletic profile,12,12,0.34495047162396414,0.3403524248411485,0.004598046782815612,0.07243216037750244,0.05263630673289299,1.9795853644609451,0,0.004598046782815612,1.9795853644609451
TE,Jack Endries,College team context,168,0,0.34495047162396414,0.25210558388798426,0.09284488773597988,0.07243216037750244,0.07243216037750244,0.0,0,0.09284488773597988,0.0
TE,Jack Endries,Draft capital,7,7,0.34495047162396414,3.557026689045083,-3.2120762174211186,0.07243216037750244,0.09363254904747009,-2.120038866996765,0,3.2120762174211186,2.120038866996765
TE,Jack Endries,Other production,4,0,0.34495047162396414,0.3322633033172475,0.012687168306716623,0.07243216037750244,0.07243216037750244,0.0,0,0.012687168306716623,0.0
TE,Jack Endries,Receiving production,114,48,0.34495047162396414,0.30651816726457476,0.03843230435938938,0.07243216037750244,0.052972204983234406,1.9459955394268036,0,0.03843230435938938,1.9459955394268036
TE,Jack Endries,Scouting surprise,2,0,0.34495047162396414,0.3449504716239641,5.551115123125783e-17,0.07243216037750244,0.07243216037750244,0.0,0,5.551115123125783e-17,0.0
TE,Jaren Kanak,Age / experience,4,4,0.47741662863659445,0.4765854836786112,0.0008311449579832542,0.11505647003650665,0.11505647003650665,0.0,0,0.0008311449579832542,0.0
TE,Jaren Kanak,Athletic profile,12,12,0.47741662863659445,0.4324723375034745,0.04494429113311993,0.11505647003650665,0.08149075508117676,3.3565714955329895,0,0.04494429113311993,3.3565714955329895
TE,Jaren Kanak,College team context,168,0,0.47741662863659445,0.27504915653120243,0.20236747210539202,0.11505647003650665,0.11505647003650665,0.0,0,0.20236747210539202,0.0
TE,Jaren Kanak,Draft capital,7,7,0.47741662863659445,4.18579430628516,-3.7083776776485657,0.11505647003650665,0.15037094056606293,-3.5314470529556274,0,3.7083776776485657,3.5314470529556274
TE,Jaren Kanak,Other production,4,0,0.47741662863659445,0.4746204775246345,0.002796151111959966,0.11505647003650665,0.11505647003650665,0.0,0,0.002796151111959966,0.0
TE,Jaren Kanak,Receiving production,114,48,0.47741662863659445,0.400102010869616,0.07731461776697846,0.11505647003650665,0.05273939669132233,6.231707334518433,0,0.07731461776697846,6.231707334518433
TE,Jaren Kanak,Scouting surprise,2,0,0.47741662863659445,0.47741662863659445,0.0,0.11505647003650665,0.11505647003650665,0.0,0,0.0,0.0
TE,Carsen Ryan,Age / experience,4,4,0.6644573505958324,0.6586614706188416,0.005795879976990825,0.026075944304466248,0.026075944304466248,0.0,0,0.005795879976990825,0.0
TE,Carsen Ryan,Athletic profile,12,12,0.6644573505958324,0.7381578828693481,-0.0737005322735157,0.026075944304466248,0.026039043441414833,0.003690086305141449,1,0.0737005322735157,0.003690086305141449
TE,Carsen Ryan,College team context,168,0,0.6644573505958324,0.4072084187958398,0.25724893179999264,0.026075944304466248,0.026075944304466248,0.0,0,0.25724893179999264,0.0
TE,Carsen Ryan,Draft capital,7,7,0.6644573505958324,2.169101981334489,-1.5046446307386567,0.026075944304466248,0.03541508689522743,-0.9339142590761185,0,1.5046446307386567,0.9339142590761185
TE,Carsen Ryan,Other production,4,0,0.6644573505958324,0.6653435761396631,-0.0008862255438306654,0.026075944304466248,0.026075944304466248,0.0,0,0.0008862255438306654,0.0
TE,Carsen Ryan,Receiving production,114,48,0.6644573505958324,0.3613872964051588,0.3030700541906736,0.026075944304466248,0.03665299713611603,-1.057705283164978,1,0.3030700541906736,1.057705283164978
TE,Carsen Ryan,Scouting surprise,2,0,0.6644573505958324,0.6644573505958324,0.0,0.026075944304466248,0.026075944304466248,0.0,0,0.0,0.0
TE,Dallen Bentley,Age / experience,4,4,0.5346043039272815,0.5472278398416472,-0.012623535914365713,0.03828563168644905,0.03828563168644905,0.0,0,0.012623535914365713,0.0
TE,Dallen Bentley,Athletic profile,12,12,0.5346043039272815,0.5366091786271615,-0.002004874699879977,0.03828563168644905,0.035234857350587845,0.3050774335861206,1,0.002004874699879977,0.3050774335861206
TE,Dallen Bentley,College team context,168,0,0.5346043039272815,0.3625578480815402,0.17204645584574135,0.03828563168644905,0.03828563168644905,0.0,0,0.17204645584574135,0.0
TE,Dallen Bentley,Draft capital,7,7,0.5346043039272815,2.3830007075580824,-1.848396403630801,0.03828563168644905,0.05124248191714287,-1.2956850230693817,0,1.848396403630801,1.2956850230693817
TE,Dallen Bentley,Other production,4,0,0.5346043039272815,0.5349049266763812,-0.0003006227490996993,0.03828563168644905,0.03828563168644905,0.0,0,0.0003006227490996993,0.0
TE,Dallen Bentley,Receiving production,114,48,0.5346043039272815,0.28840170934224507,0.24620259458503646,0.03828563168644905,0.04064515233039856,-0.23595206439495087,1,0.24620259458503646,0.23595206439495087
TE,Dallen Bentley,Scouting surprise,2,0,0.5346043039272815,0.5346043039272815,0.0,0.03828563168644905,0.03828563168644905,0.0,0,0.0,0.0
