position,rank,pfr_name,prospect_model_percentile,outcome_percentile,prospect_percentile_reference_n,draft_team,draft_round,draft_pick,pred_best2of3_ppg,pred_peak3_ppg,pred_rookie_ppg,pred_avg3_ppg,pred_total3_ppr,pred80_low,pred80_high,pred90_low,pred90_high,hit_probability,college_match,fuzzy_match,scout_boost
WR,15,Brenen Thompson,56.38095238095238,60.40955631399317,525,LAC,4,105,4.1361262229891995,4.8841275995398155,3.6648511784713875,3.1920364978457343,148.71407510204088,0.0,9.647670338635457,0.0,10.962004258703482,0.030411761,1.0,0.0,-0.21587078214142696
WR,16,Chris Brazzell II,56.19047619047619,60.238907849829346,525,CAR,3,83,4.119425413400209,5.489115824746568,2.862797503023939,3.526439603855763,160.44733455782313,0.0,9.630969529046466,0.0,10.94530344911449,0.18735808,1.0,0.0,0.027812598434406866
WR,17,Ja'Kobi Lane,55.42857142857143,59.21501706484642,525,BAL,3,80,3.99235551770708,5.624541135954381,2.4443912339935987,3.52453856735919,179.61946938775506,0.0,9.503899633353337,0.0,10.818233553421363,0.062368352,1.0,0.0,-0.017237093034838225
WR,18,Zachariah Branch,52.19047619047619,57.67918088737202,525,ATL,3,79,3.783675322378949,4.958572595788317,3.0464900070027996,2.8824548994897956,153.97059360544216,0.0,9.295219438025207,0.0,10.609553358093232,0.08371776,1.0,0.0,-0.47570927979063704
WR,19,Reggie Virgil,50.857142857142854,55.460750853242324,525,ARI,5,143,3.6164644365246073,4.660502699579833,2.278282651810725,2.604563144225037,140.1784993197279,0.0,9.128008552170865,0.0,10.44234247223889,0.025214892,1.0,0.0,-0.16536481590690144
WR,20,Kendrick Law,42.857142857142854,51.70648464163823,525,DET,5,168,3.1763659176170465,3.673498373349341,2.1554453706482604,2.2811589362098585,103.97702285714279,0.0,8.687910033263304,0.0,10.002243953331329,0.017434176,1.0,0.0,-0.1726893166040595
WR,21,Bryce Lance,40.76190476190476,51.19453924914675,525,NOR,4,136,3.0266134433773506,3.769381558252086,1.2889545766564208,2.5110261989493066,113.8382461904762,0.0,8.538157559023608,0.0,9.852491479091633,0.028879663,0.0,0.0,0.06406784152337242
WR,22,Emmanuel Henderson Jr.,40.38095238095238,50.85324232081911,525,SEA,6,199,2.978181425320128,4.28804487995198,0.7437789184006941,2.2247371438024186,107.71493510204078,0.0,8.489725540966385,0.0,9.804059461034411,0.02259286,1.0,0.0,-0.7190690614345652
WR,23,Kevin Coleman Jr.,39.80952380952381,50.68259385665529,525,MIA,5,177,2.955727631677674,3.5651409463785524,2.421771998716154,2.3291247228313092,114.5204333106576,0.0,8.467271747323931,0.0,9.781605667391958,0.049215835,1.0,0.0,-0.6732539082216791
WR,24,Kaden Wetjen,38.095238095238095,50.51194539249146,525,PIT,4,121,2.8633279101640676,3.571478587935175,1.546522266906763,1.882973521156081,92.12906068027216,0.0,8.374872025810324,0.0,9.68920594587835,0.019906415,1.0,0.0,-0.7092706813543943
WR,25,Skyler Bell,35.80952380952381,49.829351535836174,525,BUF,4,125,2.7760190681272534,3.7762825745298114,1.970723542416966,2.356127079356911,130.994548707483,0.0,8.28756318377351,0.0,9.601897103841535,0.018285329,1.0,0.0,-0.7622288549497824
WR,26,Zavion Thomas,31.428571428571427,47.44027303754266,525,CHI,3,89,2.509102265906362,3.2939921983793523,3.1519645098039195,2.1148541756056844,99.94654340136064,0.0,8.02064638155262,0.0,9.334980301620645,0.09007556,1.0,0.0,0.060263831404862245
WR,27,Cyrus Allen,26.857142857142858,44.88054607508533,525,KAN,5,176,2.2152928077064162,2.6400122302254228,1.7840726895758297,1.7119561587760947,79.71678224489797,0.0,7.726836923352673,0.0,9.041170843420698,0.026656855,1.0,0.0,-0.4407430133115673
WR,28,Colbie Young,25.71428571428571,44.36860068259386,525,CIN,4,140,2.1208277613545428,2.628672862144857,1.9958312222388979,1.9357705395076368,89.26428725623578,0.0,7.6323718770008,0.0,8.946705797068825,0.042990137,1.0,0.0,0.8763541990263155
WR,29,Barion Brown,24.38095238095238,44.027303754266214,525,NOR,6,190,2.0607128615196073,2.6497729510137398,0.7119087907663064,1.2868937240672922,71.8342224489796,0.0,7.572256977165864,0.0,8.88659089723389,0.04491124,1.0,0.0,-0.5498668034679923
WR,30,Josh Cameron,14.857142857142858,39.419795221843,525,JAX,6,191,1.494856783338335,1.8067134768907565,0.753631047085501,1.051823049623478,54.815336870748276,0.0,7.006400898984592,0.0,8.320734819052618,0.030785572,1.0,0.0,-0.5644455116615248
WR,31,Lewis Bond,13.904761904761905,39.249146757679185,525,HOU,6,204,1.449890933248299,1.976193225540216,0.6507561815751941,1.0650674506485134,53.82268310451452,0.0,6.961435048894556,0.0,8.27576896896258,0.031808227,1.0,0.0,0.6540563257510579
