position,current_player,current_draft_pick,comp_rank,comp_player,comp_draft_year,comp_draft_pick,feature_space_distance,comp_prospect_model_score,comp_prospect_model_percentile,comp_primary_ppg,comp_hit3,comp_star3,comp_best_rank3
WR,Brenen Thompson,105,3,Quintez Cephus,2020,166,0.8553316549514133,1.8057576250500191,19.61904761904762,3.543566176470588,0,0,101.0
WR,Brenen Thompson,105,4,Keshawn Martin,2012,121,0.8602241862265421,3.87123574829932,54.285714285714285,2.9718750000000003,0,0,100.0
WR,Brenen Thompson,105,5,Devin Lucien,2016,225,0.8648265376916929,1.2493416907596366,7.809523809523809,0.0,0,0,
WR,Elijah Sarratt,115,1,Josh Boyce,2013,102,0.9016456375079361,4.718676641156464,60.1904761904762,0.659375,0,0,136.0
WR,Elijah Sarratt,115,2,Marquess Wilson,2013,236,0.9158132837111328,3.3954376977040828,46.095238095238095,3.66875,0,0,86.0
WR,Elijah Sarratt,115,3,Jalen Saunders,2014,104,0.94752362350854,3.3955787500000003,46.285714285714285,0.053125,0,0,185.0
WR,Elijah Sarratt,115,4,Alshon Jeffery,2012,45,0.9936827973163193,6.59100051445578,73.33333333333333,17.0375,1,1,8.0
WR,Elijah Sarratt,115,5,Tandon Doss,2011,123,1.0014889971412364,3.7375027338435394,51.8095238095238,2.525,0,0,108.0
WR,Kaden Wetjen,121,1,Juwann Winfree,2019,187,0.9679202686032427,1.1707922682823133,5.523809523809524,0.3470588235294117,0,0,173.0
WR,Kaden Wetjen,121,2,Racey McMath,2021,205,0.996370754133004,1.2383855782312925,7.6190476190476195,0.2117647058823529,0,0,180.0
WR,Kaden Wetjen,121,3,Skyler Green,2006,125,1.033318722081376,,,0.253125,0,0,158.0
WR,Kaden Wetjen,121,4,Brice Butler,2013,209,1.0952389827804285,0.7359685501700679,0.9523809523809524,3.2750000000000004,0,0,94.0
WR,Kaden Wetjen,121,5,Tyrie Cleveland,2020,252,1.1024595919742515,1.1770890813825523,5.904761904761905,0.5255514705882354,0,0,171.0
WR,Skyler Bell,125,1,Rashad Greene,2015,139,0.6801510774217002,2.6154135544217687,32.57142857142858,1.703125,0,0,113.0
WR,Skyler Bell,125,2,Jared Abbrederis,2014,176,0.7553520933781354,1.312834122023809,9.904761904761903,0.684375,0,0,153.0
WR,Skyler Bell,125,3,Devin Duvernay,2020,92,0.8110286374337421,5.856789740146061,68.0,5.685294117647058,0,0,59.0
WR,Skyler Bell,125,4,Jordan Shipley,2010,84,0.8168338869983989,5.472549832766442,65.71428571428571,5.73125,0,0,52.0
WR,Skyler Bell,125,5,Nelson Agholor,2015,20,0.8277756030632154,11.186434119897964,96.38095238095238,8.606250000000001,1,0,23.0
WR,Bryce Lance,136,1,Cecil Shorts,2011,114,0.13517050513604426,1.7316444472789123,18.285714285714285,11.06875,0,0,25.0
WR,Bryce Lance,136,2,Daurice Fountain,2018,159,0.156105624553787,2.314826145124717,28.76190476190476,0.134375,0,0,196.0
WR,Bryce Lance,136,3,Arman Shields,2008,125,0.16448532302591612,2.7445315263605443,35.42857142857142,0.0,0,0,
WR,Bryce Lance,136,4,Justin Watson,2018,144,0.16671186058841378,3.249395464852612,43.61904761904762,1.853125,0,0,118.0
WR,Bryce Lance,136,5,Clyde Gates,2011,111,0.18124248663189008,1.5438423022959191,15.80952380952381,1.99375,0,0,122.0
WR,Colbie Young,140,1,Hunter Renfrow,2019,149,0.596344859052388,1.90144175170068,21.52380952380952,11.792463235294116,1,1,10.0
WR,Colbie Young,140,2,Michael Wilson,2023,94,0.6045990816239925,3.2334131855242094,43.42857142857143,10.15,1,1,10.0
WR,Colbie Young,140,3,Michael Woods,2022,202,0.6088973960396368,1.3678042123099243,11.61904761904762,0.6617647058823529,0,0,164.0
WR,Colbie Young,140,4,Terry Godwin,2019,237,0.6209444610713294,0.8360163966836743,2.095238095238096,0.203125,0,0,193.0
WR,Colbie Young,140,5,Keith Mumphery,2015,175,0.6400564537448031,1.369255284863945,12.0,1.36875,0,0,141.0
WR,Reggie Virgil,143,1,Marvin Jones,2012,166,0.78728600632405,2.319280342261901,28.952380952380956,7.421875,0,0,29.0
WR,Reggie Virgil,143,2,Parris Campbell,2019,59,0.8282079199406446,8.169496517857148,83.61904761904762,2.137683823529412,0,0,124.0
WR,Reggie Virgil,143,3,Kenny Bell,2015,162,0.841564053850311,2.8000264902210885,36.57142857142857,0.0,0,0,
WR,Reggie Virgil,143,4,Donovan Peoples-Jones,2020,187,0.8508174574051621,1.639657931172469,16.952380952380953,8.141176470588235,0,0,39.0
WR,Reggie Virgil,143,5,Ronald Johnson,2011,182,0.8571719628764656,2.342673446003401,29.33333333333333,0.0,0,0,
WR,Kendrick Law,168,1,Cornell Powell,2021,181,0.47526820272799997,2.8430583683473416,37.523809523809526,0.0,0,0,
WR,Kendrick Law,168,2,Ray-Ray McCloud,2018,187,0.5044490235562091,1.7639784438775503,18.857142857142858,1.35,0,0,134.0
WR,Kendrick Law,168,3,Ace Sanders,2013,101,0.5455935282348074,3.158006785714285,42.66666666666667,3.816875,0,0,63.0
WR,Kendrick Law,168,4,Brice Butler,2013,209,0.5485976121113796,0.7359685501700679,0.9523809523809524,3.2750000000000004,0,0,94.0
WR,Kendrick Law,168,5,David Gettis,2010,198,0.577792855610194,2.612627659438775,32.38095238095238,3.3125,0,0,69.0
WR,Cyrus Allen,176,1,Josh Huff,2014,86,0.6496574517276249,4.691286812641722,60.0,3.65625,0,0,89.0
WR,Cyrus Allen,176,2,Josh Boyce,2013,102,0.7318087270127897,4.718676641156464,60.1904761904762,0.659375,0,0,136.0
WR,Cyrus Allen,176,3,Tavarres King,2013,161,0.7425897177791522,2.7887843920068023,36.19047619047619,0.103125,0,0,179.0
WR,Cyrus Allen,176,4,Jalen Saunders,2014,104,0.7465575849361045,3.3955787500000003,46.285714285714285,0.053125,0,0,185.0
WR,Cyrus Allen,176,5,Joe Adams,2012,104,0.7490431381631432,3.86160529761905,53.9047619047619,0.09375,0,0,188.0
WR,Kevin Coleman Jr.,177,1,Chansi Stuckey,2007,235,0.5205382583493657,1.4883272959183669,14.857142857142858,5.012499999999999,0,0,76.0
WR,Kevin Coleman Jr.,177,2,Jordan Payton,2016,154,0.5547578788686209,1.6851788647959187,17.71428571428571,0.040625,0,0,196.0
WR,Kevin Coleman Jr.,177,3,Alan Bonner,2013,195,0.5856107254103079,2.3707477267573687,29.904761904761905,0.0,0,0,
WR,Kevin Coleman Jr.,177,4,Isaiah Coulter,2020,171,0.5921645052651618,1.3500723189275712,11.23809523809524,0.0,0,0,226.0
WR,Kevin Coleman Jr.,177,5,Walt Powell,2014,196,0.59684552099832,0.9167253684807244,2.857142857142857,0.8812500000000001,0,0,135.0
WR,Barion Brown,190,1,Hunter Renfrow,2019,149,0.5258710462344756,1.90144175170068,21.52380952380952,11.792463235294116,1,1,10.0
WR,Barion Brown,190,2,Michael Woods,2022,202,0.5742763774789511,1.3678042123099243,11.61904761904762,0.6617647058823529,0,0,164.0
WR,Barion Brown,190,3,Jacoby Ford,2010,108,0.6087637593469623,3.0582208588435384,41.333333333333336,5.921874999999999,0,0,54.0
WR,Barion Brown,190,4,Derrick Williams,2009,82,0.6379563625681355,4.54279018282313,59.42857142857143,0.55,0,0,140.0
WR,Barion Brown,190,5,Darius Slayton,2019,171,0.6451734916188256,2.916434387755102,39.04761904761905,9.71875,0,0,37.0
WR,Josh Cameron,191,1,Keenan Burton,2008,128,0.6113915596878359,3.4322028188775526,47.04761904761905,2.728125,0,0,101.0
WR,Josh Cameron,191,2,Olabisi Johnson,2019,247,0.6116716514335319,1.3339063964904148,11.047619047619047,3.559375,0,0,86.0
WR,Josh Cameron,191,3,Jeff Janis,2014,236,0.6174025927212895,2.490280795068025,31.23809523809524,1.4374999999999998,0,0,127.0
WR,Josh Cameron,191,4,Tre McBride,2015,245,0.6186306422238032,1.7627000850340138,18.666666666666668,1.0,0,0,136.0
WR,Josh Cameron,191,5,Aaron Mellette,2013,238,0.6190761331091805,2.6535122767857144,33.33333333333333,0.0,0,0,
WR,Malik Benson,195,1,T.J. Graham,2012,69,0.5273698465487636,4.381228607568025,58.285714285714285,4.38125,0,0,88.0
WR,Malik Benson,195,2,Terry Godwin,2019,237,0.5483778815468809,0.8360163966836743,2.095238095238096,0.203125,0,0,193.0
WR,Malik Benson,195,3,Keith Mumphery,2015,175,0.5544284786726387,1.369255284863945,12.0,1.36875,0,0,141.0
WR,Malik Benson,195,4,Manuel Johnson,2009,229,0.5612479823478174,1.0293482142857149,3.8095238095238098,0.05,0,0,181.0
WR,Malik Benson,195,5,Darius Slayton,2019,171,0.5633096488399272,2.916434387755102,39.04761904761905,9.71875,0,0,37.0
WR,CJ Daniels,197,1,Chris Harper,2013,123,0.8524525897574626,3.989668030045346,55.23809523809524,0.0,0,0,188.0
WR,CJ Daniels,197,2,Joe Adams,2012,104,0.8713248568345311,3.86160529761905,53.9047619047619,0.09375,0,0,188.0
WR,CJ Daniels,197,3,Travis Benjamin,2012,100,0.8722900734789568,3.997509213435373,55.61904761904762,4.340624999999999,0,0,86.0
WR,CJ Daniels,197,4,Greg Childs,2012,134,0.8949420971942325,3.4343006335034,47.23809523809524,0.0,0,0,
WR,CJ Daniels,197,5,K.J. Hill,2020,220,0.9081401220419547,0.7926377150860348,1.9047619047619049,0.6233455882352942,0,0,167.0
WR,Emmanuel Henderson Jr.,199,1,Javon Wims,2018,224,0.780710698668171,1.1574850014172342,5.333333333333334,1.8625,0,0,119.0
WR,Emmanuel Henderson Jr.,199,2,Miles Boykin,2019,93,0.7830847841896711,3.8354121917517,53.142857142857146,3.7624999999999993,0,0,99.0
WR,Emmanuel Henderson Jr.,199,3,Anthony Schwartz,2021,91,0.8289780427460508,4.082436908263308,56.19047619047619,1.5352941176470587,0,0,137.0
WR,Emmanuel Henderson Jr.,199,4,Tommy Streeter,2012,198,0.8462042993305691,3.489716150085032,48.57142857142857,0.0,0,0,188.0
WR,Emmanuel Henderson Jr.,199,5,Isaiah McKenzie,2017,172,0.8519101720350871,3.62041778132086,51.04761904761905,3.68125,0,0,96.0
WR,CJ Williams,203,1,Ricardo Louis,2016,114,0.6499450861078163,3.4901668601190483,48.76190476190476,3.1625,0,0,94.0
WR,CJ Williams,203,2,Shaquelle Evans,2014,115,0.6506577725311666,3.822250525793652,52.761904761904766,0.0,0,0,
WR,CJ Williams,203,3,Malcolm Mitchell,2016,112,0.6518460054283699,2.6540040851757367,33.523809523809526,3.0031250000000003,0,0,81.0
WR,CJ Williams,203,4,Jacoby Ford,2010,108,0.6769983641639358,3.0582208588435384,41.333333333333336,5.921874999999999,0,0,54.0
WR,CJ Williams,203,5,Keshawn Martin,2012,121,0.6872207635249826,3.87123574829932,54.285714285714285,2.9718750000000003,0,0,100.0
WR,Lewis Bond,204,1,Jordan Payton,2016,154,0.6224130394318806,1.6851788647959187,17.71428571428571,0.040625,0,0,196.0
WR,Lewis Bond,204,2,Ryan Switzer,2017,133,0.664168767839075,3.355733511904761,45.52380952380952,2.6875,0,0,97.0
WR,Lewis Bond,204,3,Ty Montgomery,2015,94,0.6899774310255402,5.894325454931976,68.19047619047619,7.253124999999999,0,0,55.0
WR,Lewis Bond,204,4,Keenan Burton,2008,128,0.7112192450815542,3.4322028188775526,47.04761904761905,2.728125,0,0,101.0
WR,Lewis Bond,204,5,Shi Smith,2021,204,0.719310893283251,1.6138943008453377,16.57142857142857,2.285294117647059,0,0,103.0
WR,Anthony Smith,218,1,Devin Lucien,2016,225,0.7313634642873452,1.2493416907596366,7.809523809523809,0.0,0,0,
WR,Anthony Smith,218,2,Malcolm Mitchell,2016,112,0.7340904990440579,2.6540040851757367,33.523809523809526,3.0031250000000003,0,0,81.0
WR,Anthony Smith,218,3,Keshawn Martin,2012,121,0.74693428509126,3.87123574829932,54.285714285714285,2.9718750000000003,0,0,100.0
WR,Anthony Smith,218,4,Jauan Jennings,2020,217,0.7496885213019642,1.6005585585067352,16.380952380952383,4.847058823529412,0,0,90.0
WR,Anthony Smith,218,5,Junior Hemingway,2012,238,0.778631698693529,1.4335531717687082,13.333333333333334,1.884375,0,0,120.0
WR,Deion Burks,254,1,Olabisi Johnson,2019,247,0.5361751161261267,1.3339063964904148,11.047619047619047,3.559375,0,0,86.0
WR,Deion Burks,254,2,Isaiah Coulter,2020,171,0.5531246477836776,1.3500723189275712,11.23809523809524,0.0,0,0,226.0
WR,Deion Burks,254,3,Marc Mariani,2010,222,0.5539279401126267,1.314116005269532,10.095238095238097,0.80625,0,0,147.0
WR,Deion Burks,254,4,David Moore,2017,226,0.5541154429253335,1.3854119033446717,12.38095238095238,5.01875,0,0,72.0
WR,Deion Burks,254,5,Tre McBride,2015,245,0.5575899605523534,1.7627000850340138,18.666666666666668,1.0,0,0,136.0
TE,Kenyon Sadiq,16,1,O.J. Howard,2017,19,1.019156339382975,8.622158019440882,98.27586206896552,6.9281250000000005,0,0,14.0
TE,Kenyon Sadiq,16,2,Travis Kelce,2013,63,1.036034877745262,4.769023162858964,77.15517241379311,11.459375,1,0,7.0
TE,Kenyon Sadiq,16,3,Cameron Latu,2023,101,1.0793702530455394,4.312117937749399,71.55172413793103,0.0,0,0,124.0
TE,Kenyon Sadiq,16,4,Evan Engram,2017,23,1.0922482688956758,8.57978870396469,97.41379310344828,9.371875,1,1,5.0
TE,Kenyon Sadiq,16,5,Fred Davis,2008,48,1.1052585025957797,5.358242129259623,81.89655172413794,6.421875,0,0,15.0
TE,Eli Stowers,54,1,Charlie Kolar,2022,128,0.9885601585606734,2.563932576768177,42.672413793103445,1.4705882352941178,0,0,63.0
TE,Eli Stowers,54,2,Hunter Henry,2016,35,1.0911200944376145,7.458536571850772,91.8103448275862,8.021875,0,0,14.0
TE,Eli Stowers,54,3,Jake Butt,2017,145,1.0961223990024884,2.610009559007462,44.82758620689656,0.515625,0,0,80.0
TE,Eli Stowers,54,4,Mike Gesicki,2018,42,1.1003547775713434,7.3354143608078415,90.94827586206895,9.228125,1,0,7.0
TE,Eli Stowers,54,5,Greg Dulcich,2022,80,1.109924980620444,4.738212473685861,76.29310344827587,2.761764705882353,0,0,30.0
TE,Nate Boerkircher,56,1,Brad Smelley,2012,247,0.7045540681252215,0.5442877827034074,8.189655172413794,0.040625,0,0,103.0
TE,Nate Boerkircher,56,2,Drew Sample,2019,52,0.7282174335946626,4.39828368111551,72.84482758620689,3.027389705882353,0,0,31.0
TE,Nate Boerkircher,56,3,Mickey Shuler,2010,214,0.7417765538244177,0.4503583539773721,3.8793103448275854,0.2,0,0,88.0
TE,Nate Boerkircher,56,4,Michael Williams,2013,211,0.7419173587460381,0.4507885430442573,4.310344827586207,0.175,0,0,95.0
TE,Nate Boerkircher,56,5,Ben Koyack,2015,229,0.7590087931062689,0.4158744901427941,2.155172413793104,1.6218749999999995,0,0,48.0
TE,Marlin Klein,59,1,Dalton Schultz,2018,137,0.7623928373132068,2.378281503595612,38.793103448275865,5.315625,1,0,12.0
TE,Marlin Klein,59,2,Drew Sample,2019,52,0.7937807942218799,4.39828368111551,72.84482758620689,3.027389705882353,0,0,31.0
TE,Marlin Klein,59,3,Charlie Woerner,2020,190,0.8201090186488684,1.994379050677964,32.327586206896555,0.50625,0,0,90.0
TE,Marlin Klein,59,4,Brad Smelley,2012,247,0.8219892876730542,0.5442877827034074,8.189655172413794,0.040625,0,0,103.0
TE,Marlin Klein,59,5,Tommy Tremble,2021,83,0.834444088629929,4.351076748277984,72.41379310344827,3.3764705882352946,0,0,39.0
TE,Max Klare,61,1,Hunter Henry,2016,35,0.9096821158729835,7.458536571850772,91.8103448275862,8.021875,0,0,14.0
TE,Max Klare,61,2,Tucker Kraft,2023,78,0.9451696721686018,4.538407277540969,75.0,8.25,1,0,10.0
TE,Max Klare,61,3,Dallas Goedert,2018,49,0.9454220783516754,4.525547012095047,74.56896551724138,8.159375,1,0,10.0
TE,Max Klare,61,4,Scott Chandler,2007,129,0.9478434085277955,,,0.0,0,0,
TE,Max Klare,61,5,Adam Trautman,2020,105,0.9529355665751789,5.005090651129041,79.74137931034483,3.176470588235293,0,0,39.0
TE,Sam Roush,69,1,Josh Oliver,2019,69,0.7613141123652324,5.2170534025795625,81.46551724137932,0.5994485294117646,0,0,82.0
TE,Sam Roush,69,2,Tucker Kraft,2023,78,0.771822617994386,4.538407277540969,75.0,8.25,1,0,10.0
TE,Sam Roush,69,3,Dallas Goedert,2018,49,0.7830716401251405,4.525547012095047,74.56896551724138,8.159375,1,0,10.0
TE,Sam Roush,69,4,Adam Shaheen,2017,45,0.7909454895260134,6.36029602198397,87.5,1.909375,0,0,50.0
TE,Sam Roush,69,5,Adam Trautman,2020,105,0.799358610072021,5.005090651129041,79.74137931034483,3.176470588235293,0,0,39.0
TE,Oscar Delp,73,1,Drew Sample,2019,52,0.6384495009263386,4.39828368111551,72.84482758620689,3.027389705882353,0,0,31.0
TE,Oscar Delp,73,2,Randall Telfer,2015,198,0.6730784405643738,1.213277472636491,19.82758620689655,0.28125,0,0,97.0
TE,Oscar Delp,73,3,Ben Koyack,2015,229,0.7365016424688985,0.4158744901427941,2.155172413793104,1.6218749999999995,0,0,48.0
TE,Oscar Delp,73,4,O.J. Howard,2017,19,0.7381697457996054,8.622158019440882,98.27586206896552,6.9281250000000005,0,0,14.0
TE,Oscar Delp,73,5,Nick Vannett,2016,94,0.7686934651370276,3.486611400603365,59.05172413793104,3.2593750000000004,0,0,30.0
TE,Will Kacmarek,87,1,Mickey Shuler,2010,214,0.7612705287948323,0.4503583539773721,3.8793103448275854,0.2,0,0,88.0
TE,Will Kacmarek,87,2,Darnell Washington,2023,93,0.7662163368213728,2.7866233192997463,48.706896551724135,3.4823529411764707,0,0,39.0
TE,Will Kacmarek,87,3,Drew Sample,2019,52,0.7711133656520835,4.39828368111551,72.84482758620689,3.027389705882353,0,0,31.0
TE,Will Kacmarek,87,4,Randall Telfer,2015,198,0.7958115835057348,1.213277472636491,19.82758620689655,0.28125,0,0,97.0
TE,Will Kacmarek,87,5,Michael Williams,2013,211,0.8000844133905972,0.4507885430442573,4.310344827586207,0.175,0,0,95.0
TE,Eli Raridon,95,1,Dalton Schultz,2018,137,0.8846651419211373,2.378281503595612,38.793103448275865,5.315625,1,0,12.0
TE,Eli Raridon,95,2,Darnell Washington,2023,93,0.8875219376697823,2.7866233192997463,48.706896551724135,3.4823529411764707,0,0,39.0
TE,Eli Raridon,95,3,O.J. Howard,2017,19,0.8960872235917239,8.622158019440882,98.27586206896552,6.9281250000000005,0,0,14.0
TE,Eli Raridon,95,4,Tommy Tremble,2021,83,0.896272045338206,4.351076748277984,72.41379310344827,3.3764705882352946,0,0,39.0
TE,Eli Raridon,95,5,Cameron Latu,2023,101,0.9130735532105516,4.312117937749399,71.55172413793103,0.0,0,0,124.0
TE,Matthew Hibner,133,1,Chigoziem Okonkwo,2022,143,0.8490731005351217,2.95665945594788,50.0,6.6764705882352935,0,0,21.0
TE,Matthew Hibner,133,2,Clay Harbor,2010,125,0.8495869878215144,3.1319231752771066,52.58620689655172,2.778125,0,0,43.0
TE,Matthew Hibner,133,3,Christopher Herndon IV,2018,107,0.8496920455463677,3.115001134901805,51.72413793103448,5.840624999999999,0,0,16.0
TE,Matthew Hibner,133,4,Seth Devalve,2016,138,0.8507812064779463,1.9947252216186588,32.758620689655174,3.475,0,0,31.0
TE,Matthew Hibner,133,5,Eric Saubert,2017,174,0.8512453227215282,2.190754136924001,34.91379310344828,0.434375,0,0,96.0
TE,Justin Joly,152,1,Chigoziem Okonkwo,2022,143,0.7868064374499347,2.95665945594788,50.0,6.6764705882352935,0,0,21.0
TE,Justin Joly,152,2,Rory 'Busta' Anderson,2015,254,0.7912218096566617,0.5286712431616003,7.327586206896551,0.0,0,0,
TE,Justin Joly,152,3,Aliz̩ Mack,2019,231,0.7925404134987317,0.2088180256449899,0.4310344827586206,0.0,0,0,
TE,Justin Joly,152,4,Seth Devalve,2016,138,0.7925490540940184,1.9947252216186588,32.758620689655174,3.475,0,0,31.0
TE,Justin Joly,152,5,Temarrick Hemingway,2016,177,0.7925537055534577,3.4460966506509365,57.75862068965517,0.0,0,0,115.0
TE,Max Bredeson,159,1,Charlie Woerner,2020,190,0.6891113351890691,1.994379050677964,32.327586206896555,0.50625,0,0,90.0
TE,Max Bredeson,159,2,Nick Vannett,2016,94,0.7527259163915104,3.486611400603365,59.05172413793104,3.2593750000000004,0,0,30.0
TE,Max Bredeson,159,3,Brad Smelley,2012,247,0.7915544684022306,0.5442877827034074,8.189655172413794,0.040625,0,0,103.0
TE,Max Bredeson,159,4,Michael Williams,2013,211,0.816420715349526,0.4507885430442573,4.310344827586207,0.175,0,0,95.0
TE,Max Bredeson,159,5,Drew Sample,2019,52,0.8426988851611447,4.39828368111551,72.84482758620689,3.027389705882353,0,0,31.0
TE,Tanner Koziol,164,1,Jonnu Smith,2017,100,0.9919089339177731,4.688558303189866,75.86206896551724,5.265625,0,0,20.0
TE,Tanner Koziol,164,2,Michael Mayer,2023,35,1.0071854824290727,8.441851371520048,96.55172413793105,4.270588235294118,0,0,35.0
TE,Tanner Koziol,164,3,Shawn Nelson,2009,121,1.0147940965185915,3.2691518161302984,56.03448275862068,1.2875,0,0,47.0
TE,Tanner Koziol,164,4,Bucky Hodges,2017,201,1.037964715874876,2.5348185929943083,40.94827586206897,0.0,0,0,
TE,Tanner Koziol,164,5,Harrison Bryant,2020,115,1.064581922070135,3.984746874321405,67.67241379310344,3.763602941176471,0,0,39.0
TE,Riley Nowakowski,169,1,Brad Smelley,2012,247,0.7898474396704428,0.5442877827034074,8.189655172413794,0.040625,0,0,103.0
TE,Riley Nowakowski,169,2,Stephen Sullivan,2020,251,0.8202540109332564,0.5308891623397607,7.758620689655173,0.1941176470588235,0,0,97.0
TE,Riley Nowakowski,169,3,Michael Williams,2013,211,0.8252642796076998,0.4507885430442573,4.310344827586207,0.175,0,0,95.0
TE,Riley Nowakowski,169,4,Andrew Quarless,2010,154,0.8295931232655168,1.5301065917911458,24.13793103448276,1.7312500000000002,0,0,42.0
TE,Riley Nowakowski,169,5,Drew Sample,2019,52,0.8363986130507561,4.39828368111551,72.84482758620689,3.027389705882353,0,0,31.0
TE,Joe Royer,170,1,Grant Calcaterra,2022,198,0.9028307078341966,1.6177658569310598,25.43103448275862,2.144117647058824,0,0,41.0
TE,Joe Royer,170,2,Jeremy Ruckert,2022,101,1.0051349919765222,4.28679709332684,70.6896551724138,1.7529411764705882,0,0,62.0
TE,Joe Royer,170,3,Nick O'Leary,2015,194,1.0210687024735823,1.812784045032347,29.310344827586203,2.70625,0,0,33.0
TE,Joe Royer,170,4,O.J. Howard,2017,19,1.0242619224536287,8.622158019440882,98.27586206896552,6.9281250000000005,0,0,14.0
TE,Joe Royer,170,5,Ben Koyack,2015,229,1.0263521757537195,0.4158744901427941,2.155172413793104,1.6218749999999995,0,0,48.0
TE,Josh Cuevas,173,1,Chris Gragg,2013,222,0.9902178498559148,0.9784866581830868,15.948275862068966,1.4,0,0,64.0
TE,Josh Cuevas,173,2,Luke Schoonmaker,2023,58,1.055683600929576,4.342133302329091,71.98275862068965,2.4794117647058824,0,0,43.0
TE,Josh Cuevas,173,3,Jerell Adams,2016,184,1.0633854103093827,2.1421327568760606,34.05172413793103,1.6062499999999995,0,0,57.0
TE,Josh Cuevas,173,4,Ben Koyack,2015,229,1.0827277591694533,0.4158744901427941,2.155172413793104,1.6218749999999995,0,0,48.0
TE,Josh Cuevas,173,5,Randall Telfer,2015,198,1.0893423404570435,1.213277472636491,19.82758620689655,0.28125,0,0,97.0
TE,Seydou Traore,180,1,Josiah Deguara,2020,94,0.846580697508692,4.897675600529253,78.01724137931035,2.5264705882352945,0,0,41.0
TE,Seydou Traore,180,2,James O'Shaughnessy,2015,173,0.9187019247332889,2.535566250976207,41.37931034482759,1.5500000000000005,0,0,57.0
TE,Seydou Traore,180,3,Seth Devalve,2016,138,0.9208242238673416,1.9947252216186588,32.758620689655174,3.475,0,0,31.0
TE,Seydou Traore,180,4,Matt Sherry,2008,207,0.9213930122811099,3.465530090980445,58.620689655172406,0.0,0,0,
TE,Seydou Traore,180,5,Eric Saubert,2017,174,0.9235691767835451,2.190754136924001,34.91379310344828,0.434375,0,0,96.0
TE,Bauer Sharp,185,1,Tim Massaquoi,2006,244,1.0416319903345415,,,0.0,0,0,97.0
TE,Bauer Sharp,185,2,Tom Santi,2008,196,1.056151928240829,2.6869119167935223,46.55172413793103,1.2218749999999998,0,0,56.0
TE,Bauer Sharp,185,3,Tommy Sweeney,2019,228,1.0565366025968126,0.3239122941641694,1.293103448275862,1.1768382352941176,0,0,73.0
TE,Bauer Sharp,185,4,Noah Gray,2021,162,1.0844323522792811,3.663214819596256,63.793103448275865,4.135294117647058,0,0,36.0
TE,Bauer Sharp,185,5,Anthony Hill,2009,122,1.0895647957733343,2.3743220017978057,37.93103448275862,0.153125,0,0,93.0
TE,Jack Endries,221,1,Aliz̩ Mack,2019,231,0.6411660168641231,0.2088180256449899,0.4310344827586206,0.0,0,0,
TE,Jack Endries,221,2,Rory 'Busta' Anderson,2015,254,0.6478236195157304,0.5286712431616003,7.327586206896551,0.0,0,0,
TE,Jack Endries,221,3,Eric Saubert,2017,174,0.6521600123390712,2.190754136924001,34.91379310344828,0.434375,0,0,96.0
TE,Jack Endries,221,4,Matt Sherry,2008,207,0.6568455341470438,3.465530090980445,58.620689655172406,0.0,0,0,
TE,Jack Endries,221,5,Chigoziem Okonkwo,2022,143,0.6589235962599083,2.95665945594788,50.0,6.6764705882352935,0,0,21.0
TE,Jaren Kanak,225,1,Ryan Taylor,2011,218,0.7390565369264657,0.284379166190952,0.8620689655172413,0.5125,0,0,84.0
TE,Jaren Kanak,225,2,A.J. Derby,2015,202,0.81622537725574,0.9619044990029813,15.517241379310343,2.66875,0,0,41.0
TE,Jaren Kanak,225,3,Chigoziem Okonkwo,2022,143,0.8235791284402323,2.95665945594788,50.0,6.6764705882352935,0,0,21.0
TE,Jaren Kanak,225,4,Aliz̩ Mack,2019,231,0.84313961889319,0.2088180256449899,0.4310344827586206,0.0,0,0,
TE,Jaren Kanak,225,5,Rory 'Busta' Anderson,2015,254,0.852714046530284,0.5286712431616003,7.327586206896551,0.0,0,0,
TE,Carsen Ryan,248,1,Ben Koyack,2015,229,0.7505109170923843,0.4158744901427941,2.155172413793104,1.6218749999999995,0,0,48.0
TE,Carsen Ryan,248,2,Matt Sherry,2008,207,0.7803656811431625,3.465530090980445,58.620689655172406,0.0,0,0,
TE,Carsen Ryan,248,3,John Nalbone,2009,161,0.7845293134358227,3.567372082669314,62.06896551724138,0.0,0,0,
TE,Carsen Ryan,248,4,James O'Shaughnessy,2015,173,0.7855843201533337,2.535566250976207,41.37931034482759,1.5500000000000005,0,0,57.0
TE,Carsen Ryan,248,5,Aliz̩ Mack,2019,231,0.7861454277541483,0.2088180256449899,0.4310344827586206,0.0,0,0,
TE,Dallen Bentley,256,1,Matt Sherry,2008,207,0.8529107973517756,3.465530090980445,58.620689655172406,0.0,0,0,
TE,Dallen Bentley,256,2,Aliz̩ Mack,2019,231,0.8559286642269385,0.2088180256449899,0.4310344827586206,0.0,0,0,
TE,Dallen Bentley,256,3,Eric Saubert,2017,174,0.8584025528175113,2.190754136924001,34.91379310344828,0.434375,0,0,96.0
TE,Dallen Bentley,256,4,John Nalbone,2009,161,0.8591563116537229,3.567372082669314,62.06896551724138,0.0,0,0,
TE,Dallen Bentley,256,5,James O'Shaughnessy,2015,173,0.8592197488448463,2.535566250976207,41.37931034482759,1.5500000000000005,0,0,57.0
