position,target,family,feature_set,n_features_listed,model_spec,reference_n,matched_n,rmse,mae,max_abs,pearson,spearman,error,complete_match
RB,hit3,cat,stage3__features,113,cat4_unweighted,86,86,0.1655083081083877,0.08643596194171549,0.6351886390676693,0.7356521984689219,0.6518892400584932,,True
RB,hit3,cat,group__capital,6,cat4_unweighted,86,86,0.1721640362438863,0.09827399946964716,0.593478849513149,0.7266520045556152,0.6987598296821649,,True
RB,hit3,cat,group__capital_core,206,cat4_unweighted,86,86,0.17294661282829782,0.09150785423043713,0.6814049447596315,0.7058348200020557,0.6706259729232511,,True
RB,hit3,cat,group__capital,6,cat3_unweighted,86,86,0.1735461750375548,0.10000939110388063,0.5847132690240291,0.7095399670191308,0.7213555548939923,,True
RB,hit3,cat,stage3__features,113,cat3_unweighted,86,86,0.17735298325518653,0.08673044955765886,0.695301907694771,0.6871624865817866,0.6558328223029387,,True
RB,hit3,cat,group__capital_core,206,cat3_unweighted,86,86,0.18671263938984317,0.09883728291823947,0.6911736511207093,0.648823404564037,0.6219255625265343,,True
RB,hit3,cat,stage3__features,113,cat4_balanced,86,86,0.19030471248170144,0.12399738616922917,0.7980453247706899,0.7153455701740415,0.6240954762017076,,True
RB,hit3,cat,stage3__features,113,cat4_scaled,86,86,0.19030471248170144,0.12399738616922917,0.7980453247706899,0.7153455701740415,0.6240954762017076,,True
RB,hit3,cat,group__capital_core,206,cat4_balanced,86,86,0.19036915823636127,0.12126649637551215,0.7776997532102271,0.7182481778908216,0.6583046370111797,,True
RB,hit3,cat,group__capital_core,206,cat4_scaled,86,86,0.19036915823636127,0.12126649637551215,0.7776997532102271,0.7182481778908216,0.6583046370111797,,True
RB,hit3,cat,ranked_top96,96,cat4_unweighted,86,86,0.19474754370493394,0.11772502726290299,0.6655705921875763,0.707989827819799,0.5885277607434313,,True
RB,hit3,cat,draftcap_plus_top64,70,cat4_unweighted,86,86,0.19713648746215298,0.12079420619452429,0.6604234828882682,0.6969252784875404,0.5793386480494362,,True
RB,hit3,cat,draftcap_plus_top16,22,cat4_unweighted,86,86,0.19770651168023265,0.12555818018384807,0.5616320939420264,0.6765673904628199,0.5528657012123213,,True
RB,hit3,cat,ranked_top64,64,cat4_unweighted,86,86,0.20078806695871526,0.12197256859371897,0.7046746204374539,0.6891142491287047,0.5536770602386905,,True
RB,hit3,cat,group__capital_core,206,cat3_balanced,86,86,0.20239188905398459,0.13153125299735186,0.7615236636161775,0.6916848817916007,0.6375678098023491,,True
RB,hit3,cat,group__capital_core,206,cat3_scaled,86,86,0.20239188905398459,0.13153125299735186,0.7615236636161775,0.6916848817916007,0.6375678098023491,,True
RB,hit3,cat,ranked_top24,24,cat4_unweighted,86,86,0.202914644518206,0.1278424519933126,0.5913857251719005,0.6879620560727442,0.5513184584178499,,True
RB,hit3,cat,draftcap_plus_top24,30,cat4_unweighted,86,86,0.20344486735086378,0.1283805187251794,0.6348594706218125,0.681703584938452,0.5600735883768102,,True
RB,hit3,cat,draftcap_plus_top96,102,cat4_unweighted,86,86,0.20380553033380966,0.12519778595719325,0.5985122155652525,0.6763311745784449,0.5863578470682579,,True
RB,hit3,cat,draftcap_plus_top96,102,cat3_unweighted,86,86,0.2045850535784427,0.12943380832015394,0.5880177694439557,0.6893900294899545,0.6092457191376952,,True
RB,hit3,cat,ranked_top32,32,cat4_unweighted,86,86,0.20566904420840207,0.13006003912234357,0.6348188749734923,0.6776160597478933,0.5570357092315675,,True
RB,hit3,cat,stage3__features,113,cat3_balanced,86,86,0.2069727169349793,0.14536205011596282,0.7829441483777878,0.7195087564775388,0.6261521769894806,,True
RB,hit3,cat,stage3__features,113,cat3_scaled,86,86,0.2069727169349793,0.14536205011596282,0.7829441483777878,0.7195087564775388,0.6261521769894806,,True
RB,hit3,cat,draftcap_plus_top64,70,cat3_unweighted,86,86,0.20907355811789313,0.1239890339933792,0.789086141504337,0.6867692182723436,0.5434124251143921,,True
RB,hit3,cat,draftcap_plus_top16,22,cat3_unweighted,86,86,0.2121907828267432,0.1307061917506807,0.7038647142428074,0.6725379076861574,0.5532430775036558,,True
