position,target,family,feature_set,n_features_listed,model_spec,reference_n,matched_n,rmse,mae,max_abs,pearson,spearman,error
RB,hit3,cat,ranked_top48,48,cat4_balanced,86,86,0.2768620996834175,0.15804018806580725,0.8319406262230062,0.6714153994369716,0.5651681683098259,
RB,hit3,cat,ranked_top48,48,cat3_scaled,86,86,0.27197373412522236,0.1562509975222447,0.8717020134102564,0.6823889609921522,0.5676211142035003,
RB,hit3,cat,ranked_top48,48,cat4_scaled,86,86,0.2768620996834175,0.15804018806580725,0.8319406262230062,0.6714153994369716,0.5651681683098259,
RB,hit3,cat,ranked_top48,48,cat3_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,ranked_top48,48,cat4_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,draftcap_plus_top48,54,cat3_unweighted,86,86,0.22393598074458532,0.13550325764920818,0.8085089635619985,0.6499459562548447,0.5446577668757959,
RB,hit3,cat,draftcap_plus_top48,54,cat4_unweighted,86,86,0.21263858235669378,0.12966075763224266,0.7147548889660003,0.6631873348164213,0.5565073824236992,
RB,hit3,cat,draftcap_plus_top48,54,cat3_balanced,86,86,0.28226046556387374,0.16280620926154407,0.878082474738023,0.6667944647121081,0.5533185527619228,
RB,hit3,cat,draftcap_plus_top48,54,cat4_balanced,86,86,0.27766131880945744,0.15702869332465808,0.8299917221149307,0.6686152056908552,0.5484692674182744,
RB,hit3,cat,draftcap_plus_top48,54,cat3_scaled,86,86,0.28226046556387374,0.16280620926154407,0.878082474738023,0.6667944647121081,0.5533185527619228,
RB,hit3,cat,draftcap_plus_top48,54,cat4_scaled,86,86,0.27766131880945744,0.15702869332465808,0.8299917221149307,0.6686152056908552,0.5484692674182744,
RB,hit3,cat,draftcap_plus_top48,54,cat3_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,draftcap_plus_top48,54,cat4_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,ranked_top64,64,cat3_unweighted,86,86,0.21778138600469105,0.13114300160037035,0.7941415823127931,0.6796387451471427,0.5524317184772866,
RB,hit3,cat,ranked_top64,64,cat4_unweighted,86,86,0.20078806695871526,0.12197256859371897,0.7046746204374539,0.6891142491287047,0.5536770602386905,
RB,hit3,cat,ranked_top64,64,cat3_balanced,86,86,0.2694084524466446,0.1532187748719347,0.8516694497675142,0.6954155817003839,0.5635643190716543,
RB,hit3,cat,ranked_top64,64,cat4_balanced,86,86,0.27132122642333945,0.15128418594250545,0.8319175282766009,0.6791484778688339,0.5453181753856313,
RB,hit3,cat,ranked_top64,64,cat3_scaled,86,86,0.2694084524466446,0.1532187748719347,0.8516694497675142,0.6954155817003839,0.5635643190716543,
RB,hit3,cat,ranked_top64,64,cat4_scaled,86,86,0.27132122642333945,0.15128418594250545,0.8319175282766009,0.6791484778688339,0.5453181753856313,
RB,hit3,cat,ranked_top64,64,cat3_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,ranked_top64,64,cat4_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,draftcap_plus_top64,70,cat3_unweighted,86,86,0.20907355811789313,0.1239890339933792,0.789086141504337,0.6867692182723436,0.5434124251143921,
RB,hit3,cat,draftcap_plus_top64,70,cat4_unweighted,86,86,0.19713648746215298,0.12079420619452429,0.6604234828882682,0.6969252784875404,0.5793386480494362,
RB,hit3,cat,draftcap_plus_top64,70,cat3_balanced,86,86,0.2699778409547855,0.15185292373183143,0.8446683500231366,0.6911491428075388,0.5512995896032832,
RB,hit3,cat,draftcap_plus_top64,70,cat4_balanced,86,86,0.2668453915613082,0.15140844905430811,0.8151941411311151,0.6883482759950235,0.5827727723005802,
RB,hit3,cat,draftcap_plus_top64,70,cat3_scaled,86,86,0.2699778409547855,0.15185292373183143,0.8446683500231366,0.6911491428075388,0.5512995896032832,
RB,hit3,cat,draftcap_plus_top64,70,cat4_scaled,86,86,0.2668453915613082,0.15140844905430811,0.8151941411311151,0.6883482759950235,0.5827727723005802,
RB,hit3,cat,draftcap_plus_top64,70,cat3_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,draftcap_plus_top64,70,cat4_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,ranked_top96,96,cat3_unweighted,86,86,0.2135034747446347,0.1305806081363907,0.7061174178916942,0.6736299862713712,0.557960281145337,
RB,hit3,cat,ranked_top96,96,cat4_unweighted,86,86,0.19474754370493394,0.11772502726290299,0.6655705921875763,0.707989827819799,0.5885277607434313,
RB,hit3,cat,ranked_top96,96,cat3_balanced,86,86,0.2865802816651481,0.16143998732501535,0.8323356252427206,0.6611934545164109,0.5541487806028587,
RB,hit3,cat,ranked_top96,96,cat4_balanced,86,86,0.2743494714952511,0.15333843126578892,0.8267471859491698,0.6725028287919372,0.606717297985754,
RB,hit3,cat,ranked_top96,96,cat3_scaled,86,86,0.2865802816651481,0.16143998732501535,0.8323356252427206,0.6611934545164109,0.5541487806028587,
RB,hit3,cat,ranked_top96,96,cat4_scaled,86,86,0.2743494714952511,0.15333843126578892,0.8267471859491698,0.6725028287919372,0.606717297985754,
RB,hit3,cat,ranked_top96,96,cat3_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,ranked_top96,96,cat4_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,draftcap_plus_top96,102,cat3_unweighted,86,86,0.2045850535784427,0.12943380832015394,0.5880177694439557,0.6893900294899545,0.6092457191376952,
RB,hit3,cat,draftcap_plus_top96,102,cat4_unweighted,86,86,0.20380553033380966,0.12519778595719325,0.5985122155652525,0.6763311745784449,0.5863578470682579,
RB,hit3,cat,draftcap_plus_top96,102,cat3_balanced,86,86,0.27872394688853275,0.15749576216250424,0.8163636689480438,0.6780389913345141,0.5971885466295579,
RB,hit3,cat,draftcap_plus_top96,102,cat4_balanced,86,86,0.2741977124833049,0.15242187248411626,0.8130423529731031,0.6725163947911468,0.589508939100901,
RB,hit3,cat,draftcap_plus_top96,102,cat3_scaled,86,86,0.27872394688853275,0.15749576216250424,0.8163636689480438,0.6780389913345141,0.5971885466295579,
RB,hit3,cat,draftcap_plus_top96,102,cat4_scaled,86,86,0.2741977124833049,0.15242187248411626,0.8130423529731031,0.6725163947911468,0.589508939100901,
RB,hit3,cat,draftcap_plus_top96,102,cat3_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,draftcap_plus_top96,102,cat4_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,stage3__features,113,cat3_unweighted,86,86,0.17735298325518653,0.08673044955765886,0.695301907694771,0.6871624865817866,0.6558328223029387,
RB,hit3,cat,stage3__features,113,cat4_unweighted,86,86,0.1655083081083877,0.08643596194171549,0.6351886390676693,0.7356521984689219,0.6518892400584932,
RB,hit3,cat,stage3__features,113,cat3_balanced,86,86,0.2069727169349793,0.14536205011596282,0.7829441483777878,0.7195087564775388,0.6261521769894806,
RB,hit3,cat,stage3__features,113,cat4_balanced,86,86,0.19030471248170144,0.12399738616922917,0.7980453247706899,0.7153455701740415,0.6240954762017076,
RB,hit3,cat,stage3__features,113,cat3_scaled,86,86,0.2069727169349793,0.14536205011596282,0.7829441483777878,0.7195087564775388,0.6261521769894806,
RB,hit3,cat,stage3__features,113,cat4_scaled,86,86,0.19030471248170144,0.12399738616922917,0.7980453247706899,0.7153455701740415,0.6240954762017076,
RB,hit3,cat,stage3__features,113,cat3_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,hit3,cat,stage3__features,113,cat4_balanced_imp,86,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
RB,star3,hist,group__capital,6,hist_exact,86,86,0.07258556725724229,0.041502917792097194,0.28878279664092504,0.7521245670605874,0.6236801814635716,
RB,star3,hist,group__college_only,1624,hist_exact,86,86,0.10121484316891065,0.06035549043684703,0.3855564200979542,0.6403376283013648,0.5585074767677721,
RB,star3,hist,group__capital_core,206,hist_exact,86,86,0.10316360120871652,0.052295567510133825,0.4024483143720391,0.6411111479965906,0.6902684088872117,
RB,star3,hist,group__capital_production,730,hist_exact,86,86,0.09046827282067783,0.05138383162190169,0.3568014355987394,0.7590746750721015,0.6010377848011699,
RB,star3,hist,group__capital_prod_context,1630,hist_exact,86,86,0.09153874417784681,0.05619082986099559,0.316413901851713,0.7571247677025184,0.6545686117269682,
RB,star3,hist,group__full,1642,hist_exact,86,86,0.08591333890501184,0.05325177886568568,0.28970124900931793,0.7639909300351063,0.6190763715269588,
RB,star3,hist,orig__capital_plus_top8,1126,hist_exact,86,86,0.08591333890501184,0.05325177886568568,0.28970124900931793,0.7639909300351063,0.6190763715269588,
RB,star3,hist,ranked_top4,4,hist_exact,86,86,0.1237438086274368,0.0698151099531611,0.5899582044635554,0.6848233356381485,0.5692100073459055,
RB,star3,hist,draftcap_plus_top4,10,hist_exact,86,86,0.16080944605459163,0.08158081416059403,0.6917600043148541,0.7519117395425535,0.5941577163848928,
RB,star3,hist,ranked_top8,8,hist_exact,86,86,0.14818227841635087,0.0768888183146528,0.6942049730268978,0.7423214753418365,0.5956869604285501,
RB,star3,hist,draftcap_plus_top8,14,hist_exact,86,86,0.14359039314430297,0.07454408377602456,0.5673221862107996,0.706996873095627,0.599125385868382,
RB,star3,hist,ranked_top12,12,hist_exact,86,86,0.14563712124679037,0.0743913339946359,0.6456171566812815,0.7170738407887443,0.6024635232350051,
RB,star3,hist,draftcap_plus_top12,18,hist_exact,86,86,0.13543582905991472,0.07171414546431835,0.5104327573413755,0.7337066442802815,0.5920852147032093,
RB,star3,hist,ranked_top16,16,hist_exact,86,86,0.1405288026642948,0.07315648119645866,0.5208828642529294,0.7227659684234563,0.5833164298283592,
RB,star3,hist,draftcap_plus_top16,22,hist_exact,86,86,0.13566103881319652,0.06926680475295209,0.5623305149374102,0.7653476494084377,0.5940522139173618,
RB,star3,hist,ranked_top24,24,hist_exact,86,86,0.14345996201210084,0.07169460813116076,0.6958835518856014,0.7485974782385807,0.5885866060694027,
RB,star3,hist,draftcap_plus_top24,30,hist_exact,86,86,0.1375818258129621,0.0689130700643066,0.6836361599686309,0.7240231045936185,0.5861197073824848,
RB,star3,hist,ranked_top32,32,hist_exact,86,86,0.1332618757118019,0.06633672547792123,0.645483116762456,0.7428220385927857,0.5718410057755986,
RB,star3,hist,draftcap_plus_top32,38,hist_exact,86,86,0.12032362894419571,0.06094583543032494,0.5939225464986552,0.7695733888034011,0.6163396812685847,
RB,star3,hist,ranked_top48,48,hist_exact,86,86,0.12732372104826822,0.0656869172235668,0.5741214970353233,0.7668084121264022,0.5502224193543942,
RB,star3,hist,draftcap_plus_top48,54,hist_exact,86,86,0.12624641132430112,0.06627087078092117,0.5035504027268376,0.7742859247313725,0.5576070343852518,
RB,star3,hist,ranked_top64,64,hist_exact,86,86,0.10891515920845316,0.057606074457252146,0.4539448839028562,0.79071919809959,0.5828592455256296,
RB,star3,hist,draftcap_plus_top64,70,hist_exact,86,86,0.1229019738627958,0.0629612681318149,0.599561845969597,0.7440658054223281,0.5860021038892685,
RB,star3,hist,ranked_top96,96,hist_exact,86,86,0.1114593086807951,0.05982008844212069,0.47633167700895257,0.7872817826917192,0.552205292702486,
RB,star3,hist,draftcap_plus_top96,102,hist_exact,86,86,0.11749882985377721,0.06195287200790352,0.49277331450731493,0.7746483046622483,0.51893957262135,
RB,star3,hist,stage3__features,113,hist_exact,86,86,0.1029354276392876,0.054724149964108855,0.4013254588719402,0.6179628099571106,0.6199632058115949,
WR,hit3,logit,group__capital,6,logit_exact,126,126,0.2168278748763631,0.18595767840975863,0.5003440064359281,0.9726721365662352,0.9590731158605175,
WR,hit3,logit,group__college_only,1624,logit_exact,126,126,0.2927956493880369,0.22665029770810038,0.8849296315560937,0.46794609490143296,0.5334743157105363,
WR,hit3,logit,group__capital_core,242,logit_exact,126,126,0.2365263968569072,0.17826821161639148,0.6027503252193346,0.7665575277591501,0.7536587926509186,
WR,hit3,logit,group__capital_production,730,logit_exact,126,126,0.27144011471827634,0.20295053730992457,0.8866690900732951,0.5325129136629465,0.6179137607799026,
WR,hit3,logit,group__capital_prod_context,1630,logit_exact,126,126,0.2869041554200012,0.22105959530174984,0.8820247015091699,0.4950244644943683,0.5530198725159355,
WR,hit3,logit,group__full,1642,logit_exact,126,126,0.284208394647087,0.21732042144725616,0.8798182227252769,0.46141332532764806,0.5360179977502812,
WR,hit3,logit,orig__capital_plus_top8,594,logit_exact,126,126,0.28265494531874813,0.2177572271292658,0.8850037109128103,0.4839996874300592,0.5491083614548181,
WR,hit3,logit,orig__capital_plus_top16,598,logit_exact,126,126,0.284340983731074,0.21749538928215864,0.8798182215188065,0.46105648479052186,0.5362879640044994,
WR,hit3,logit,ranked_top4,4,logit_exact,126,126,0.28212595808090124,0.18967929786758211,0.8059927336117699,0.7450543894780776,0.8262437195350583,
WR,hit3,logit,draftcap_plus_top4,10,logit_exact,126,126,0.27460135081980214,0.198931134636742,0.8171000769881032,0.7154804693411788,0.7386246719160106,
WR,hit3,logit,ranked_top8,8,logit_exact,126,126,0.28007139072828013,0.20223902098288524,0.8398204868521051,0.6950231083123546,0.7454938132733409,
WR,hit3,logit,draftcap_plus_top8,14,logit_exact,126,126,0.28352772667978704,0.21211010270524427,0.8162423569957137,0.6569028753345115,0.7232425946756657,
WR,hit3,logit,ranked_top12,12,logit_exact,126,126,0.28797271303409916,0.21491248426528464,0.8407234036882499,0.6394170064615579,0.7364049493813274,
WR,hit3,logit,draftcap_plus_top12,18,logit_exact,126,126,0.2834175342529217,0.21464284866543426,0.8019676861397611,0.6544759939002569,0.6931983502062243,
WR,hit3,logit,ranked_top16,16,logit_exact,126,126,0.28766205819988255,0.21753085379070602,0.8298206841683949,0.6379678134539788,0.7102842144731909,
WR,hit3,logit,draftcap_plus_top16,22,logit_exact,126,126,0.2844405377649127,0.216431984478477,0.7984213904376608,0.6462339387481345,0.6828256467941508,
WR,hit3,logit,ranked_top24,24,logit_exact,126,126,0.29025841883676495,0.21973682741039238,0.8429971364968709,0.6288411773038195,0.6829996250468692,
WR,hit3,logit,draftcap_plus_top24,30,logit_exact,126,126,0.28771397179643865,0.21922001437930244,0.8221227664247822,0.6280219298859437,0.6661957255343083,
WR,hit3,logit,ranked_top32,32,logit_exact,126,126,0.2943040437178702,0.22270342002596258,0.8564748424880098,0.6165364437765772,0.6732088488938883,
WR,hit3,logit,draftcap_plus_top32,38,logit_exact,126,126,0.29472464410622695,0.2251278257127352,0.8486620906865964,0.6375446853997222,0.6864071991001126,
WR,hit3,logit,ranked_top48,48,logit_exact,126,126,0.294970051357882,0.22530058836427508,0.866639018579563,0.6419586846215788,0.6934263217097864,
WR,hit3,logit,draftcap_plus_top48,54,logit_exact,126,126,0.2922338695443502,0.22209860097903836,0.863580641577333,0.6492021391344072,0.696599925009374,
WR,hit3,logit,ranked_top64,64,logit_exact,126,126,0.2929240585455156,0.221813154559959,0.8725233083458802,0.6442640264808396,0.6950341207349081,
WR,hit3,logit,draftcap_plus_top64,70,logit_exact,126,126,0.29085779525683664,0.21930499393355524,0.8615735870855595,0.6496765284099422,0.6986996625421823,
WR,hit3,logit,ranked_top96,96,logit_exact,126,126,0.2904370005717218,0.21987356037113065,0.8675750836888271,0.5960779228027864,0.6436025496812899,
WR,hit3,logit,draftcap_plus_top96,102,logit_exact,126,126,0.2862204872333042,0.2174737255715778,0.854885581852036,0.6007494450257486,0.642084739407574,
WR,hit3,logit,stage3__features,371,logit_exact,126,126,0.27979146512360853,0.20462461477804356,0.7473301395241388,0.6925117179492102,0.6590746156730408,
WR,star3,logit,group__capital,6,logit_exact,126,126,0.33195890405884865,0.2866646750642112,0.6842283249802492,0.9189635084947954,0.8749456317960255,
WR,star3,logit,group__college_only,1624,logit_exact,126,126,0.286676810228057,0.18613323131528905,0.9701462163885746,0.1179140279194252,0.24540232470941137,
WR,star3,logit,group__capital_core,242,logit_exact,126,126,0.2750316745865051,0.18681841123029544,0.821940294949715,0.5254618051475906,0.48687214098237724,
WR,star3,logit,group__capital_production,730,logit_exact,126,126,0.2437954700513445,0.16559514147035415,0.9163215972205578,0.340828378405818,0.39147806524184486,
WR,star3,logit,group__capital_prod_context,1630,logit_exact,126,126,0.2847193105478788,0.183180901344051,0.9675935185623897,0.11924441590924863,0.2350236220472441,
WR,star3,logit,group__full,1642,logit_exact,126,126,0.27181827994830554,0.18129929109346463,0.9232203177532015,0.10977805999542568,0.2158680164979378,
WR,star3,logit,orig__capital_plus_top8,594,logit_exact,126,126,0.271595316651645,0.18046208633714808,0.9321781190195187,0.09795405728388551,0.2307461567304087,
WR,star3,logit,orig__capital_plus_top16,598,logit_exact,126,126,0.27189542726395804,0.18135629836032224,0.9232109494230353,0.10954511248771202,0.2154180727409074,
WR,star3,logit,ranked_top4,4,logit_exact,126,126,0.3391906556670522,0.2411561523344301,0.8306822390337063,0.5845044277170796,0.6315560554930635,
WR,star3,logit,draftcap_plus_top4,10,logit_exact,126,126,0.3232833858949403,0.2076724576774738,0.8512051074722676,0.5241991381904824,0.5728293963254594,
WR,star3,logit,ranked_top8,8,logit_exact,126,126,0.3210343386309363,0.20890306054862767,0.8659521226863749,0.5109525813982728,0.5810723659542558,
WR,star3,logit,draftcap_plus_top8,14,logit_exact,126,126,0.3214192858769558,0.20847193208678383,0.830476212952094,0.5136206509623074,0.5647124109486314,
WR,star3,logit,ranked_top12,12,logit_exact,126,126,0.32174890634994835,0.2096112706470256,0.868760229745703,0.4974114771206536,0.5351781027371578,
WR,star3,logit,draftcap_plus_top12,18,logit_exact,126,126,0.320318980341709,0.2063791058133191,0.8454897863357287,0.5373994182820636,0.5760869891263593,
WR,star3,logit,ranked_top16,16,logit_exact,126,126,0.32184583241614034,0.21335520339129654,0.8682578128335939,0.5250703936038427,0.5511061117360331,
WR,star3,logit,draftcap_plus_top16,22,logit_exact,126,126,0.3212836096038316,0.2120800083114179,0.8514786123266584,0.5389655340673017,0.5785646794150732,
WR,star3,logit,ranked_top24,24,logit_exact,126,126,0.3175273031484787,0.2143826314017455,0.8170848820362044,0.5302108317351482,0.5464566929133859,
WR,star3,logit,draftcap_plus_top24,30,logit_exact,126,126,0.31587026492303727,0.21145240033173834,0.816045024853002,0.5405938200658098,0.5661642294713161,
WR,star3,logit,ranked_top32,32,logit_exact,126,126,0.32180379593781333,0.21783970934666946,0.8181815035507531,0.5169174642214002,0.5354480689913761,
WR,star3,logit,draftcap_plus_top32,38,logit_exact,126,126,0.2971141541134023,0.19358060580354317,0.8174071587801752,0.5121169184786016,0.5788106486689165,
WR,star3,logit,ranked_top48,48,logit_exact,126,126,0.30382714565139957,0.1987608073700532,0.8173487526830685,0.4834228049288202,0.5544956880389951,
WR,star3,logit,draftcap_plus_top48,54,logit_exact,126,126,0.29108714089411464,0.18848070989195448,0.8171314042035158,0.5039373208309484,0.5714435695538058,
WR,star3,logit,ranked_top64,64,logit_exact,126,126,0.2926457041015645,0.19219522291302496,0.8157167698916554,0.4800776947218829,0.5345841769778779,
WR,star3,logit,draftcap_plus_top64,70,logit_exact,126,126,0.2886392098655317,0.18771038286321748,0.8165067434615803,0.5054359597325537,0.5526479190101238,
WR,star3,logit,ranked_top96,96,logit_exact,126,126,0.2739032423830315,0.17626758354006308,0.8176409877379911,0.42193054174725014,0.4910596175478066,
WR,star3,logit,draftcap_plus_top96,102,logit_exact,126,126,0.26531664196312604,0.17169179958682895,0.819619193425013,0.45309153963702214,0.5235275590551182,
WR,star3,logit,stage3__features,371,logit_exact,126,126,0.26297650226365554,0.17491821271964464,0.8193487371351689,0.5276867030034494,0.5130648668916385,
TE,hit3,cat,group__capital,6,cat3_unweighted,58,58,0.17287187228629064,0.1130437794003335,0.5458589922861851,0.5913198225772704,0.7026378535512257,
TE,hit3,cat,group__capital,6,cat4_unweighted,58,58,0.16476094454092083,0.11058209760598171,0.5074535773653297,0.6088612630252253,0.7128179888646221,
TE,hit3,cat,group__capital,6,cat3_balanced,58,58,0.3360870576325489,0.2743231884323554,0.6598220002402485,0.5201555813353054,0.6355764061215303,
TE,hit3,cat,group__capital,6,cat4_balanced,58,58,0.3352138749296182,0.27905614967156245,0.6440009270747711,0.557628950231796,0.6794223050159952,
TE,hit3,cat,group__capital,6,cat3_scaled,58,58,0.3360870576325489,0.2743231884323554,0.6598220002402485,0.5201555813353054,0.6355764061215303,
TE,hit3,cat,group__capital,6,cat4_scaled,58,58,0.3352138749296182,0.27905614967156245,0.6440009270747711,0.557628950231796,0.6794223050159952,
TE,hit3,cat,group__capital,6,cat3_balanced_imp,58,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
TE,hit3,cat,group__capital,6,cat4_balanced_imp,58,0,inf,inf,inf,,,"AttributeError(""The following error was raised: 'CatBoostClassifier' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order."")"
TE,hit3,cat,group__capital_core,254,cat3_unweighted,58,58,0.16127427102962894,0.10290630584510166,0.6021454142203633,0.6006627121077692,0.7574825432957029,
TE,hit3,cat,group__capital_core,254,cat4_unweighted,58,58,0.14953407010906158,0.09872354831039828,0.4683836646429127,0.6388808078998962,0.7352733089298349,
TE,hit3,cat,group__capital_core,254,cat3_balanced,58,58,0.272301588061581,0.17693937289376466,0.7155887053788674,0.38984393597909767,0.6290258082377189,
TE,hit3,cat,group__capital_core,254,cat4_balanced,58,58,0.2502260820246052,0.17019720116717363,0.685294008571129,0.4839027845006048,0.6733827555446185,
TE,hit3,cat,group__capital_core,254,cat3_scaled,58,58,0.272301588061581,0.17693937289376466,0.7155887053788674,0.38984393597909767,0.6290258082377189,
TE,hit3,cat,group__capital_core,254,cat4_scaled,58,58,0.2502260820246052,0.17019720116717363,0.685294008571129,0.4839027845006048,0.6733827555446185,
