college_season,source_date,metric,rank,teamrankings_team,team_key,value,source_url
2005,2006-01-05,sos,113,N Texas,ntexas,-9.3,https://www.teamrankings.com/college-football/ranking/schedule-strength-by-other?date=2006-01-05
2005,2006-01-05,sos,114,San Jose St,sanjosest,-10.2,https://www.teamrankings.com/college-football/ranking/schedule-strength-by-other?date=2006-01-05
2005,2006-01-05,sos,115,Louisiana,lalafayette,-10.5,https://www.teamrankings.com/college-football/ranking/schedule-strength-by-other?date=2006-01-05
2005,2006-01-05,sos,116,Arkansas St,arkansasst,-11.1,https://www.teamrankings.com/college-football/ranking/schedule-strength-by-other?date=2006-01-05
2005,2006-01-05,sos,117,UL Monroe,ulmonroe,-11.3,https://www.teamrankings.com/college-football/ranking/schedule-strength-by-other?date=2006-01-05
2005,2006-01-05,sos,118,Troy,troy,-11.3,https://www.teamrankings.com/college-football/ranking/schedule-strength-by-other?date=2006-01-05
2005,2006-01-05,sos,119,Florida Intl,floridaintl,-12.4,https://www.teamrankings.com/college-football/ranking/schedule-strength-by-other?date=2006-01-05
2005,2006-01-05,plays_pg,1,Missouri,missouri,82.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,2,Oregon St,oregonst,82.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,3,Northwestern,northwestern,82.0,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,4,Arizona St,arizonast,81.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,5,Nevada,nevada,80.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,6,Notre Dame,notredame,80.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,7,BYU,byu,80.4,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,8,C Michigan,cmichigan,79.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,9,Miami OH,miamioh,78.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,10,USC,usc,78.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,11,TCU,tcu,78.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,12,Minnesota,minnesota,78.0,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,13,Texas Tech,texastech,77.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,14,Utah,utah,77.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,15,Indiana,indiana,77.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,15,Michigan,michigan,77.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,17,New Mexico,newmexico,77.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,17,Michigan St,michiganst,77.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,19,Purdue,purdue,76.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,20,New Mexico St,newmexicost,76.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,21,Vanderbilt,vanderbilt,76.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,22,Oregon,oregon,76.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,22,Wake Forest,wakeforest,76.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,24,Bowling Green,bowlinggreen,76.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,25,Houston,houston,76.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,26,Illinois,illinois,76.0,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,26,UCF,ucf,76.0,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,28,Akron,akron,75.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,29,S Florida,sflorida,75.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,30,Rice,rice,74.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,31,Washington St,washingtonst,74.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,32,Nebraska,nebraska,74.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,33,Georgia Tech,georgiatech,74.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,33,Boise St,boisest,74.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,35,Iowa St,iowast,74.0,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,36,Toledo,toledo,73.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,37,W Michigan,wmichigan,73.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,38,Army,army,73.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,39,Texas,texas,73.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,40,Cincinnati,cincinnati,73.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,40,UL Monroe,ulmonroe,73.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,40,Baylor,baylor,73.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,43,Air Force,airforce,73.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,44,Oklahoma,oklahoma,73.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,45,Maryland,maryland,73.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,45,UTEP,utep,73.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,47,Hawai'i,hawaii,73.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,48,Boston College,bostoncollege,73.0,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,49,Florida,florida,72.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,50,Louisville,louisville,72.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,51,San Diego St,sandiegost,72.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,52,Wisconsin,wisconsin,72.6,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,53,UConn,uconn,72.6,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,54,Fresno St,fresnost,72.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,55,Louisiana Tech,louisianatech,72.2,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,56,Marshall,marshall,72.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,57,North Carolina,northcarolina,71.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,58,E Michigan,emichigan,71.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,59,Iowa,iowa,71.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,60,Idaho,idaho,71.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,61,Texas A&M,texasaandm,71.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,62,Oklahoma St,oklahomast,71.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,63,UNLV,unlv,71.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,64,E Carolina,ecarolina,70.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,65,UCLA,ucla,70.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,66,Clemson,clemson,70.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,67,Virginia Tech,virginiatech,70.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,68,Ball St,ballst,70.6,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,69,Tulane,tulane,70.6,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,70,Virginia,virginia,70.6,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,71,Auburn,auburn,70.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,72,Tulsa,tulsa,70.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,73,Pittsburgh,pittsburgh,70.4,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,74,Stanford,stanford,70.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,74,Louisiana,lalafayette,70.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,76,Tennessee,tennessee,70.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,77,Colorado St,coloradost,70.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,78,UAB,uab,70.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,79,Kansas St,kansasst,70.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,80,Kansas,kansas,70.0,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,81,Arkansas,arkansas,69.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,82,LSU,lsu,69.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,83,Memphis,memphis,69.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,83,Rutgers,rutgers,69.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,85,Middle Tenn,middletenn,69.6,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,86,Navy,navy,69.6,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,87,Colorado,colorado,69.4,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,88,N Illinois,nillinois,69.4,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,89,Alabama,alabama,69.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,90,Kent St,kentst,69.2,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,91,Utah St,utahst,69.1,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,92,Florida St,floridast,68.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,93,Wyoming,wyoming,68.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,93,Buffalo,buffalo,68.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,95,Arkansas St,arkansasst,68.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,96,West Virginia,westvirginia,68.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,97,Arizona,arizona,68.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,98,SMU,smu,68.0,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,99,Penn St,pennst,67.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,100,Florida Atlantic,floridaatlantic,67.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,101,San Jose St,sanjosest,67.8,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,102,Florida Intl,floridaintl,67.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,102,Miami,miami,67.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,104,Troy,troy,67.6,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,105,Duke,duke,67.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,106,Southern Miss,southernmiss,67.2,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,106,NC State,ncstate,67.2,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,108,Kentucky,kentucky,66.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,109,California,california,66.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,109,Temple,temple,66.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,111,Syracuse,syracuse,66.3,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,112,Ohio St,ohiost,66.2,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,113,Washington,washington,65.6,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,114,Mississippi,mississippi,64.9,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,115,Mississippi St,mississippist,64.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,116,Georgia,georgia,64.5,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,117,Ohio,ohio,63.7,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,118,N Texas,ntexas,63.2,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,plays_pg,119,South Carolina,southcarolina,62.0,https://www.teamrankings.com/college-football/stat/plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,1,Alabama,alabama,60.9,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,2,Virginia Tech,virginiatech,62.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,3,Florida,florida,65.1,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,4,Marshall,marshall,65.3,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,5,Middle Tenn,middletenn,65.6,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,6,Rice,rice,66.1,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,7,Louisiana,lalafayette,66.8,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,8,Auburn,auburn,66.9,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,9,Tulane,tulane,67.0,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,10,LSU,lsu,67.2,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,11,S Florida,sflorida,67.3,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,12,Michigan,michigan,67.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,13,Tennessee,tennessee,67.8,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,14,Tulsa,tulsa,68.0,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,15,Miami OH,miamioh,68.2,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,16,Maryland,maryland,68.3,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,17,Georgia,georgia,68.4,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,18,Fresno St,fresnost,68.4,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,19,Buffalo,buffalo,68.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,20,Ohio St,ohiost,68.6,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,21,Army,army,68.6,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,22,Georgia Tech,georgiatech,68.7,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,23,Arkansas,arkansas,69.0,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,24,Vanderbilt,vanderbilt,69.2,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,25,Toledo,toledo,69.3,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,26,Florida Intl,floridaintl,69.4,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,27,Clemson,clemson,69.6,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,27,Florida St,floridast,69.6,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,29,Florida Atlantic,floridaatlantic,69.7,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,30,Duke,duke,69.8,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,31,Mississippi St,mississippist,69.9,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,32,Idaho,idaho,70.0,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,33,Air Force,airforce,70.2,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,34,Notre Dame,notredame,70.3,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,35,UConn,uconn,70.3,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,36,Wake Forest,wakeforest,70.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,37,Colorado St,coloradost,70.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,38,UL Monroe,ulmonroe,70.8,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,39,Akron,akron,70.8,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,40,Indiana,indiana,70.9,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,40,Troy,troy,70.9,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,42,New Mexico,newmexico,70.9,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,43,UCF,ucf,70.9,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,44,Cincinnati,cincinnati,71.0,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,45,Minnesota,minnesota,71.1,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,46,UAB,uab,71.1,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,47,USC,usc,71.2,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,48,Miami,miami,71.3,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,49,Michigan St,michiganst,71.3,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,49,Utah St,utahst,71.3,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,49,Washington,washington,71.3,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,52,Kansas,kansas,71.4,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,53,Oregon St,oregonst,71.4,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,54,Illinois,illinois,71.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,54,North Carolina,northcarolina,71.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,56,Nevada,nevada,71.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,57,Texas,texas,71.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,58,Louisiana Tech,louisianatech,71.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,58,N Texas,ntexas,71.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,60,Syracuse,syracuse,71.6,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,61,Kansas St,kansasst,71.7,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,61,Bowling Green,bowlinggreen,71.7,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,63,West Virginia,westvirginia,71.8,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,64,BYU,byu,71.9,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,65,Texas Tech,texastech,72.0,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,66,UNLV,unlv,72.4,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,67,Oklahoma St,oklahomast,72.4,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,68,Utah,utah,72.4,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,69,Arizona,arizona,72.5,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,70,Louisville,louisville,72.6,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,71,Pittsburgh,pittsburgh,72.8,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,72,Hawai'i,hawaii,72.8,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
2005,2006-01-05,opp_plays_pg,73,Oklahoma,oklahoma,72.9,https://www.teamrankings.com/college-football/stat/opponent-plays-per-game?date=2006-01-05
