college_season,source_date,teamrankings_team,team_key,points_per_play_margin,points_per_play_margin_rank,source_url
2004,2005-01-05,Louisville,louisville,0.367,1,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Utah,utah,0.337,2,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,USC,usc,0.336,3,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Fresno St,fresnost,0.308,4,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Auburn,auburn,0.297,5,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,California,california,0.279,6,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Bowling Green,bowlinggreen,0.268,7,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Boise St,boisest,0.231,8,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Miami,miami,0.228,9,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Oklahoma,oklahoma,0.205,10,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Texas,texas,0.204,11,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Virginia Tech,virginiatech,0.184,12,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Purdue,purdue,0.169,13,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Florida,florida,0.167,14,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,UTEP,utep,0.163,15,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,N Illinois,nillinois,0.155,16,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Virginia,virginia,0.154,17,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,LSU,lsu,0.139,18,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Florida St,floridast,0.136,19,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Troy,troy,0.134,20,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Ohio St,ohiost,0.132,21,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Oklahoma St,oklahomast,0.122,22,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Georgia,georgia,0.121,23,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Navy,navy,0.115,24,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,West Virginia,westvirginia,0.113,25,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Texas A&M,texasaandm,0.101,26,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Minnesota,minnesota,0.101,27,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Texas Tech,texastech,0.096,28,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Iowa,iowa,0.096,29,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,UCLA,ucla,0.091,30,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Tennessee,tennessee,0.087,31,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Boston College,bostoncollege,0.081,32,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Miami OH,miamioh,0.075,33,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Alabama,alabama,0.072,34,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,UAB,uab,0.071,35,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Michigan,michigan,0.065,36,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Arkansas,arkansas,0.064,37,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,New Mexico,newmexico,0.054,38,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Wisconsin,wisconsin,0.053,39,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Pittsburgh,pittsburgh,0.053,40,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,UConn,uconn,0.052,41,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Clemson,clemson,0.046,42,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Penn St,pennst,0.045,43,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Hawai'i,hawaii,0.045,44,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Arizona St,arizonast,0.036,45,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Kent St,kentst,0.028,46,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Marshall,marshall,0.028,47,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Southern Miss,southernmiss,0.026,48,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Stanford,stanford,0.023,49,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Kansas,kansas,0.021,50,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Toledo,toledo,0.018,51,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Colorado,colorado,0.018,52,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Memphis,memphis,0.017,53,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,N Texas,ntexas,0.011,54,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Georgia Tech,georgiatech,0.011,55,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Michigan St,michiganst,0.008,56,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Missouri,missouri,0.006,57,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Notre Dame,notredame,0.003,58,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Oregon St,oregonst,0.003,59,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,South Carolina,southcarolina,-0.001,60,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Washington St,washingtonst,-0.019,61,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,TCU,tcu,-0.019,62,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Middle Tenn,middletenn,-0.02,63,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,NC State,ncstate,-0.022,64,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Syracuse,syracuse,-0.03,65,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Maryland,maryland,-0.031,66,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Oregon,oregon,-0.033,67,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Wyoming,wyoming,-0.034,68,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,BYU,byu,-0.038,69,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Nebraska,nebraska,-0.04,70,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Northwestern,northwestern,-0.042,71,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Cincinnati,cincinnati,-0.044,72,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Louisiana Tech,louisianatech,-0.05,73,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,North Carolina,northcarolina,-0.052,74,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Iowa St,iowast,-0.056,75,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Tulane,tulane,-0.062,76,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Akron,akron,-0.073,77,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,San Diego St,sandiegost,-0.077,78,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Wake Forest,wakeforest,-0.078,79,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Indiana,indiana,-0.083,80,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Rutgers,rutgers,-0.087,81,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Colorado St,coloradost,-0.088,82,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Mississippi,mississippi,-0.09,83,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Kansas St,kansasst,-0.09,84,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Army,army,-0.094,85,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Louisiana,louisiana,-0.099,86,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Tulsa,tulsa,-0.108,87,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Air Force,airforce,-0.109,88,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Ohio,ohio,-0.114,89,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,S Florida,sflorida,-0.115,90,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Mississippi St,mississippist,-0.123,91,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Vanderbilt,vanderbilt,-0.127,92,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,UNLV,unlv,-0.141,93,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Illinois,illinois,-0.148,94,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Arizona,arizona,-0.149,95,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Buffalo,buffalo,-0.151,96,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,E Michigan,emichigan,-0.152,97,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,UL Monroe,ulmonroe,-0.167,98,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Nevada,nevada,-0.175,99,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,C Michigan,cmichigan,-0.179,100,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Arkansas St,arkansasst,-0.18,101,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Utah St,utahst,-0.189,102,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Kentucky,kentucky,-0.194,103,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,New Mexico St,newmexicost,-0.196,104,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,San Jose St,sanjosest,-0.199,105,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Duke,duke,-0.2,106,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Rice,rice,-0.2,107,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Houston,houston,-0.204,108,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Ball St,ballst,-0.231,109,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Washington,washington,-0.238,110,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,E Carolina,ecarolina,-0.246,111,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,UCF,ucf,-0.247,112,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,SMU,smu,-0.248,113,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Baylor,baylor,-0.254,114,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Idaho,idaho,-0.279,115,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,Temple,temple,-0.306,116,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2004,2005-01-05,W Michigan,wmichigan,-0.336,117,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2005-01-05
2005,2006-01-05,Texas,texas,0.454,1,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,USC,usc,0.304,2,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Penn St,pennst,0.279,3,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Virginia Tech,virginiatech,0.272,4,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Ohio St,ohiost,0.271,5,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Louisville,louisville,0.27,6,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Georgia,georgia,0.219,7,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Auburn,auburn,0.216,8,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,West Virginia,westvirginia,0.202,9,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Miami,miami,0.2,10,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,LSU,lsu,0.199,11,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,California,california,0.186,12,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,TCU,tcu,0.183,13,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Boise St,boisest,0.168,14,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Fresno St,fresnost,0.167,15,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Wisconsin,wisconsin,0.155,16,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Texas Tech,texastech,0.149,17,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Iowa,iowa,0.146,18,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Alabama,alabama,0.141,19,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Boston College,bostoncollege,0.137,20,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Navy,navy,0.134,21,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,N Illinois,nillinois,0.133,22,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Toledo,toledo,0.127,23,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Tulsa,tulsa,0.124,24,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Iowa St,iowast,0.124,25,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,UCLA,ucla,0.122,26,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Clemson,clemson,0.12,27,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Southern Miss,southernmiss,0.114,28,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Oregon,oregon,0.112,29,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Notre Dame,notredame,0.107,30,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Florida,florida,0.103,31,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Miami OH,miamioh,0.083,32,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,South Carolina,southcarolina,0.072,33,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Michigan,michigan,0.07,34,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Arizona St,arizonast,0.066,35,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Virginia,virginia,0.059,36,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Bowling Green,bowlinggreen,0.058,37,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,UTEP,utep,0.057,38,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,UAB,uab,0.056,39,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Utah,utah,0.053,40,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Oklahoma,oklahoma,0.051,41,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Minnesota,minnesota,0.05,42,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Florida St,floridast,0.049,43,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,W Michigan,wmichigan,0.046,44,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Louisiana Tech,louisianatech,0.041,45,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Rutgers,rutgers,0.038,46,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Nebraska,nebraska,0.037,47,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Michigan St,michiganst,0.034,48,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Purdue,purdue,0.026,49,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,San Diego St,sandiegost,0.024,50,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Texas A&M,texasaandm,0.023,51,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Memphis,memphis,0.022,52,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Colorado,colorado,0.022,53,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,NC State,ncstate,0.014,54,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Wyoming,wyoming,0.009,55,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Washington St,washingtonst,0.009,56,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,S Florida,sflorida,0.0,57,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,UConn,uconn,-0.007,58,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Tennessee,tennessee,-0.01,59,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Middle Tenn,middletenn,-0.011,60,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Kansas St,kansasst,-0.012,61,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Houston,houston,-0.012,62,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Pittsburgh,pittsburgh,-0.013,63,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,C Michigan,cmichigan,-0.013,64,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Missouri,missouri,-0.023,65,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Kansas,kansas,-0.024,66,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Nevada,nevada,-0.024,67,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,UCF,ucf,-0.027,68,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,SMU,smu,-0.029,69,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Maryland,maryland,-0.03,70,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Akron,akron,-0.032,71,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Arkansas,arkansas,-0.033,72,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,BYU,byu,-0.034,73,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,New Mexico,newmexico,-0.037,74,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Northwestern,northwestern,-0.039,75,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Air Force,airforce,-0.043,76,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Georgia Tech,georgiatech,-0.043,77,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,E Carolina,ecarolina,-0.048,78,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Arkansas St,arkansasst,-0.049,79,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,E Michigan,emichigan,-0.052,80,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Colorado St,coloradost,-0.055,81,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Arizona,arizona,-0.06,82,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Stanford,stanford,-0.065,83,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Hawai'i,hawaii,-0.07,84,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Louisiana,louisiana,-0.076,85,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Wake Forest,wakeforest,-0.088,86,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,San Jose St,sanjosest,-0.098,87,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Washington,washington,-0.102,88,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Baylor,baylor,-0.103,89,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Vanderbilt,vanderbilt,-0.103,90,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,North Carolina,northcarolina,-0.116,91,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Troy,troy,-0.127,92,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Florida Intl,floridaintl,-0.129,93,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Ohio,ohio,-0.133,94,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Army,army,-0.136,95,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Mississippi,mississippi,-0.138,96,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,UL Monroe,ulmonroe,-0.146,97,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Kentucky,kentucky,-0.159,98,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Syracuse,syracuse,-0.166,99,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Marshall,marshall,-0.167,100,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Oklahoma St,oklahomast,-0.17,101,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
2005,2006-01-05,Mississippi St,mississippist,-0.184,102,https://www.teamrankings.com/college-football/stat/points-per-play-margin?date=2006-01-05
