season,pfr_name,draft_pick,primary_ppg,prospect_model_score,hit3,star3
2014,Eric Ebron,10,8.590625,9.032372939396913,0,0
2014,Austin Seferian-Jenkins,38,4.121875,8.131098168607188,0,0
2014,Jace Amaro,49,2.91875,7.788800100772243,0,0
2014,Troy Niklas,52,0.815625,6.674216152379371,0,0
2014,C.J. Fiedorowicz,65,5.362500000000001,5.434924430291932,0,0
2014,Richard Rodgers,98,7.1625,4.273617252757161,1,0
2014,Crockett Gillmore,99,3.946875,3.714689831646529,0,0
2014,Arthur Lynch,155,0.0,1.7345594829178754,0,0
2014,Ted Bolser,217,0.0,0.709806247710623,0,0
2014,Rob Blanchflower,230,0.0,0.8157844102375803,0,0
2015,Devin Funchess,41,9.415625,7.27303796849976,0,0
2015,Maxx Williams,55,2.90625,5.900412267355662,0,0
2015,Clive Walford,68,5.18125,5.874160475942709,0,0
2015,Tyler Kroft,85,4.821875,4.228468405879834,0,0
2015,Jeff Heuerman,92,1.821875,3.704489091444272,0,0
2015,Blake Bell,117,1.440625,3.732348319220462,0,0
2015,MyCole Pruitt,143,0.69375,2.9526217361953533,0,0
2015,C.J. Uzomah,157,2.4875,1.245787641683714,0,0
2015,Jesse James,160,5.90625,2.0077962395937408,0,0
2015,Nick Boyle,171,2.675,2.7144987234095272,0,0
2015,James O'Shaughnessy,173,1.5500000000000005,2.535566250976207,0,0
2015,Nick O'Leary,194,2.70625,1.812784045032347,0,0
2015,Malcolm Johnson,195,0.409375,1.557633295429769,0,0
2015,Randall Telfer,198,0.28125,1.213277472636491,0,0
2015,A.J. Derby,202,2.66875,0.9619044990029813,0,0
2015,Kennard Backman,213,0.0,1.0571002106573988,0,0
2015,Ben Koyack,229,1.6218749999999995,0.4158744901427941,0,0
2015,Geoff Swaim,246,0.54375,0.3627536762988991,0,0
2015,Rory 'Busta' Anderson,254,0.0,0.5286712431616003,0,0
2015,Gerald Christian,256,0.075,0.7449373904716315,0,0
2016,Hunter Henry,35,8.021875,7.458536571850772,0,0
2016,Austin Hooper,81,8.83125,4.664165789775698,1,1
2016,Nick Vannett,94,3.2593750000000004,3.486611400603365,0,0
2016,Tyler Higbee,110,3.928125,3.159218358684968,0,0
2016,Seth Devalve,138,3.475,1.9947252216186588,0,0
2016,Temarrick Hemingway,177,0.0,3.4460966506509365,0,0
2016,Jerell Adams,184,1.6062499999999995,2.1421327568760606,0,0
2016,David Morgan,188,1.065625,1.8489116667360403,0,0
2016,Rico Gathers,217,0.234375,0.7075864068074786,0,0
2016,Thomas Duarte,231,0.0,0.8032912887212003,0,0
2016,Beau Sandland,252,0.0,0.5660128961316464,0,0
2017,O.J. Howard,19,6.9281250000000005,8.622158019440882,0,0
2017,Evan Engram,23,9.371875,8.57978870396469,1,1
2017,David Njoku,29,7.456249999999999,8.461724969326308,1,0
2017,Gerald Everett,44,5.512499999999999,6.298385386706551,0,0
2017,Adam Shaheen,45,1.909375,6.36029602198397,0,0
2017,Jonnu Smith,100,5.265625,4.688558303189866,0,0
2017,Michael Roberts,127,1.425,2.705890626402367,0,0
2017,Jake Butt,145,0.515625,2.610009559007462,0,0
2017,George Kittle,146,15.0375,2.366691184995562,1,1
2017,Jordan Leggett,150,0.98125,2.459168525343705,0,0
2017,Jeremy Sprinkle,154,2.225,1.856537592793528,0,0
2017,Eric Saubert,174,0.434375,2.190754136924001,0,0
2017,Bucky Hodges,201,0.0,2.5348185929943083,0,0
2017,Mason Schreck,251,0.0,0.4225314453205525,0,0
2018,Hayden Hurst,25,7.0625,8.086908241946551,1,0
2018,Mike Gesicki,42,9.228125,7.3354143608078415,1,0
2018,Dallas Goedert,49,8.159375,4.525547012095047,1,0
2018,Mark Andrews,86,11.790625,5.206727578592045,1,1
2018,Jordan Akins,98,5.421875,4.510663912228647,0,0
2018,Ian Thomas,101,3.80625,4.962926502039627,0,0
2018,Christopher Herndon IV,107,5.840624999999999,3.115001134901805,0,0
2018,Will Dissly,120,4.21875,2.585517093268835,0,0
2018,Durham Smythe,123,2.2593750000000004,2.3711177531991825,0,0
2018,Dalton Schultz,137,5.315625,2.378281503595612,1,0
2018,Troy Fumagalli,156,1.18125,2.065225624276517,0,0
2018,Tyler Conklin,157,1.81875,3.551001972060678,0,0
2018,Jaylen Samuels,165,6.059375000000001,3.55141380093121,0,0
2018,Jordan Thomas,211,2.275,0.9984264257270504,0,0
2018,Ryan Izzo,250,1.696875,0.442206721562168,0,0
2019,T.J. Hockenson,8,9.751654411764706,7.733094506743255,1,1
2019,Noah Fant,20,9.342095588235296,7.806176510374543,1,0
2019,Irv Smith Jr.,50,5.55,5.629196079446349,0,0
2019,Drew Sample,52,3.027389705882353,4.39828368111551,0,0
2019,Josh Oliver,69,0.5994485294117646,5.2170534025795625,0,0
2019,Jace Sternberger,75,0.91875,6.353655812010414,0,0
2019,Kahale Warring,86,0.203125,4.753969318766552,0,0
2019,Dawson Knox,96,7.317095588235294,4.443944465593931,1,0
2019,Trevon Wesco,121,0.4068014705882353,2.36548357402518,0,0
2019,Foster Moreau,137,4.646323529411765,3.351494080448324,0,0
2019,Zach Gentry,141,1.09375,1.7530977412270268,0,0
2019,Kaden Smith,176,3.28125,2.440895810974739,0,0
2019,Isaac Nauta,224,0.14375,0.6114048440448443,0,0
2019,Tommy Sweeney,228,1.1768382352941176,0.3239122941641694,0,0
2019,Aliz̩ Mack,231,0.0,0.2088180256449899,0,0
2019,Caleb Wilson,254,0.0,0.5463932621644224,0,0
2020,Cole Kmet,43,7.897058823529411,6.587450645616636,1,0
2020,Devin Asiasi,91,0.4454044117647059,5.557424514823413,0,0
2020,Josiah Deguara,94,2.5264705882352945,4.897675600529253,0,0
2020,Dalton Keene,101,0.14375,4.995783207765916,0,0
2020,Adam Trautman,105,3.176470588235293,5.005090651129041,0,0
2020,Harrison Bryant,115,3.763602941176471,3.984746874321405,0,0
2020,Albert Okwuegbunam,118,3.1446691176470587,3.770581499260544,0,0
2020,Colby Parkinson,133,2.2794117647058822,3.5454172657574112,0,0
2020,Brycen Hopkins,136,0.5823529411764706,3.2138392788001,0,0
2020,Charlie Woerner,190,0.50625,1.994379050677964,0,0
2020,Tyler Davis,206,0.4147058823529411,1.5065769457803508,0,0
2020,Stephen Sullivan,251,0.1941176470588235,0.5308891623397607,0,0
2021,Kyle Pitts,4,9.232352941176472,8.764799308163829,1,1
2021,Pat Freiermuth,55,8.820588235294117,4.930197577611466,1,0
2021,Hunter Long,81,0.0529411764705882,3.515158330799104,0,0
2021,Tommy Tremble,83,3.3764705882352946,4.351076748277984,0,0
2021,Tre' McKitty,97,0.8147058823529413,3.2387697007934864,0,0
2021,John Bates,124,2.5,1.955816273433033,0,0
2021,Kylen Granson,127,3.947058823529412,2.7285155554532405,0,0
2021,Luke Farrell,145,1.2088235294117646,2.5910538099406417,0,0
2021,Brevin Jordan,147,3.1382352941176475,2.289682667815962,0,0
2021,Noah Gray,162,4.135294117647058,3.663214819596256,0,0
2021,Zach Davidson,168,0.0,1.4829156641937091,0,0
2022,Trey McBride,55,12.508823529411764,6.259837267223904,1,1
2022,Jelani Woods,73,2.182352941176472,3.957367922871947,0,0
2022,Greg Dulcich,80,2.761764705882353,4.738212473685861,0,0
2022,Jeremy Ruckert,101,1.7529411764705882,4.28679709332684,0,0
2022,Cade Otton,106,7.620588235294117,3.664761158844657,0,0
2022,Daniel Bellinger,112,3.691176470588236,3.781602846609213,0,0
2022,Charlie Kolar,128,1.4705882352941178,2.563932576768177,0,0
2022,Jake Ferguson,129,8.279411764705882,3.129424715162872,1,0
2022,Isaiah Likely,139,6.6117647058823525,3.712479641497041,0,0
2022,Chigoziem Okonkwo,143,6.6764705882352935,2.95665945594788,0,0
2022,Cole Turner,149,0.8029411764705883,3.653097203854737,0,0
2022,Teagan Quitoriano,170,1.0470588235294118,1.6412012244102183,0,0
2022,James Mitchell,177,0.973529411764706,2.4979816048546453,0,0
2022,Andrew Ogletree,192,0.0,1.837145821425306,0,0
2022,Grant Calcaterra,198,2.144117647058824,1.6177658569310598,0,0
2022,Connor Heyward,208,2.2205882352941178,1.1762437914711332,0,0
2022,John FitzPatrick,213,0.1,0.7374231308997962,0,0
2022,Ko Kieft,218,0.0,0.8542734487454653,0,0
2022,Nick Muse,227,0.0,0.4752103828757609,0,0
2023,Dalton Kincaid,25,8.129411764705882,8.979800113502854,1,0
2023,Sam LaPorta,34,12.173529411764706,7.822817433644204,1,1
2023,Michael Mayer,35,4.270588235294118,8.441851371520048,0,0
2023,Luke Musgrave,42,3.6588235294117646,7.499902827137261,0,0
2023,Luke Schoonmaker,58,2.4794117647058824,4.342133302329091,0,0
