position,model,eligible,n,mae,rmse,pearson,weekly_spearman,top1,top3,top5
K,ridge_slope_h54_a1000,False,1088,3.4936683879234174,4.402876892062808,0.12355860623668029,0.11562001205964052,8.555555555555555,8.88888888888889,8.83888888888889
K,ridge_market_h18_a100,False,1088,3.511913412406861,4.404787135006688,0.11964495139617652,0.1330942813204216,8.0,8.74074074074074,9.011111111111111
K,ridge_market_h18_a1000,False,1088,3.496625779192625,4.402755632528613,0.12437413644814704,0.12205387187191954,8.63888888888889,9.064814814814817,8.872222222222224
K,ridge_market_h54_a100,False,1088,3.5124842403399885,4.406076990686999,0.1187820734491138,0.1366205374381921,7.833333333333333,8.592592592592592,8.966666666666669
K,ridge_market_h54_a1000,False,1088,3.4986360897767637,4.403401487798049,0.12350443031087384,0.12326742771312338,8.722222222222221,9.0,8.81111111111111
K,ridge_qb_h18_a100,False,1088,3.537006217456424,4.426769722961108,0.1044716514354744,0.1198667109591536,8.472222222222221,8.814814814814813,8.505555555555555
K,ridge_qb_h18_a1000,False,1088,3.503883479842373,4.404395974001866,0.12375266288614421,0.12782732920033757,9.0,9.129629629629628,8.777777777777777
K,ridge_qb_h54_a100,False,1088,3.532762116185271,4.429971221596473,0.10069626828892791,0.11612741003678921,7.833333333333333,8.75,8.761111111111113
K,ridge_qb_h54_a1000,False,1088,3.5065564849962434,4.408796740842058,0.11916961490010726,0.12784825749799933,8.555555555555555,9.296296296296298,8.75
K,ridge_compact_h18_a100,False,1088,3.5269655341444937,4.416948752828878,0.10976049929577983,0.11410744536645875,7.861111111111111,8.824074074074073,8.75
K,ridge_compact_h18_a1000,False,1088,3.504864932422858,4.405440051980403,0.120909416450581,0.1155213149712767,8.305555555555555,8.86111111111111,8.711111111111112
K,ridge_compact_h54_a100,False,1088,3.5282350893796366,4.418133143548246,0.10878319897701995,0.11696043002857268,7.861111111111111,8.768518518518517,8.822222222222221
K,ridge_compact_h54_a1000,False,1088,3.5083726505279453,4.407128959737717,0.1192580029233452,0.11648252095676333,8.11111111111111,8.981481481481483,8.777777777777779
