season,position,position_year_rank,position_2023_2026_rank,overall_percentile_rank_2023_2026,pfr_name,draft_team,draft_round,draft_pick,prospect_model_score,prospect_model_percentile,hit_probability,primary_ppg_realized,college_match,fuzzy_match,scout_boost
2023,TE,1,1,2,Dalton Kincaid,BUF,1,,8.979800113502854,99.56896551724138,,8.129411764705882,1.0,0.0,1.5556152976565645
2025,TE,1,2,6,Tyler Warren,IND,1,14,8.801870597513473,98.70689655172413,0.5451454,,1.0,0.0,1.3574038736100524
2023,TE,2,3,19,Michael Mayer,LV,2,,8.441851371520048,96.55172413793103,,4.270588235294118,1.0,0.0,0.4738305075070061
2025,TE,2,4,21,Colston Loveland,CHI,1,10,8.406849365389514,96.12068965517241,0.536196,,1.0,0.0,1.806458233247259
2024,TE,1,5,21,Brock Bowers,LV,1,13,8.375988362178202,96.12068965517241,0.3451785445213318,,1.0,0.0,1.6202011239552498
2026,TE,1,6,21,Kenyon Sadiq,NYJ,1,16,8.22883863853933,96.12068965517241,0.3663089871406555,,1.0,0.0,1.65484433274657
2023,TE,3,7,26,Sam LaPorta,DET,2,,7.822817433644204,94.82758620689656,,12.173529411764706,1.0,0.0,0.7605814934721122
2023,TE,4,8,36,Luke Musgrave,GB,2,,7.499902827137261,92.24137931034483,,3.6588235294117646,1.0,0.0,0.4398288904396001
2025,TE,3,9,40,Mason Taylor,NYJ,2,42,7.45709452673727,91.37931034482759,0.4912205,,1.0,0.0,0.9974933912554724
2026,TE,2,10,49,Eli Stowers,PHI,2,54,6.314184573853434,86.63793103448276,0.37128734588623047,,1.0,0.0,0.22123326052251
2025,TE,4,11,54,Harold Fannin,CLE,3,67,6.233762871990292,85.77586206896551,0.41908875,,1.0,0.0,-0.8927818933451142
2024,TE,2,12,54,Ben Sinnott,WAS,2,53,6.188396042422799,85.77586206896551,0.4785485565662384,,1.0,0.0,-0.5344976868275961
2025,TE,5,13,56,Terrance Ferguson,LAR,2,46,5.882278577629769,84.91379310344827,0.26814148,,1.0,0.0,0.5028550959775551
2026,TE,3,14,60,Max Klare,LAR,2,61,5.466731235400921,82.75862068965517,0.31992635130882263,,1.0,0.0,0.8305108951952169
2025,TE,6,15,75,Elijah Arroyo,SEA,2,50,4.920891724035767,78.01724137931035,0.2630886,,1.0,0.0,1.0345335010703205
2023,TE,5,16,81,Tucker Kraft,GB,3,,4.538407277540969,75.0,,8.25,0.0,0.0,0.4737116926693341
2023,TE,6,17,87,Luke Schoonmaker,DAL,2,,4.342133302329091,71.98275862068965,,2.4794117647058824,1.0,0.0,1.0030828288300375
2023,TE,7,18,92,Cameron Latu,SF,3,,4.312117937749399,71.55172413793103,,0.0,1.0,0.0,0.0785212726984383
2026,TE,4,19,93,Marlin Klein,HOU,2,59,4.295241791700364,71.12068965517241,0.21587920188903809,,1.0,0.0,0.526454058939323
2023,TE,8,20,100,Brenton Strange,JAX,2,,4.251381938034541,69.82758620689656,,6.15,1.0,0.0,1.144190532844476
2026,TE,5,21,104,Tanner Koziol,JAX,5,164,4.117402183331957,68.53448275862068,0.09543832391500473,,1.0,0.0,-1.199730376059088
2026,TE,6,22,105,Sam Roush,CHI,3,69,4.044895445670111,68.10344827586206,0.4164258539676666,,1.0,0.0,0.030760931185469
2024,TE,3,23,106,Tip Reiman,ARI,3,82,4.0212208049898255,67.67241379310344,0.18938125669956207,,1.0,0.0,0.5335662884905936
2026,TE,7,24,106,Eli Raridon,NWE,3,95,4.018446792915301,67.67241379310344,0.16023512184619904,,1.0,0.0,0.1226880690624225
2024,TE,4,25,112,Ja'Tavion Sanders,CAR,4,101,3.8660569876703574,66.8103448275862,0.15568824112415314,,1.0,0.0,-0.1563233807336868
2025,TE,7,26,120,Oronde Gadsden II,LAC,5,165,3.6629681993648275,63.36206896551724,0.09362026,,1.0,0.0,-1.3205862331939833
2024,TE,5,27,123,Cade Stover,HOU,4,123,3.6481168056441673,62.93103448275862,0.1075211763381958,,1.0,0.0,-1.027714852686295
2026,TE,8,28,127,Nate Boerkircher,JAX,2,56,3.618462663819024,62.06896551724138,0.2198312133550644,,1.0,0.0,1.2234354459581045
2026,TE,9,29,142,Oscar Delp,NOR,3,73,3.3962940802684702,57.327586206896555,0.13753625750541687,,1.0,0.0,0.6569710811174243
2026,TE,10,30,146,Matthew Hibner,BAL,4,133,3.305785028753923,56.03448275862068,0.06242579221725464,,1.0,0.0,-0.6962461322034565
2024,TE,6,31,152,Theo Johnson,NYG,4,107,3.2029408105497437,53.44827586206896,0.04491792619228363,,1.0,0.0,0.1558764225836908
2026,TE,11,32,160,Justin Joly,DEN,5,152,3.0606238619704866,50.43103448275862,0.07461297512054443,,1.0,0.0,-0.4268310187993656
2024,TE,7,33,160,AJ Barner,SEA,4,121,3.0379445513050816,50.43103448275862,0.04862263426184654,,1.0,0.0,0.1179791792590485
2026,TE,12,34,162,Will Kacmarek,MIA,3,87,2.96991387449152,50.0,0.07333890348672867,,1.0,0.0,0.7965486428209001
2024,TE,8,35,166,Jared Wiley,KC,4,131,2.907883133158856,48.706896551724135,0.042495135217905045,,1.0,0.0,-0.6155771696685219
2023,TE,9,36,166,Darnell Washington,PIT,3,,2.7866233192997463,48.706896551724135,,3.4823529411764707,1.0,0.0,0.3523664799122468
2026,TE,13,37,176,Seydou Traore,MIA,5,180,2.6449425848422115,45.258620689655174,0.06051355600357056,,1.0,0.0,-0.5093820355513365
2025,TE,8,38,181,Gunnar Helm,TEN,4,120,2.5812458477050475,42.672413793103445,0.06722506,,1.0,0.0,-0.1365997189682142
2026,TE,14,39,183,Bauer Sharp,TAM,6,185,2.5552164276065894,41.37931034482759,0.08662431687116623,,1.0,0.0,-0.4969538071591479
2024,TE,9,40,186,Erick All,CIN,4,115,2.5257047599844125,40.51724137931034,0.04056447744369507,,1.0,0.0,-0.3683959263585308
2026,TE,15,41,199,Josh Cuevas,BAL,5,173,2.106412673386953,33.62068965517241,0.03382578864693642,,1.0,0.0,-0.137376147546786
2024,TE,10,42,205,Tanner McLachlan,CIN,6,194,1.9010527535705433,31.03448275862069,0.11824101954698563,,1.0,0.0,-0.5297570135803351
2026,TE,16,43,206,Joe Royer,CLE,5,170,1.8771893180701764,30.603448275862068,0.040831033140420914,,1.0,0.0,-1.0763893554954649
2025,TE,9,44,210,Jackson Hawes,BUF,5,173,1.833800617148083,29.310344827586203,0.04136502,,1.0,0.0,-0.19646166001677923
2026,TE,17,45,215,Riley Nowakowski,PIT,5,169,1.7077233299791372,27.586206896551722,0.03000585176050663,,1.0,0.0,-0.5078091347927085
2025,TE,10,46,224,Mitchell Evans,CAR,5,163,1.5959765312441994,25.0,0.025042599,,1.0,0.0,-0.18042893156697293
2025,TE,11,47,228,Gavin Bartholomew,MIN,6,202,1.4471255279827553,21.982758620689655,0.03277857,,1.0,0.0,-0.21139631698492334
2026,TE,18,48,230,Max Bredeson,MIN,5,159,1.4130097379933917,21.551724137931032,0.023827891796827316,,1.0,0.0,0.4438973772434922
2025,TE,12,49,231,Robbie Ouzts,SEA,5,175,1.2887128191719583,20.25862068965517,0.019367324,,1.0,0.0,0.18590334425025645
2026,TE,19,50,250,Carsen Ryan,CLE,7,248,0.6644573505958324,10.344827586206897,0.026075944304466248,,1.0,0.0,-0.1910885974273419
2025,TE,13,51,252,Moliki Matavao,NOR,7,248,0.5948958597570729,9.482758620689655,0.04319144,,1.0,0.0,-0.8446605515579222
2026,TE,20,52,256,Dallen Bentley,DEN,7,256,0.5346043039272815,7.758620689655173,0.03828563168644905,,1.0,0.0,-1.0257894489953543
2026,TE,21,53,261,Jaren Kanak,TEN,7,225,0.47741662863659445,5.603448275862069,0.11505647003650665,,1.0,0.0,-0.8729500222114339
2025,TE,14,54,265,Thomas Fidone,NYG,7,219,0.45175391060153663,4.310344827586207,0.060167585,,1.0,0.0,-0.7833496593415532
2024,TE,11,55,269,Jaheim Bell,NE,7,231,0.4397002957231843,3.0172413793103448,0.030915657058358192,,1.0,0.0,-0.4521235021608243
2024,TE,12,56,272,Devin Culp,TB,7,246,0.389968308404947,1.7241379310344827,0.037575289607048035,,1.0,0.0,-0.3604425856350701
2025,TE,15,57,272,Luke Lachey,HOU,7,255,0.38122161789657566,1.7241379310344827,0.030152341,,1.0,0.0,-0.1925102877246676
2025,TE,16,58,272,Caleb Lohner,DEN,7,241,0.3807698623773515,1.7241379310344827,0.031442124,,1.0,0.0,-0.46858002842971747
2026,TE,22,59,276,Jack Endries,CIN,7,221,0.3449504716239641,1.293103448275862,0.07243216037750244,,1.0,0.0,-0.7004920614455132
