season,week,game_id,team,y,position,player_id,v42,extra40_recent,candidate
2025,9,2025_09_DEN_HOU,DEN,4,K,00-0032569,7.7930527346378105,8.91791164304635,8.074267461739945
2025,9,2025_09_DEN_HOU,HOU,18,K,00-0032726,8.470483851459257,8.82091637317813,8.558091981888975
2025,9,2025_09_IND_PIT,IND,12,K,00-0034084,8.186698185432828,8.856242545867449,8.354084275541483
2025,9,2025_09_IND_PIT,PIT,10,K,00-0031136,8.48781425770271,7.15487878917669,8.154580390571205
2025,9,2025_09_JAX_LV,JAX,15,K,00-0039409,8.827647879879866,8.534970297659145,8.754478484324686
2025,9,2025_09_JAX_LV,LV,5,K,00-0034161,8.784542389687342,8.286028290539626,8.659913864900414
2025,9,2025_09_KC_BUF,BUF,4,K,00-0023853,7.99057250875123,7.997896941499886,7.992403616938394
2025,9,2025_09_KC_BUF,KC,8,K,00-0033303,8.34906345906839,8.450593339572361,8.374445929194383
2025,9,2025_09_LAC_TEN,LAC,11,K,00-0037224,9.610271638318707,8.891258275008905,9.430518297491258
2025,9,2025_09_LAC_TEN,TEN,9,K,00-0035192,7.247611164288884,7.170293414007782,7.228281726718608
2025,9,2025_09_MIN_DET,DET,7,K,00-0039172,9.642682409955212,9.121326431488162,9.51234341533845
2025,9,2025_09_MIN_DET,MIN,11,K,00-0039404,7.944977742270683,8.104898894024567,7.984958030209153
2025,9,2025_09_NO_LA,LA,4,K,00-0039750,9.478740014879602,9.076323537901045,9.378135895634962
2025,9,2025_09_NO_LA,NO,4,K,00-0038905,7.135233884690571,7.788452755464762,7.298538602384118
2025,9,2025_09_SEA_WAS,SEA,9,K,00-0031492,8.658430448486849,8.778688849227969,8.688495048672129
2025,9,2025_09_SEA_WAS,WAS,2,K,00-0035269,8.103790976457393,8.20765212348907,8.129756263215313
2025,9,2025_09_SF_NYG,NYG,6,K,00-0026858,8.402945151664488,8.760297913747682,8.492283342185285
2025,9,2025_09_SF_NYG,SF,12,K,00-0034173,8.774677312960954,8.491914744303992,8.703986670796713
2025,10,2025_10_ARI_SEA,ARI,2,K,00-0038567,7.173182892772899,7.131810804641356,7.162839870740013
2025,10,2025_10_ARI_SEA,SEA,15,K,00-0031492,8.804662551202892,9.231557324266342,8.911386244468755
2025,10,2025_10_ATL_IND,ATL,6,K,00-0033862,7.625401766180606,7.858871698116024,7.683769249164461
2025,10,2025_10_ATL_IND,IND,8,K,00-0034084,9.016380800227083,9.01769426066292,9.016709165336042
2025,10,2025_10_BAL_MIN,BAL,14,K,00-0040074,9.194694116631407,8.640502823520409,9.056146293353658
2025,10,2025_10_BAL_MIN,MIN,9,K,00-0039404,8.738605039889192,8.5672169148132,8.695758008620194
2025,10,2025_10_BUF_MIA,BUF,1,K,00-0023853,9.056705059749373,8.956933624921394,9.031762201042378
2025,10,2025_10_BUF_MIA,MIA,7,K,00-0036816,6.908041153896869,6.983924244391033,6.927011926520411
2025,10,2025_10_CLE_NYJ,CLE,9,K,00-0038428,7.772752840644445,7.791209881284737,7.777367100804518
2025,10,2025_10_CLE_NYJ,NYJ,9,K,00-0025565,7.622361567933064,7.513605406373817,7.5951725275432524
2025,10,2025_10_DET_WAS,DET,13,K,00-0039172,9.195787520378827,8.75474670783122,9.085527317241926
2025,10,2025_10_DET_WAS,WAS,5,K,00-0035269,7.399705146497487,7.5644135044736425,7.440882235991525
2025,10,2025_10_JAX_HOU,HOU,4,K,00-0035189,8.09086085883803,8.461056873541608,8.183409862513924
2025,10,2025_10_JAX_HOU,JAX,13,K,00-0039409,8.576724097551207,8.874304978052583,8.651119317676551
2025,10,2025_10_LA_SF,LA,6,K,00-0039498,9.071971699248865,8.83908448307544,9.013749895205509
2025,10,2025_10_LA_SF,SF,2,K,00-0034173,7.839951476548838,7.326467011265629,7.7115803602280355
2025,10,2025_10_LV_DEN,DEN,4,K,00-0032569,8.6507718306535,9.009742746954176,8.74051455972867
2025,10,2025_10_LV_DEN,LV,1,K,00-0034161,6.954848327065527,6.97070293490068,6.958811979024315
2025,10,2025_10_NE_TB,NE,4,K,00-0040200,7.674337492622066,7.92435996564465,7.736843110877713
2025,10,2025_10_NE_TB,TB,5,K,00-0035358,9.218687232670929,8.206278911678584,8.965585152422843
2025,10,2025_10_NO_CAR,CAR,1,K,00-0040279,8.127717861868963,8.240260106242433,8.15585342296233
2025,10,2025_10_NO_CAR,NO,5,K,00-0038905,7.199628782216801,7.398815713350168,7.2494255150001425
2025,10,2025_10_NYG_CHI,CHI,6,K,00-0031203,8.358804071040057,8.766753733246547,8.46079148659168
2025,10,2025_10_NYG_CHI,NYG,8,K,00-0033702,7.383160178418217,7.574869003568792,7.431087384705862
2025,10,2025_10_PHI_GB,GB,1,K,00-0029822,8.203719818548716,8.00842542167145,8.1548962193294
2025,10,2025_10_PHI_GB,PHI,4,K,00-0033787,7.261041809170472,7.854574179032326,7.409424901635935
2025,10,2025_10_PIT_LAC,LAC,14,K,00-0037224,9.287773870535975,9.222501683239773,9.271455823711925
2025,10,2025_10_PIT_LAC,PIT,6,K,00-0031136,8.801368741980118,8.52649644985794,8.732650668949573
2025,11,2025_11_BAL_CLE,BAL,12,K,00-0040074,8.126561047965785,8.064240853257418,8.110980999288692
2025,11,2025_11_BAL_CLE,CLE,11,K,00-0038428,6.302473923408368,6.966688489441157,6.468527564916566
2025,11,2025_11_CAR_ATL,ATL,12,K,00-0033862,8.804761074226123,8.22174283313278,8.659006513952788
2025,11,2025_11_CAR_ATL,CAR,10,K,00-0040279,7.767403208359443,8.007611513173833,7.82745528456304
2025,11,2025_11_CHI_MIN,CHI,16,K,00-0031203,8.194238042756474,8.68622826933566,8.31723559940127
2025,11,2025_11_CHI_MIN,MIN,5,K,00-0039404,9.222013253476597,9.032878463412791,9.174729555960646
2025,11,2025_11_CIN_PIT,CIN,8,K,00-0036854,6.827945620988957,8.045254467327377,7.1322728325735625
2025,11,2025_11_CIN_PIT,PIT,10,K,00-0031136,9.798298692655177,8.641477790925498,9.509093467222757
2025,11,2025_11_DAL_LV,DAL,9,K,00-0037692,9.634467083075295,8.708120820129988,9.402880517338968
2025,11,2025_11_DAL_LV,LV,11,K,00-0034161,8.289584180069507,7.995192034951611,8.215986143790033
2025,11,2025_11_DET_PHI,DET,5,K,00-0039172,7.60151387658564,7.3317558823346385,7.53407437802289
2025,11,2025_11_DET_PHI,PHI,11,K,00-0033787,7.85859623670045,8.855114417195987,8.107725781824334
2025,11,2025_11_GB_NYG,GB,1,K,00-0038152,8.141465523519948,8.396531700863981,8.205232067855956
2025,11,2025_11_GB_NYG,NYG,2,K,00-0033702,6.698851299392954,7.485575828273319,6.895532431613045
2025,11,2025_11_HOU_TEN,HOU,12,K,00-0035189,7.994626910004107,8.188948383088102,8.043207278275105
2025,11,2025_11_HOU_TEN,TEN,10,K,00-0035192,7.453474351242218,7.541554578273568,7.475494408000056
2025,11,2025_11_KC_DEN,DEN,18,K,00-0032569,7.411532726018696,7.301400325668768,7.383999625931214
2025,11,2025_11_KC_DEN,KC,7,K,00-0033303,8.023418931482853,8.535906654857868,8.151540862326607
2025,11,2025_11_LAC_JAX,JAX,5,K,00-0039409,7.380825259111311,7.7860219652386995,7.482124435643158
2025,11,2025_11_LAC_JAX,LAC,8,K,00-0037224,9.033601271019362,8.966412550530325,9.016804090897104
2025,11,2025_11_NYJ_NE,NE,10,K,00-0040200,8.809218517458731,8.788939617041649,8.80414879235446
2025,11,2025_11_NYJ_NE,NYJ,2,K,00-0025565,6.641020243763504,6.912059404844807,6.70878003403383
2025,11,2025_11_SEA_LA,LA,3,K,00-0039498,9.155377628167255,9.189275159786016,9.163852011071945
2025,11,2025_11_SEA_LA,SEA,15,K,00-0031492,8.661761140242838,8.874144303992589,8.714856931180275
2025,11,2025_11_SF_ARI,ARI,4,K,00-0038567,8.2073294021138,8.502050809921966,8.281009754065842
2025,11,2025_11_SF_ARI,SF,14,K,00-0034173,9.14873178666132,8.832402684402677,9.06964951109666
2025,11,2025_11_TB_BUF,BUF,8,K,00-0023853,8.335254426262875,9.065948516762477,8.517927948887776
2025,11,2025_11_TB_BUF,TB,8,K,00-0035358,7.495223265550443,7.0155512000967954,7.375305249187031
2025,11,2025_11_WAS_MIA,MIA,11,K,00-0036816,8.391612955815114,8.387293809381568,8.390533169206728
2025,11,2025_11_WAS_MIA,WAS,7,K,00-0035269,8.27202111339097,8.364746652884746,8.295202498264414
2025,12,2025_12_ATL_NO,ATL,15,K,00-0033862,8.131779171543172,8.411227070621816,8.201641146312834
2025,12,2025_12_ATL_NO,NO,4,K,00-0038905,8.320672430841977,8.475968458279675,8.359496437701402
2025,12,2025_12_BUF_HOU,BUF,8,K,00-0023853,8.520513323267252,9.052701994284687,8.653560491021612
2025,12,2025_12_BUF_HOU,HOU,12,K,00-0032726,8.116221490027147,8.167548751526157,8.1290533054019
2025,12,2025_12_CAR_SF,CAR,3,K,00-0040279,7.0902632036859465,7.471670675002371,7.185615071515053
2025,12,2025_12_CAR_SF,SF,9,K,00-0035269,9.145022579169352,8.958935658813907,9.09850084908049
2025,12,2025_12_CLE_LV,CLE,8,K,00-0038428,7.529407358852482,7.939616595367822,7.631959667981317
2025,12,2025_12_CLE_LV,LV,5,K,00-0034161,8.56373191258766,8.182205806593897,8.468350386089218
2025,12,2025_12_IND_KC,IND,8,K,00-0034084,7.582528350458039,7.179014124161656,7.481649793883943
2025,12,2025_12_IND_KC,KC,16,K,00-0033303,8.638026145182698,9.033271458856484,8.736837473601144
2025,12,2025_12_JAX_ARI,ARI,6,K,00-0038567,7.890986870076748,8.181408229406294,7.963592209909135
2025,12,2025_12_JAX_ARI,JAX,13,K,00-0039409,9.403414607640471,9.335163632750067,9.38635186391787
2025,12,2025_12_MIN_GB,GB,12,K,00-0029822,8.528105875370832,9.149151648634001,8.683367318686624
2025,12,2025_12_MIN_GB,MIN,10,K,00-0039404,7.613375981791631,6.961325848713415,7.450363448522077
2025,12,2025_12_NE_CIN,CIN,12,K,00-0036854,7.300994176380189,7.188988545569879,7.272992768677611
2025,12,2025_12_NE_CIN,NE,18,K,00-0040200,8.891185201688787,8.710876192603617,8.846107949417494
2025,12,2025_12_NYG_DET,DET,12,K,00-0039172,9.896096998231783,9.225495318058616,9.728446578188493
2025,12,2025_12_NYG_DET,NYG,10,K,00-0033702,6.980611019329039,7.828706907216571,7.192634991300922
2025,12,2025_12_NYJ_BAL,BAL,11,K,00-0040074,9.646524518900224,8.997175118485114,9.484187168796446
2025,12,2025_12_NYJ_BAL,NYJ,5,K,00-0025565,6.565720528759425,7.239635176481286,6.734199190689891
2025,12,2025_12_PHI_DAL,DAL,7,K,00-0037692,9.221794569366613,8.525549187646204,9.047733223936511
2025,12,2025_12_PHI_DAL,PHI,3,K,00-0033787,8.652099768411887,9.103781367042721,8.765020168069595
2025,12,2025_12_PIT_CHI,CHI,8,K,00-0031203,8.47080804111429,8.753427405495412,8.541462882209572
2025,12,2025_12_PIT_CHI,PIT,4,K,00-0031136,8.431363869511733,8.399113446192434,8.423301263681907
2025,12,2025_12_SEA_TEN,SEA,13,K,00-0031492,9.504101837602873,9.182136007291424,9.42361038002501
2025,12,2025_12_SEA_TEN,TEN,6,K,00-0035192,6.764928577141792,7.061020532759317,6.838951566046173
2025,12,2025_12_TB_LA,LA,13,K,00-0039498,9.353132712421655,9.353232993192393,9.353157782614339
2025,12,2025_12_TB_LA,TB,1,K,00-0035358,8.561057076124012,8.336718709436916,8.504972484452239
2025,13,2025_13_ARI_TB,ARI,7,K,00-0038567,7.583525465578511,7.867852963345443,7.6546073400202435
2025,13,2025_13_ARI_TB,TB,10,K,00-0035358,9.277279954691924,8.872955215723971,9.176198769949936
2025,13,2025_13_ATL_NYJ,ATL,8,K,00-0033862,8.157197857476321,8.26874924962662,8.185085705513895
2025,13,2025_13_ATL_NYJ,NYJ,11,K,00-0025565,7.546473349921892,7.701958382572298,7.585344608084493
2025,13,2025_13_BUF_PIT,BUF,8,K,00-0023853,7.686373075230637,8.68295020569741,7.93551735784733
2025,13,2025_13_BUF_PIT,PIT,1,K,00-0031136,7.819695008227772,7.175302020235705,7.658596761229755
2025,13,2025_13_CHI_PHI,CHI,6,K,00-0031203,7.029395818082727,7.085037231434823,7.043306171420751
2025,13,2025_13_CHI_PHI,PHI,4,K,00-0033787,8.500859935493166,9.178708419423245,8.670322056475685
2025,13,2025_13_CIN_BAL,BAL,2,K,00-0040074,9.145960214248012,8.892870292006693,9.082687733687681
2025,13,2025_13_CIN_BAL,CIN,24,K,00-0036854,7.313182238532185,7.274368608943407,7.30347883113499
2025,13,2025_13_DEN_WAS,DEN,9,K,00-0032569,8.648723480499307,8.693239330077272,8.659852442893797
2025,13,2025_13_DEN_WAS,WAS,8,K,00-0038562,6.625535827677515,7.6209860321674325,6.874398378799994
2025,13,2025_13_GB_DET,DET,6,K,00-0039172,8.66808388912171,9.222476657996868,8.806682081340501
2025,13,2025_13_GB_DET,GB,8,K,00-0029822,8.5554839017276,8.467273115246453,8.533431205107313
2025,13,2025_13_HOU_IND,HOU,9,K,00-0032726,8.355171031647338,8.173475335146682,8.309747107522174
2025,13,2025_13_HOU_IND,IND,5,K,00-0034084,8.198699910575552,9.19306558826065,8.447291329996826
2025,13,2025_13_JAX_TEN,JAX,6,K,00-0039409,9.177527378224141,9.019363922225319,9.137986514224435
2025,13,2025_13_JAX_TEN,TEN,3,K,00-0035192,7.304618380305658,7.142966183144145,7.26420533101528
2025,13,2025_13_KC_DAL,DAL,12,K,00-0037692,9.415580433005161,8.658649504030079,9.22634770076139
2025,13,2025_13_KC_DAL,KC,4,K,00-0033303,8.765146694867413,8.705852341905002,8.75032310662681
2025,13,2025_13_LA_CAR,CAR,7,K,00-0040279,6.616714011180075,7.042570552078681,6.7231781464047256
2025,13,2025_13_LA_CAR,LA,4,K,00-0039498,9.74595254016402,8.920359569323791,9.539554297453963
2025,13,2025_13_LV_LAC,LAC,9,K,00-0037224,10.082784429949847,8.944118522210317,9.798117953014964
2025,13,2025_13_LV_LAC,LV,2,K,00-0034161,7.4701301980058235,7.896578462838159,7.576742264213907
2025,13,2025_13_MIN_SEA,MIN,0,K,00-0039404,7.138955730681471,7.213675201119584,7.157635598291
2025,13,2025_13_MIN_SEA,SEA,19,K,00-0031492,9.606674846230398,9.090502640543964,9.47763179480879
2025,13,2025_13_NO_MIA,MIA,14,K,00-0036816,8.11517425655711,8.29356560605212,8.159772093930862
2025,13,2025_13_NO_MIA,NO,5,K,00-0039229,7.5769405119652475,7.3578280574076915,7.522162398325858
2025,13,2025_13_NYG_NE,NE,15,K,00-0040200,8.7890997477088,8.631748818160508,8.749762015321727
2025,13,2025_13_NYG_NE,NYG,1,K,00-0033702,7.042441872009382,7.0884944519442525,7.0539550169931
2025,13,2025_13_SF_CLE,CLE,0,K,00-0038428,6.473668075451321,6.670753351450635,6.522939394451149
2025,13,2025_13_SF_CLE,SF,8,K,00-0035269,7.934137104207662,8.256503301652337,8.014728653568831
2025,14,2025_14_CHI_GB,CHI,8,K,00-0031203,7.22929500819626,6.865159755827828,7.138261195104152
2025,14,2025_14_CHI_GB,GB,4,K,00-0029822,8.639001721752875,8.843547369993566,8.690138133813047
2025,14,2025_14_CIN_BUF,BUF,7,K,00-0023853,8.729633879233317,9.114290741805565,8.82579809487638
2025,14,2025_14_CIN_BUF,CIN,4,K,00-0036854,7.681393937771394,6.902440617270181,7.486655607646091
2025,14,2025_14_DAL_DET,DAL,23,K,00-0037692,9.425756245066044,8.902863847107204,9.295033145576333
2025,14,2025_14_DAL_DET,DET,16,K,00-0039172,8.965366444353375,9.030210532223462,8.981577466320896
2025,14,2025_14_DEN_LV,DEN,6,K,00-0032569,8.951038343620406,9.142578814599059,8.99892346136507
2025,14,2025_14_DEN_LV,LV,6,K,00-0034161,7.712721511329681,7.8832094184331,7.755343488105535
2025,14,2025_14_HOU_KC,HOU,8,K,00-0032726,7.577638493728896,6.550975607571451,7.320972772189535
2025,14,2025_14_HOU_KC,KC,4,K,00-0033303,7.986602075154634,8.446555872261296,8.101590524431298
2025,14,2025_14_IND_JAX,IND,7,K,00-0038905,7.7656980342820745,8.230427306866373,7.8818803524281495
2025,14,2025_14_IND_JAX,JAX,11,K,00-0039409,8.339373648300882,7.865365605004262,8.220871637476726
2025,14,2025_14_LA_ARI,ARI,5,K,00-0038567,7.5699815840529325,7.753304859467676,7.615812402906618
2025,14,2025_14_LA_ARI,LA,9,K,00-0039498,9.60072094529695,9.2674160208875,9.51739471419459
2025,14,2025_14_MIA_NYJ,MIA,13,K,00-0036816,7.980190757435305,8.498690814604185,8.109815771727526
2025,14,2025_14_MIA_NYJ,NYJ,4,K,00-0025565,7.959896518248994,7.8126913398883575,7.923095223658835
2025,14,2025_14_NO_TB,NO,6,K,00-0039229,7.751997266717921,7.532417089651388,7.697102222451288
2025,14,2025_14_NO_TB,TB,9,K,00-0035358,9.168269361760949,8.878526452721495,9.095833634501085
2025,14,2025_14_PHI_LAC,LAC,20,K,00-0037224,9.213401883922863,8.436433573887037,9.019159806413906
2025,14,2025_14_PHI_LAC,PHI,17,K,00-0033787,8.255535674015036,9.085740509903085,8.463086882987048
2025,14,2025_14_PIT_BAL,BAL,10,K,00-0040074,8.866253461500836,8.50729408335955,8.776513616965515
2025,14,2025_14_PIT_BAL,PIT,9,K,00-0031136,8.033710670092608,7.676757753315481,7.944472440898326
2025,14,2025_14_SEA_ATL,ATL,10,K,00-0033862,7.826847734112547,7.978742597646181,7.864821449995955
2025,14,2025_14_SEA_ATL,SEA,14,K,00-0031492,9.570565781328394,9.585803202921701,9.57437513672672
2025,14,2025_14_TEN_CLE,CLE,5,K,00-0038428,7.604028734304848,7.895944202970102,7.6770076014711615
2025,14,2025_14_TEN_CLE,TEN,8,K,00-0035192,7.071248870182693,7.185876847430293,7.099905864494593
2025,14,2025_14_WAS_MIN,MIN,8,K,00-0039404,9.043532425097746,8.640482201608588,8.942769869225458
2025,14,2025_14_WAS_MIN,WAS,0,K,00-0038562,8.241254694291522,8.52574346880453,8.312376887919774
2025,15,2025_15_ARI_HOU,ARI,2,K,00-0038567,7.104192857760479,8.079014694022844,7.34789831682607
2025,15,2025_15_ARI_HOU,HOU,18,K,00-0032726,9.743514564997659,9.392211061931913,9.655688689231223
2025,15,2025_15_ATL_TB,ATL,6,K,00-0033862,7.382103527656859,7.619763420122141,7.44151850077318
2025,15,2025_15_ATL_TB,TB,11,K,00-0035358,9.093109358951017,8.837804456690302,9.029283133385837
2025,15,2025_15_BAL_CIN,BAL,6,K,00-0040074,8.321272826283643,8.312093944933382,8.318978105946078
2025,15,2025_15_BAL_CIN,CIN,0,K,00-0036854,8.173176286836588,7.7961280305453045,8.078914222763768
2025,15,2025_15_BUF_NE,BUF,5,K,00-0023853,8.310610471617958,8.309347152439544,8.310294641823354
2025,15,2025_15_BUF_NE,NE,7,K,00-0040200,7.778692636016502,7.221947413964837,7.639506330503586
2025,15,2025_15_CAR_NO,CAR,6,K,00-0040279,8.140397299169974,8.400498819073265,8.205422679145796
2025,15,2025_15_CAR_NO,NO,10,K,00-0039229,8.62632847493143,8.256215644097844,8.533800267223034
2025,15,2025_15_CLE_CHI,CHI,8,K,00-0031203,8.398562031833336,8.262730023021271,8.36460402963032
2025,15,2025_15_CLE_CHI,CLE,5,K,00-0038428,6.413067177453341,7.380582244929782,6.654945944322451
2025,15,2025_15_DET_LA,DET,11,K,00-0039172,8.091553046273921,8.48638762159494,8.190261690104176
2025,15,2025_15_DET_LA,LA,12,K,00-0039498,9.329291555159438,9.562817573314595,9.387673059698228
2025,15,2025_15_GB_DEN,DEN,4,K,00-0032569,7.847251331290886,7.298541613167044,7.710073901759927
2025,15,2025_15_GB_DEN,GB,16,K,00-0029822,8.147197329619154,8.277858189305213,8.179862544540669
2025,15,2025_15_IND_SEA,IND,15,K,00-0038905,6.000877783543423,7.146367901600135,6.287250313057601
2025,15,2025_15_IND_SEA,SEA,24,K,00-0031492,9.766545328673043,9.21404588408111,9.62842046752506
2025,15,2025_15_LAC_KC,KC,8,K,00-0033303,8.516065492124469,8.93028432541458,8.619620200446995
2025,15,2025_15_LAC_KC,LAC,12,K,00-0037224,8.202068951270268,7.32500120172458,7.982802013883846
2025,15,2025_15_LV_PHI,LV,0,K,00-0034161,6.0228447479826315,6.892040072594124,6.240143579135505
2025,15,2025_15_LV_PHI,PHI,7,K,00-0033787,8.839143508016612,8.424507921661338,8.735484611427793
2025,15,2025_15_MIA_PIT,MIA,5,K,00-0036816,7.214352959390379,7.08717304679192,7.182557981240764
2025,15,2025_15_MIA_PIT,PIT,4,K,00-0031136,8.05523908994399,8.357501030137067,8.13080457499226
2025,15,2025_15_MIN_DAL,DAL,16,K,00-0037692,10.198454979668385,8.831324988039823,9.856672481761246
2025,15,2025_15_MIN_DAL,MIN,12,K,00-0039404,8.739090731317834,8.58937880466412,8.701662749654405
2025,15,2025_15_NYJ_JAX,JAX,12,K,00-0039409,9.602971735636432,8.893060839991469,9.425494011725192
2025,15,2025_15_NYJ_JAX,NYJ,11,K,00-0025565,6.903261353689596,7.251375696234122,6.990289939325727
2025,15,2025_15_TEN_SF,SF,14,K,00-0034173,9.257894360738046,8.954355636912517,9.182009679781665
2025,15,2025_15_TEN_SF,TEN,6,K,00-0035192,6.659504964005597,6.88571144177076,6.716056583446887
2025,15,2025_15_WAS_NYG,NYG,3,K,00-0033702,7.902754134159708,8.24649233012057,7.988688683149924
2025,15,2025_15_WAS_NYG,WAS,13,K,00-0038562,7.622597085343519,7.643970701052336,7.627940489270723
2025,16,2025_16_ATL_ARI,ARI,17,K,00-0038567,7.9061364420751685,8.544668887616183,8.065769553460422
2025,16,2025_16_ATL_ARI,ATL,10,K,00-0033862,8.787860231085775,8.747311756971104,8.777723112557108
2025,16,2025_16_BUF_CLE,BUF,6,K,00-0034084,8.250753081435912,8.450159437107935,8.300604670353918
2025,16,2025_16_BUF_CLE,CLE,9,K,00-0038428,6.422555992274284,6.892209436676227,6.5399693533747705
2025,16,2025_16_CIN_MIA,CIN,10,K,00-0036854,9.03326768757266,8.507297519814866,8.901775145633213
2025,16,2025_16_CIN_MIA,MIA,3,K,00-0036816,7.497980070810342,7.919320470367056,7.603315170699521
2025,16,2025_16_GB_CHI,CHI,14,K,00-0031203,8.384266261214398,8.114697653355817,8.316874109249753
2025,16,2025_16_GB_CHI,GB,10,K,00-0029822,7.687390996847347,7.742941063360314,7.701278513475588
2025,16,2025_16_JAX_DEN,DEN,10,K,00-0032569,8.511265858845785,9.020822561029785,8.638655034391785
2025,16,2025_16_JAX_DEN,JAX,11,K,00-0039409,7.811165297102012,7.4707751274321845,7.726067754684555
2025,16,2025_16_KC_TEN,KC,12,K,00-0033303,7.891461148759062,8.429668700991664,8.026013036817211
2025,16,2025_16_KC_TEN,TEN,6,K,00-0035192,7.107659868023291,7.86868988013877,7.297917371052161
2025,16,2025_16_LAC_DAL,DAL,5,K,00-0037692,9.80490221336581,8.72083397832134,9.533885154604693
2025,16,2025_16_LAC_DAL,LAC,10,K,00-0037224,9.44962262437884,8.582699416656702,9.232891822448305
2025,16,2025_16_LA_SEA,LA,14,K,00-0039498,7.6216236424659,8.02752421599628,7.723098785848495
2025,16,2025_16_LA_SEA,SEA,2,K,00-0031492,8.476511058405244,7.615240632172848,8.261193451847145
2025,16,2025_16_LV_HOU,HOU,16,K,00-0032726,9.87133864179474,9.159078939955467,9.693273716334922
2025,16,2025_16_LV_HOU,LV,3,K,00-0034161,7.108598235765677,7.623102463272886,7.2372242926424795
2025,16,2025_16_MIN_NYG,MIN,11,K,00-0039404,8.243039666896186,8.257087367454645,8.2465515920358
2025,16,2025_16_MIN_NYG,NYG,7,K,00-0040530,7.4372903856941335,8.508140541470514,7.705002924638229
2025,16,2025_16_NE_BAL,BAL,6,K,00-0040074,8.253531791734575,8.336505196619463,8.274275142955798
2025,16,2025_16_NE_BAL,NE,10,K,00-0040200,7.483607079095111,7.205040906204929,7.413965535872565
2025,16,2025_16_NYJ_NO,NO,20,K,00-0039229,9.45870269561408,8.717575170038101,9.273420814220087
2025,16,2025_16_NYJ_NO,NYJ,6,K,00-0025565,8.099992746570152,8.212810086527183,8.12819708155941
2025,16,2025_16_PHI_WAS,PHI,3,K,00-0033787,8.84085015954687,8.905141212150834,8.856922922697862
2025,16,2025_16_PHI_WAS,WAS,4,K,00-0038562,6.8235954005330095,7.080199419747337,6.887746405336592
2025,16,2025_16_PIT_DET,DET,6,K,00-0039172,9.22143226974889,8.813026112608615,9.119330730463822
2025,16,2025_16_PIT_DET,PIT,11,K,00-0031136,8.27615320111575,8.601846576759783,8.35757654502676
2025,16,2025_16_SF_IND,IND,11,K,00-0038905,8.16338719954032,8.264844142528316,8.188751435287319
2025,16,2025_16_SF_IND,SF,12,K,00-0034173,9.161646635918729,9.040617691274011,9.131389399757548
2025,16,2025_16_TB_CAR,CAR,13,K,00-0040279,7.233533148091152,7.86661728996743,7.391804183560222
2025,16,2025_16_TB_CAR,TB,10,K,00-0035358,8.821362455283634,8.066368334392923,8.632613925060955
2025,17,2025_17_ARI_CIN,ARI,2,K,00-0038567,7.301707341804315,7.580133538291225,7.371313890926042
2025,17,2025_17_ARI_CIN,CIN,9,K,00-0036854,9.269132948543309,9.074931694343116,9.22058263499326
2025,17,2025_17_BAL_GB,BAL,11,K,00-0040074,7.264890200631371,7.213361932493066,7.252008133596795
2025,17,2025_17_BAL_GB,GB,6,K,00-0029822,8.159277018126554,7.799638126513728,8.069367295223348
2025,17,2025_17_CHI_SF,CHI,8,K,00-0031203,8.060049429823447,7.39413028735234,7.89356964420567
2025,17,2025_17_CHI_SF,SF,6,K,00-0034173,8.573415135233267,8.855837601965147,8.644020751916237
2025,17,2025_17_DAL_WAS,DAL,17,K,00-0037692,10.55979691110941,8.789517646226155,10.117227094888598
2025,17,2025_17_DAL_WAS,WAS,13,K,00-0038562,7.072113723231204,7.781192551437127,7.249383430282684
2025,17,2025_17_DEN_KC,DEN,8,K,00-0032569,9.261507427937381,9.012528216800478,9.199262625153155
2025,17,2025_17_DEN_KC,KC,10,K,00-0033303,6.468718044272006,6.789088246383485,6.548810594799876
2025,17,2025_17_DET_MIN,DET,5,K,00-0039172,8.72580627868268,8.70574657717078,8.720791353304705
2025,17,2025_17_DET_MIN,MIN,16,K,00-0039404,8.514369155242987,8.635998238501625,8.544776426057645
2025,17,2025_17_HOU_LAC,HOU,10,K,00-0032726,8.562046104540578,8.525984411322325,8.553030681236015
2025,17,2025_17_HOU_LAC,LAC,4,K,00-0037224,9.073132260015672,8.975073706829873,9.048617621719222
2025,17,2025_17_JAX_IND,IND,5,K,00-0038905,8.43387634600537,8.435528789259862,8.434289456818993
2025,17,2025_17_JAX_IND,JAX,14,K,00-0039409,9.312939301569212,9.319771048956353,9.314647238415997
2025,17,2025_17_LA_ATL,ATL,13,K,00-0033862,7.9054370359100545,7.924081514109443,7.9100981554599015
2025,17,2025_17_LA_ATL,LA,6,K,00-0039498,9.168512658582117,8.946850810540653,9.11309719657175
2025,17,2025_17_NE_NYJ,NE,6,K,00-0040200,8.877877605972206,8.846877041298477,8.870127464803772
2025,17,2025_17_NE_NYJ,NYJ,4,K,00-0025565,7.0683809395435455,6.974649306428055,7.044948031264673
2025,17,2025_17_NO_TEN,NO,14,K,00-0039229,7.6133840253189575,7.926606799333691,7.691689718822641
2025,17,2025_17_NO_TEN,TEN,18,K,00-0035192,7.347803284783446,8.37450200563123,7.604477964995391
2025,17,2025_17_NYG_LV,LV,5,K,00-0034161,7.494250695932929,8.2929432994615,7.693923846815071
2025,17,2025_17_NYG_LV,NYG,10,K,00-0040530,8.308733753726305,8.508269285914277,8.358617636773298
