position,name,eligible,n,mae,rmse,pearson,weekly_spearman,top1,top3,top5
K,ridge100_extended@0.5,False,1630,3.525436958019966,4.410375807002923,0.13219814055500215,0.13234594013883433,9.537037037037036,8.54320987654321,8.648148148148149
K,ridge100_extended@0.75,False,1630,3.5521502229797073,4.445828419129192,0.11883637587352078,0.11612564872045167,9.277777777777779,8.58641975308642,8.562962962962963
K,ridge100_extended@1.0,False,1630,3.5888445934852498,4.494689445711371,0.10690090083606331,0.10093116222586274,9.185185185185185,8.703703703703704,8.444444444444445
K,ridge1000_base@0.25,True,1630,3.5055625516486777,4.383612151863732,0.14677358840953408,0.1508711007255366,9.5,9.030864197530864,8.700000000000001
K,ridge1000_base@0.5,False,1630,3.5082303503369543,4.388605073958645,0.14214378348821996,0.14062797468853314,10.148148148148149,8.907407407407408,8.666666666666666
K,ridge1000_base@0.75,False,1630,3.5131674567564453,4.395846053614488,0.13590013468325676,0.14014426390954537,10.018518518518519,8.84567901234568,8.692592592592591
K,ridge1000_base@1.0,False,1630,3.5197896737571934,4.405324005527274,0.12855875848753862,0.13523738231930005,10.074074074074074,8.851851851851851,8.603703703703703
K,ridge1000_extended@0.25,False,1630,3.5059275657646443,4.383608352036917,0.1469547309230387,0.1496903095419813,9.24074074074074,9.012345679012347,8.770370370370369
K,ridge1000_extended@0.5,False,1630,3.5106709635170628,4.391342607516939,0.14029825661118803,0.14781310345498933,9.444444444444445,8.845679012345679,8.559259259259258
K,ridge1000_extended@0.75,False,1630,3.5192347408207545,4.404051393102836,0.1309875607675212,0.14124567684816153,9.11111111111111,8.641975308641975,8.577777777777776
K,ridge1000_extended@1.0,False,1630,3.530884714982615,4.421691815757847,0.12062696137556433,0.12972601182499244,8.944444444444445,8.734567901234568,8.514814814814814
K,bayes_base@0.25,False,1630,3.5053302330629537,4.3820873534079645,0.1469259438473167,0.14750597958493147,9.907407407407407,8.901234567901234,8.785185185185185
K,bayes_base@0.5,False,1630,3.507329463543837,4.385211887169932,0.14245243914916575,0.14205536329318885,10.074074074074074,8.839506172839506,8.5
K,bayes_base@0.75,False,1630,3.5109971772296,4.390244492381816,0.1356507629734907,0.1362881030533441,9.796296296296296,8.73456790123457,8.633333333333335
K,bayes_base@1.0,False,1630,3.516451409469635,4.397178617640544,0.12643371704009396,0.12739261877299476,10.037037037037036,8.716049382716049,8.559259259259258
