season,pfr_name,draft_pick,primary_ppg,position,prospect_model_score,training_rows_before_draft,hit3,star3,best_rank3,target_valid,prospect_model_percentile,temporal_prospect_percentile,temporal_reference_n
2019,Deebo Samuel,36,15.878786764705882,WR,7.452970582482994,446,1,1,3.0,1,78.47619047619048,81.81818181818183,385
2019,A.J. Brown,51,14.51875,WR,8.720441220238094,446,1,1,12.0,1,85.90476190476191,88.83116883116882,385
2019,Mecole Hardman,56,8.209742647058825,WR,5.851763171768705,446,0,0,48.0,1,67.80952380952381,71.42857142857143,385
2019,JJ Arcega-Whiteside,57,1.4812500000000002,WR,6.992794115646257,446,0,0,134.0,1,76.38095238095238,80.0,385
2019,Parris Campbell,59,2.137683823529412,WR,8.169496517857148,446,0,0,124.0,1,83.61904761904762,86.75324675324674,385
2019,Andy Isabella,62,2.81875,WR,9.668190459183668,446,0,0,112.0,1,90.66666666666666,91.94805194805194,385
2019,D.K. Metcalf,64,15.66341911764706,WR,6.107598779761904,446,1,1,7.0,1,70.0952380952381,73.76623376623377,385
2019,Diontae Johnson,66,15.064338235294116,WR,6.682700622874148,446,1,1,8.0,1,74.09523809523809,78.18181818181819,385
2019,Jalen Hurd,67,0.0,WR,5.466124861111107,446,0,0,,1,65.52380952380953,69.35064935064935,385
2019,Terry McLaurin,76,13.273161764705884,WR,4.243142202380954,446,1,0,20.0,1,57.14285714285714,59.74025974025974,385
2019,Miles Boykin,93,3.7624999999999993,WR,3.8354121917517,446,0,0,99.0,1,53.142857142857146,55.32467532467532,385
2019,Hakeem Butler,103,0.0,WR,2.86175059665533,446,0,0,215.0,1,38.095238095238095,39.22077922077922,385
2019,Gary Jennings Jr.,120,0.0,WR,3.5681748469387764,446,0,0,,1,50.28571428571429,51.94805194805194,385
2019,Riley Ridley,126,0.65,WR,2.143891496598639,446,0,0,159.0,1,25.9047619047619,25.71428571428571,385
2019,Hunter Renfrow,149,11.792463235294116,WR,1.90144175170068,446,1,1,10.0,1,21.523809523809522,21.558441558441558,385
2019,Darius Slayton,171,9.71875,WR,2.916434387755102,446,0,0,37.0,1,39.04761904761905,39.48051948051948,385
2019,KeeSean Johnson,174,2.4468749999999995,WR,3.2126418027210875,446,0,0,116.0,1,43.238095238095234,44.675324675324674,385
2019,Travis Fulgham,184,3.621875,WR,1.3270332589285725,446,0,0,66.0,1,10.857142857142858,12.467532467532468,385
2019,Juwann Winfree,187,0.3470588235294117,WR,1.1707922682823133,446,0,0,173.0,1,5.523809523809524,6.233766233766234,385
2019,Marcus Green,203,0.0,WR,1.712846940901361,446,0,0,,1,17.904761904761905,18.7012987012987,385
2019,Kelvin Harmon,206,2.0918750000000004,WR,2.0381101381802726,446,0,0,92.0,1,24.0,24.415584415584416,385
2019,Scott Miller,208,4.471875000000001,WR,2.0397498129251703,446,0,0,73.0,1,24.19047619047619,24.415584415584416,385
2019,John Ursua,236,0.065625,WR,2.72956230442177,446,0,0,207.0,1,35.04761904761905,36.103896103896105,385
2019,Terry Godwin,237,0.203125,WR,0.8360163966836743,446,0,0,193.0,1,2.0952380952380953,2.0779220779220777,385
2019,Dillon Mitchell,239,0.0,WR,2.045256279761906,446,0,0,,1,24.38095238095238,24.415584415584416,385
2019,Olabisi Johnson,247,3.559375,WR,1.3339063964904148,446,0,0,86.0,1,11.047619047619047,12.467532467532468,385
2020,Henry Ruggs III,12,5.113419117647059,WR,9.144405501200488,474,0,0,86.0,1,88.95238095238095,90.79903147699758,413
2020,Jerry Jeudy,15,10.930882352941175,WR,10.098088753251302,474,1,0,22.0,1,92.76190476190476,93.46246973365618,413
2020,CeeDee Lamb,17,15.717647058823529,WR,10.947024875075032,474,1,1,5.0,1,95.23809523809523,95.39951573849879,413
2020,Jalen Reagor,21,5.022058823529411,WR,10.39508092311925,474,0,0,90.0,1,94.0952380952381,94.67312348668281,413
2020,Justin Jefferson,22,20.56058823529412,WR,13.380072947929168,474,1,1,1.0,1,99.23809523809524,99.0314769975787,413
2020,Brandon Aiyuk,25,12.465625,WR,8.122553230792326,474,1,0,15.0,1,83.42857142857143,86.68280871670703,413
2020,Tee Higgins,33,12.941176470588236,WR,8.706981458833535,474,1,0,19.0,1,85.52380952380952,88.86198547215496,413
2020,Michael Pittman Jr.,34,13.385294117647058,WR,6.963048478391352,474,1,0,17.0,1,76.0,79.90314769975787,413
2020,Laviska Shenault Jr.,42,8.644669117647059,WR,8.71268912202381,474,0,0,46.0,1,85.71428571428571,88.86198547215496,413
2020,KJ Hamler,46,3.574448529411765,WR,8.419684651610645,474,0,0,86.0,1,84.57142857142857,87.89346246973365,413
2020,Chase Claypool,49,11.615625,WR,6.973817760729291,474,1,0,23.0,1,76.19047619047619,79.90314769975787,413
2020,Van Jefferson,57,7.267647058823528,WR,6.899807548519409,474,0,0,36.0,1,75.23809523809524,79.1767554479419,413
2020,Denzel Mims,59,2.7674632352941178,WR,8.02300322128852,474,0,0,105.0,1,82.0952380952381,85.4721549636804,413
2020,Lynn Bowden Jr.,80,1.674375,WR,7.436707784197012,474,0,0,113.0,1,78.28571428571428,81.84019370460048,413
2020,Bryan Edwards,81,4.343198529411764,WR,7.165596407563026,474,0,0,66.0,1,77.14285714285715,80.87167070217917,413
2020,Devin Duvernay,92,5.685294117647058,WR,5.856789740146061,474,0,0,59.0,1,68.0,71.1864406779661,413
2020,Gabriel Davis,128,9.32518382352941,WR,1.8823264885954376,474,0,0,35.0,1,21.142857142857142,21.06537530266344,413
2020,Antonio Gandy-Golden,142,0.109375,WR,4.935753749749905,474,0,0,199.0,1,61.71428571428571,64.89104116222761,413
2020,Joe Reed,151,0.278125,WR,2.842141640906362,474,0,0,183.0,1,37.142857142857146,38.49878934624697,413
2020,Tyler Johnson,161,3.3957720588235296,WR,3.2947349974989995,474,0,0,101.0,1,44.0,45.52058111380145,413
2020,Collin Johnson,165,2.4823529411764707,WR,2.181644429771908,474,0,0,107.0,1,26.285714285714285,26.634382566585955,413
2020,Quintez Cephus,166,3.543566176470588,WR,1.8057576250500191,474,0,0,101.0,1,19.61904761904762,20.33898305084746,413
2020,John Hightower,168,0.9,WR,2.7220482556355874,474,0,0,145.0,1,34.85714285714286,36.077481840193705,413
2020,Isaiah Coulter,171,0.0,WR,1.3500723189275712,474,0,0,226.0,1,11.238095238095239,12.590799031477,413
2020,Darnell Mooney,173,11.214889705882351,WR,2.890564831682674,474,1,0,23.0,1,38.476190476190474,39.70944309927361,413
2020,K.J. Osborn,176,9.238235294117649,WR,3.469563252050821,474,0,0,40.0,1,48.19047619047619,49.87893462469734,413
2020,Donovan Peoples-Jones,187,8.141176470588235,WR,1.639657931172469,474,0,0,39.0,1,16.952380952380953,17.433414043583532,413
2020,Quez Watkins,200,5.897058823529411,WR,2.36197429363412,474,0,0,61.0,1,29.714285714285715,30.024213075060537,413
2020,James Proche,201,1.423529411764706,WR,2.905350969387756,474,0,0,132.0,1,38.857142857142854,39.70944309927361,413
2020,Isaiah Hodgins,207,2.947058823529412,WR,2.7487134351240496,474,0,0,74.0,1,35.61904761904762,36.803874092009686,413
2020,Dezmon Patmon,212,0.4264705882352941,WR,1.5075214794667864,474,0,0,178.0,1,15.04761904761905,16.222760290556902,413
2020,Freddie Swain,214,3.822242647058823,WR,1.8647533515906367,474,0,0,83.0,1,20.57142857142857,20.823244552058114,413
2020,Jauan Jennings,217,4.847058823529412,WR,1.6005585585067352,474,0,0,90.0,1,16.380952380952383,17.433414043583532,413
2020,K.J. Hill,220,0.6233455882352942,WR,0.7926377150860348,474,0,0,167.0,1,1.9047619047619049,1.937046004842615,413
2020,Tyrie Cleveland,252,0.5255514705882354,WR,1.1770890813825523,474,0,0,171.0,1,5.904761904761905,6.5375302663438255,413
2021,Ja'Marr Chase,5,16.685882352941178,WR,11.51404838010204,509,1,1,5.0,1,96.95238095238096,96.875,448
2021,Jaylen Waddle,6,14.911764705882351,WR,10.071935559973994,509,1,1,8.0,1,92.38095238095238,92.85714285714286,448
2021,DeVonta Smith,10,14.241176470588236,WR,9.711026629401765,509,1,1,9.0,1,91.04761904761904,92.1875,448
2021,Kadarius Toney,20,4.166470588235294,WR,9.325570912364949,509,0,0,89.0,1,90.0952380952381,91.29464285714286,448
2021,Rashod Bateman,27,5.294117647058823,WR,11.083509661864753,509,0,0,70.0,1,95.80952380952381,95.98214285714286,448
2021,Elijah Moore,34,7.949999999999999,WR,10.046180120048016,509,0,0,50.0,1,92.19047619047619,92.85714285714286,448
2021,Rondale Moore,49,6.355882352941176,WR,9.149542019807924,509,0,0,63.0,1,89.14285714285714,90.625,448
2021,D'Wayne Eskridge,56,1.238235294117647,WR,5.725844200805327,509,0,0,145.0,1,67.23809523809524,69.19642857142857,448
2021,Tutu Atwell,57,5.164705882352941,WR,9.0600847127601,509,0,0,62.0,1,88.19047619047619,89.73214285714286,448
2021,Terrace Marshall Jr.,59,3.4088235294117646,WR,8.005276582132845,509,0,0,88.0,1,81.9047619047619,84.375,448
2021,Josh Palmer,77,8.117647058823529,WR,5.535915859260366,509,0,0,36.0,1,66.28571428571428,68.30357142857143,448
2021,Dyami Brown,82,1.9929411764705884,WR,6.283305467603711,509,0,0,133.0,1,71.42857142857143,73.66071428571429,448
2021,Amari Rodgers,85,1.5500000000000005,WR,3.455834669617845,509,0,0,122.0,1,47.61904761904761,49.55357142857143,448
2021,Nico Collins,89,10.51470588235294,WR,3.5235561876417245,509,1,1,12.0,1,49.333333333333336,50.89285714285714,448
2021,Anthony Schwartz,91,1.5352941176470587,WR,4.082436908263308,509,0,0,137.0,1,56.19047619047619,58.25892857142857,448
2021,Dez Fitzpatrick,109,0.4676470588235294,WR,3.375460169567824,509,0,0,163.0,1,45.904761904761905,47.767857142857146,448
2021,Amon-Ra St. Brown,112,17.602941176470587,WR,5.352563763755506,509,1,1,3.0,1,64.38095238095238,66.51785714285714,448
2021,Jaelon Darden,129,0.4764705882352942,WR,5.345719302721091,509,0,0,174.0,1,64.19047619047619,66.51785714285714,448
2021,Tylan Wallace,131,0.4529411764705882,WR,5.510229963485394,509,0,0,178.0,1,66.0952380952381,68.30357142857143,448
2021,Jacob Harris,141,0.0470588235294117,WR,3.1551270388155257,509,0,0,211.0,1,42.47619047619048,44.19642857142857,448
2021,Ihmir Smith-Marsette,157,1.7970588235294118,WR,4.136828027460985,509,0,0,138.0,1,56.57142857142857,58.48214285714286,448
2021,Simi Fehoko,179,0.3911764705882353,WR,2.2601442088085237,509,0,0,181.0,1,27.80952380952381,27.901785714285715,448
2021,Cornell Powell,181,0.0,WR,2.8430583683473416,509,0,0,,1,37.523809523809526,38.839285714285715,448
2021,Frank Darby,187,0.1441176470588235,WR,1.7228482445895024,509,0,0,206.0,1,18.095238095238095,18.526785714285715,448
2021,Marquez Stevenson,203,0.0,WR,1.867222709708884,509,0,0,226.0,1,20.761904761904763,20.982142857142858,448
2021,Shi Smith,204,2.285294117647059,WR,1.6138943008453377,509,0,0,103.0,1,16.57142857142857,17.1875,448
2021,Racey McMath,205,0.2117647058823529,WR,1.2383855782312925,509,0,0,180.0,1,7.6190476190476195,8.035714285714286,448
2021,Jalen Camp,209,0.0499999999999999,WR,1.831780695278111,509,0,0,208.0,1,20.0,20.3125,448
2021,Seth Williams,219,0.1294117647058823,WR,2.8989205249599843,509,0,0,202.0,1,38.666666666666664,39.955357142857146,448
2021,Dazz Newsome,221,0.1264705882352941,WR,1.8180239587084832,509,0,0,204.0,1,19.80952380952381,20.3125,448
2021,Mike Strachan,229,0.4235294117647058,WR,2.068887956800145,509,0,0,173.0,1,24.952380952380953,25.44642857142857,448
2021,Tre Nixon,242,0.0,WR,1.2230172208883556,509,0,0,,1,6.857142857142858,7.366071428571429,448
2021,Ben Skowronek,249,3.194117647058824,WR,0.7495814713802191,509,0,0,86.0,1,1.3333333333333335,1.3392857142857142,448
2021,Kawaan Baker,255,0.0,WR,1.3945118978841535,509,0,0,226.0,1,12.571428571428573,13.169642857142858,448
2021,Dax Milne,258,0.9147058823529411,WR,2.252829161539614,509,0,0,155.0,1,27.61904761904762,27.901785714285715,448
2022,Drake London,8,13.511764705882356,WR,10.359437708833536,544,1,1,5.0,1,93.71428571428572,94.20289855072464,483
2022,Garrett Wilson,10,13.75294117647059,WR,11.118766133453386,544,1,1,10.0,1,96.0,96.06625258799171,483
2022,Chris Olave,11,12.632352941176473,WR,10.694960824829929,544,1,0,16.0,1,94.66666666666667,95.03105590062113,483
2022,Jameson Williams,12,8.602941176470589,WR,10.934230732793106,544,1,0,22.0,1,95.04761904761905,95.23809523809523,483
2022,Jahan Dotson,16,7.511764705882353,WR,9.802243619447786,544,0,0,51.0,1,91.42857142857143,92.13250517598344,483
2022,Treylon Burks,18,3.764705882352941,WR,12.371295022634047,544,0,0,81.0,1,98.28571428571429,98.13664596273291,483
2022,Christian Watson,34,7.923529411764706,WR,4.355079638480386,544,0,0,41.0,1,57.904761904761905,59.62732919254658,483
2022,Wan'Dale Robinson,43,9.291176470588235,WR,8.731584620098038,544,0,0,36.0,1,86.28571428571429,88.19875776397515,483
2022,John Metchie,44,2.5764705882352943,WR,8.834536714685875,544,0,0,110.0,1,86.47619047619047,88.19875776397515,483
2022,Tyquan Thornton,50,2.75,WR,8.11834575767807,544,0,0,98.0,1,83.23809523809523,85.09316770186336,483
2022,George Pickens,52,11.038235294117648,WR,6.290461941276506,544,0,0,29.0,1,71.61904761904762,73.70600414078675,483
2022,Alec Pierce,53,8.05,WR,6.238455403411365,544,0,0,43.0,1,71.04761904761905,73.29192546583852,483
2022,Skyy Moore,54,3.0323529411764705,WR,9.261234021358536,544,0,0,107.0,1,89.71428571428571,90.47619047619048,483
2022,Velus Jones,71,1.4441176470588235,WR,4.383117211759707,544,0,0,126.0,1,58.47619047619048,60.041407867494826,483
2022,Jalen Tolbert,88,6.258823529411766,WR,8.850298998057552,544,0,0,45.0,1,86.85714285714286,88.40579710144928,483
2022,David Bell,99,2.7676470588235293,WR,8.856432478741493,544,0,0,113.0,1,87.04761904761905,88.40579710144928,483
2022,Danny Gray,105,0.0852941176470588,WR,3.577904368747498,544,0,0,203.0,1,50.476190476190474,51.96687370600414,483
2022,Erik Ezukanma,125,0.1029411764705882,WR,2.6120497556522606,544,0,0,197.0,1,32.19047619047619,32.91925465838509,483
2022,Romeo Doubs,132,9.01470588235294,WR,3.5227662605042047,544,0,0,36.0,1,49.142857142857146,50.72463768115942,483
2022,Calvin Austin,138,5.102941176470588,WR,2.080173148759505,544,0,0,68.0,1,25.333333333333336,25.87991718426501,483
2022,Khalil Shakir,148,8.694117647058823,WR,3.469119815801321,544,0,0,37.0,1,48.0,49.68944099378882,483
2022,Montrell Washington,162,0.0,WR,0.9545384376667332,544,0,0,,1,3.0476190476190474,3.1055900621118013,483
2022,Kyle Philips,163,1.4382352941176473,WR,2.216588221163465,544,0,0,136.0,1,27.047619047619047,27.536231884057973,483
2022,Jalen Nailor,191,4.055882352941176,WR,1.468425029011606,544,0,0,77.0,1,14.285714285714285,14.699792960662524,483
2022,Michael Woods,202,0.6617647058823529,WR,1.3678042123099243,544,0,0,164.0,1,11.619047619047619,12.008281573498964,483
2022,Bo Melton,229,2.011764705882353,WR,1.364000400035014,544,0,0,116.0,1,11.428571428571429,12.008281573498964,483
2022,Dareke Young,233,0.0,WR,1.638257570262952,544,0,0,,1,16.761904761904763,16.977225672877847,483
2022,Samori Toure,258,0.0,WR,1.5398499803671464,544,0,0,,1,15.619047619047619,15.942028985507244,483
2023,Jaxon Smith-Njigba,20,18.02647058823529,WR,9.058353419617845,572,1,1,2.0,1,88.0,88.06262230919765,511
2023,Quentin Johnston,21,10.173529411764708,WR,8.896019459783911,572,0,0,35.0,1,87.42857142857143,87.866927592955,511
2023,Zay Flowers,22,13.31764705882353,WR,9.839565963635454,572,1,1,7.0,1,91.61904761904762,91.58512720156556,511
2023,Jordan Addison,23,12.758823529411766,WR,12.117726965286108,572,1,0,21.0,1,98.09523809523809,98.04305283757338,511
2023,Jonathan Mingo,39,3.441176470588236,WR,7.827985053271312,572,0,0,81.0,1,80.57142857142857,81.2133072407045,511
2023,Jayden Reed,50,12.182352941176472,WR,6.877318463135248,572,0,0,25.0,1,75.04761904761905,76.1252446183953,511
2023,Rashee Rice,55,10.66470588235294,WR,7.913562529511806,572,0,0,27.0,1,81.14285714285714,81.60469667318982,511
2023,Marvin Mims Jr.,63,6.602941176470589,WR,7.792127237269915,572,0,0,57.0,1,80.38095238095238,81.2133072407045,511
2023,Nathaniel Dell,69,8.970588235294116,WR,7.391597511129447,572,0,0,39.0,1,77.90476190476191,78.86497064579257,511
2023,Jalin Hyatt,73,2.191176470588235,WR,4.0752542624549815,572,0,0,100.0,1,55.80952380952381,56.75146771037182,511
2023,Cedric Tillman,74,4.129411764705882,WR,5.309841765664598,572,0,0,91.0,1,64.0,64.9706457925636,511
2023,Josh Downs,79,10.01764705882353,WR,9.000027548019204,572,0,0,35.0,1,87.80952380952381,88.06262230919765,511
2023,Michael Wilson,94,10.15,WR,3.2334131855242094,572,1,1,10.0,1,43.42857142857143,44.22700587084149,511
2023,Tre Tucker,100,8.558823529411764,WR,2.013212523259304,572,0,0,38.0,1,23.61904761904762,24.070450097847356,511
2008,Dustin Keller,30,8.5375,TE,5.98507630608478,38,0,0,13.0,1,85.77586206896551,,0
2008,John Carlson,38,9.315625,TE,5.052959427853886,38,1,0,7.0,1,80.17241379310344,,0
2008,Fred Davis,48,6.421875,TE,5.358242129259623,38,0,0,15.0,1,81.89655172413794,,0
2008,Martellus Bennett,61,4.103125,TE,5.182298282441756,38,0,0,29.0,1,80.60344827586206,,0
2008,Brad Cottam,76,1.071875,TE,0.9305046373864232,38,0,0,60.0,1,14.655172413793101,,0
2008,Craig Stevens,85,1.1593749999999998,TE,2.676875607666143,38,0,0,49.0,1,45.689655172413794,,0
2008,Jermichael Finley,91,6.4906250000000005,TE,2.630595957465152,38,1,0,12.0,1,45.258620689655174,,0
2008,Martin Rucker,111,0.115625,TE,4.171089421035312,38,0,0,91.0,1,68.96551724137932,,0
2008,Jacob Tamme,127,5.01875,TE,3.458908262194155,38,1,0,12.0,1,58.189655172413794,,0
2008,Derek Fine,132,1.275,TE,3.490843165742988,38,0,0,53.0,1,59.48275862068966,,0
2008,Gary Barnidge,141,1.13125,TE,3.3355695504099083,38,0,0,48.0,1,56.46551724137932,,0
2008,Kellen Davis,158,1.35625,TE,2.5869512168684494,38,0,0,50.0,1,43.53448275862069,,0
2008,Tom Santi,196,1.2218749999999998,TE,2.6869119167935223,38,0,0,56.0,1,46.55172413793103,,0
2008,Matt Sherry,207,0.0,TE,3.465530090980445,38,0,0,,1,58.620689655172406,,0
2008,Keith Zinger,232,0.0,TE,0.4849099866700763,38,0,0,101.0,1,6.0344827586206895,,0
2008,Mike Merritt,239,0.0,TE,0.4296309690309693,38,0,0,,1,3.0172413793103448,,0
2009,Brandon Pettigrew,20,11.184375,TE,7.021028739177493,54,1,1,6.0,1,89.65517241379311,,16
2009,Richard Quinn,64,0.059375,TE,3.341124750765104,54,0,0,97.0,1,56.896551724137936,,16
2009,Jared Cook,89,6.5625,TE,3.1011160140058363,54,0,0,16.0,1,51.293103448275865,,16
2009,Chase Coffman,98,0.1875,TE,3.0781661431227514,54,0,0,90.0,1,50.86206896551724,,16
2009,Travis Beckum,100,1.7781249999999995,TE,3.157228278764889,54,0,0,48.0,1,53.01724137931034,,16
2009,Shawn Nelson,121,1.2875,TE,3.2691518161302984,54,0,0,47.0,1,56.03448275862068,,16
2009,Anthony Hill,122,0.153125,TE,2.3743220017978057,54,0,0,93.0,1,37.93103448275862,,16
2009,Davon Drew,149,0.0,TE,3.2483417658135534,54,0,0,,1,54.741379310344826,,16
2009,James Casey,152,2.153125,TE,3.259821580413635,54,0,0,43.0,1,55.172413793103445,,16
2009,Cornelius Ingram,153,0.0,TE,3.2623330197183757,54,0,0,,1,55.603448275862064,,16
2009,John Nalbone,161,0.0,TE,3.567372082669314,54,0,0,,1,62.06896551724138,,16
2009,Zach Miller,180,3.21875,TE,2.224903618504513,54,0,0,37.0,1,35.3448275862069,,16
2009,Bear Pascoe,184,1.30625,TE,1.6956439754392436,54,0,0,54.0,1,27.586206896551722,,16
2009,Brandon Myers,202,1.5968749999999998,TE,1.333508483470894,54,0,0,50.0,1,20.689655172413794,,16
2009,John Phillips,208,1.384375,TE,1.6321283952357175,54,0,0,50.0,1,26.72413793103448,,16
2009,Jake O'Connell,237,0.571875,TE,0.7187435876226947,54,0,0,73.0,1,11.637931034482758,,16
2009,David Johnson,241,1.115625,TE,1.468139937393955,54,0,0,53.0,1,22.413793103448278,,16
2009,Cameron Morrah,248,1.06875,TE,2.268533301936161,54,0,0,63.0,1,35.775862068965516,,16
2009,Dan Gronkowski,255,0.49375,TE,1.4944260498132826,54,0,0,70.0,1,23.275862068965516,,16
2010,Jermaine Gresham,21,9.853125,TE,7.809349312681382,73,1,0,10.0,1,94.39655172413794,100.0,35
2010,Rob Gronkowski,42,16.528125000000003,TE,6.491019879654075,73,1,1,1.0,1,87.93103448275862,97.14285714285714,35
2010,Ed Dickson,70,5.634375,TE,3.547392701385916,73,0,0,17.0,1,60.775862068965516,80.0,35
2010,Tony Moeaki,93,6.403125,TE,2.5578030165271235,73,0,0,17.0,1,41.810344827586206,34.285714285714285,35
2010,Jimmy Graham,95,16.6,TE,2.7055925905146454,73,1,1,1.0,1,46.98275862068966,45.714285714285715,35
2010,Aaron Hernandez,113,11.140625,TE,1.885627391512259,73,1,1,3.0,1,31.03448275862069,25.71428571428571,35
2010,Dennis Pitta,114,8.3875,TE,2.6033407804249347,73,1,0,8.0,1,44.396551724137936,37.142857142857146,35
2010,Garrett Graham,118,2.365625,TE,2.37525317506898,73,0,0,35.0,1,38.362068965517246,34.285714285714285,35
2010,Clay Harbor,125,2.778125,TE,3.1319231752771066,73,0,0,43.0,1,52.58620689655172,51.42857142857142,35
2010,Michael Hoomanawanui,132,1.921875,TE,0.8618257479326229,73,0,0,44.0,1,14.224137931034484,8.571428571428571,35
2010,Andrew Quarless,154,1.7312500000000002,TE,1.5301065917911458,73,0,0,42.0,1,24.137931034482758,20.0,35
2010,Brody Eldridge,162,0.7,TE,0.5015769748009925,73,0,0,70.0,1,6.4655172413793105,5.714285714285714,35
2010,Fendi Onobun,170,0.109375,TE,0.5995268932654644,73,0,0,93.0,1,9.913793103448276,5.714285714285714,35
2010,Nate Byham,182,0.578125,TE,0.4760165270542951,73,0,0,79.0,1,5.603448275862069,2.857142857142857,35
2010,Anthony McCoy,185,2.8968750000000005,TE,1.173355568171907,73,0,0,39.0,1,18.96551724137931,11.428571428571429,35
2010,Mickey Shuler,214,0.2,TE,0.4503583539773721,73,0,0,88.0,1,3.8793103448275863,2.857142857142857,35
2010,Jim Dray,233,0.38125,TE,1.1528073806847925,73,0,0,84.0,1,18.53448275862069,11.428571428571429,35
2010,Dedrick Epps,235,0.0,TE,1.0090420196668417,73,0,0,114.0,1,17.24137931034483,11.428571428571429,35
2010,Jameson Konz,245,0.0,TE,1.0388527000479688,73,0,0,110.0,1,17.67241379310345,11.428571428571429,35
2011,Kyle Rudolph,43,7.425000000000001,TE,7.383673193820077,92,1,0,11.0,1,91.37931034482759,98.14814814814815,54
2011,Lance Kendricks,47,6.303125,TE,7.159579651955195,92,0,0,21.0,1,90.08620689655173,98.14814814814815,54
2011,Rob Housler,69,5.534374999999999,TE,5.604688445815097,92,0,0,28.0,1,84.05172413793103,92.5925925925926,54
2011,Jordan Cameron,102,8.196875,TE,4.518862486506553,92,1,1,4.0,1,74.13793103448276,87.03703703703704,54
2011,Luke Stocker,104,1.865625,TE,4.09680655693513,92,0,0,50.0,1,68.53448275862068,85.18518518518519,54
2011,Julius Thomas,129,6.790625000000001,TE,4.0270051214212375,92,1,1,3.0,1,68.10344827586206,85.18518518518519,54
2011,D.J. Williams,141,0.5,TE,2.515045755514326,92,0,0,74.0,1,40.51724137931034,44.44444444444444,54
2011,Lee Smith,159,0.940625,TE,1.7574944853955574,92,0,0,63.0,1,28.879310344827587,35.18518518518518,54
2011,Charles Clay,174,7.678125,TE,2.5623110035202887,92,1,0,8.0,1,42.241379310344826,46.2962962962963,54
2011,Richard Gordon,181,0.31875,TE,0.5677029591539415,92,0,0,84.0,1,9.482758620689655,9.25925925925926,54
2011,Virgil Green,204,0.775,TE,1.445636664481352,92,0,0,74.0,1,21.982758620689655,25.925925925925924,54
2011,Ryan Taylor,218,0.5125,TE,0.284379166190952,92,0,0,84.0,1,0.8620689655172413,0.0,54
2011,Daniel Hardy,238,0.0,TE,1.4021229594314426,92,0,0,,1,21.551724137931032,25.925925925925924,54
2012,Coby Fleener,34,9.9125,TE,7.789751777161333,105,1,0,8.0,1,93.53448275862068,98.50746268656717,67
2012,Dwayne Allen,64,7.253124999999999,TE,4.294950493544155,105,0,0,20.0,1,71.12068965517241,83.5820895522388,67
2012,Michael Egnew,78,0.434375,TE,5.415197336928944,105,0,0,73.0,1,82.32758620689656,89.55223880597015,67
2012,Ladarius Green,110,3.56875,TE,4.87052111724585,105,0,0,38.0,1,77.58620689655173,85.07462686567165,67
2012,Evan Rodriguez,111,0.190625,TE,5.468236599694946,105,0,0,87.0,1,83.1896551724138,89.55223880597015,67
2012,Orson Charles,116,0.621875,TE,3.647197537799502,105,0,0,59.0,1,62.93103448275862,79.1044776119403,67
2012,Adrien Robinson,127,0.5,TE,2.1634670906424933,105,0,0,76.0,1,34.48275862068966,37.3134328358209,67
2012,Taylor Thompson,145,0.653125,TE,2.9469622514737246,105,0,0,80.0,1,49.137931034482754,56.71641791044776,67
2012,James Hanna,186,1.1218750000000002,TE,1.9200943341678167,105,0,0,63.0,1,31.46551724137931,37.3134328358209,67
2012,Drake Dunsmore,233,0.0,TE,1.3757645019861084,105,0,0,,1,21.120689655172413,23.88059701492537,67
2012,David Paulson,240,0.821875,TE,0.9413837418434728,105,0,0,72.0,1,15.086206896551724,16.417910447761194,67
2012,Brad Smelley,247,0.040625,TE,0.5442877827034074,105,0,0,103.0,1,8.189655172413794,8.955223880597014,67
2013,Tyler Eifert,21,8.968749999999998,TE,8.894850613503559,117,1,0,7.0,1,99.13793103448276,100.0,79
2013,Zach Ertz,35,9.828125,TE,8.61194729814828,117,1,0,10.0,1,97.84482758620689,100.0,79
2013,Gavin Escobar,47,2.434375,TE,7.993924601123083,117,0,0,50.0,1,95.25862068965517,100.0,79
2013,Vance McDonald,55,3.1406250000000004,TE,6.823413247437088,117,0,0,31.0,1,89.22413793103449,93.67088607594937,79
2013,Travis Kelce,63,11.459375,TE,4.769023162858964,117,1,0,7.0,1,77.15517241379311,82.27848101265823,79
2013,Jordan Reed,85,11.215625,TE,2.988067578730796,117,1,1,3.0,1,50.43103448275862,55.69620253164557,79
2013,Dion Sims,106,3.0968750000000003,TE,3.618552654706405,117,0,0,35.0,1,62.5,74.68354430379746,79
2013,Levine Toilolo,133,2.915625,TE,2.682032125037661,117,0,0,34.0,1,46.12068965517241,51.89873417721519,79
2013,Luke Willson,158,4.04375,TE,1.6263810330542467,117,0,0,29.0,1,25.862068965517242,30.37974683544304,79
2013,Nick Kasa,172,0.246875,TE,1.6305592349317342,117,0,0,89.0,1,26.29310344827586,30.37974683544304,79
2013,Mychal Rivera,184,7.378125,TE,1.5426535162060169,117,0,0,17.0,1,24.568965517241377,30.37974683544304,79
2013,Ryan Griffin,201,3.328125,TE,0.9866772190111476,117,0,0,43.0,1,16.379310344827587,16.455696202531644,79
2013,Michael Williams,211,0.175,TE,0.4507885430442573,117,0,0,95.0,1,4.310344827586207,3.79746835443038,79
2013,D.C. Jefferson,219,0.0,TE,0.4682847044522937,117,0,0,,1,4.741379310344827,3.79746835443038,79
