calibration_type,position,percentile_bucket,n,hit_rate,hit_rate_ci_low,hit_rate_ci_high,star_rate,star_rate_ci_low,star_rate_ci_high,mean_primary_ppg,median_primary_ppg,mean_prospect_score
prior_only_reference,RB,0-20,65,0.03076923076923077,0.008478819400945352,0.10542905025926008,0.0,0.0,0.055803467670710726,1.334898190045249,0.196875,1.027759678582817
prior_only_reference,RB,20-40,62,0.03225806451612903,0.008891184997076404,0.11020677131018222,0.0,0.0,0.05834609122500061,2.519270635673624,1.492830882352941,2.6001156499726945
prior_only_reference,RB,40-60,56,0.05357142857142857,0.01838544792866792,0.14607539536429218,0.017857142857142856,0.003159128964463985,0.0944585817919329,3.988188681722689,2.8150735294117646,3.922432985675918
prior_only_reference,RB,60-80,70,0.12857142857142856,0.06914021991242263,0.22664968713184502,0.07142857142857142,0.03089376151029352,0.15655613123309228,6.211425420168068,5.7046875,5.795446343614371
prior_only_reference,RB,80-90,41,0.3170731707317073,0.19564433205311735,0.46984485655745856,0.1951219512195122,0.10234315749205929,0.34013882352556724,9.128601147776184,10.388235294117647,8.32352058661001
prior_only_reference,RB,90-95,14,0.5,0.2679886791947528,0.7320113208052472,0.42857142857142855,0.21380509930400526,0.6740973309713064,13.109724264705884,12.975275735294119,10.343765122676695
prior_only_reference,RB,95-100,14,0.7142857142857143,0.4535045882751561,0.882788120898909,0.5,0.2679886791947528,0.7320113208052472,14.766255252100837,13.626930147058825,13.074831719504873
prior_only_reference,TE,0-20,40,0.0,0.0,0.08762453925039232,0.0,0.0,0.08762453925039232,0.6472426470588235,0.18455882352941175,0.6822210299803999
prior_only_reference,TE,20-40,35,0.05714285714285714,0.015812829614043955,0.1860738073937003,0.02857142857142857,0.005061361365853362,0.1453340909327131,2.186060924369748,1.09375,1.7800241511027737
prior_only_reference,TE,40-60,32,0.1875,0.08889423936162782,0.3530949575492244,0.09375,0.032400962626319516,0.24218499335778831,3.7355755974264704,2.4671875,2.7031536951512196
prior_only_reference,TE,60-80,42,0.14285714285714285,0.06715875684189933,0.2784138235217878,0.023809523809523808,0.00421529549910029,0.12321481165248252,3.8115546218487397,3.3179227941176475,4.111874620374576
prior_only_reference,TE,80-90,20,0.3,0.14547527396899385,0.5189767762289793,0.2,0.0806563532712,0.41602172202575993,5.017068014705882,5.2718750000000005,5.407006337885447
prior_only_reference,TE,90-95,10,0.3,0.10778928748621183,0.6032267800204347,0.1,0.01787574951572113,0.4041563854975721,6.182757352941176,6.778124999999999,7.199728069181724
prior_only_reference,TE,95-100,18,0.6666666666666666,0.4374906934425036,0.8372144563633714,0.2222222222222222,0.09000781913382,0.4521502645230549,8.255014297385621,8.36001838235294,8.169856422086692
prior_only_reference,WR,0-20,89,0.0,0.0,0.04137800296418846,0.0,0.0,0.04137800296418846,1.8715912095175151,0.7718750000000001,1.2864221968570368
prior_only_reference,WR,20-40,84,0.023809523809523808,0.006553765293517748,0.0827160112132854,0.011904761904761904,0.002104528901587875,0.06439699201788535,1.9670054271708683,0.49218749999999994,2.277717853048146
prior_only_reference,WR,40-60,90,0.1,0.05350614574335834,0.17924350899398628,0.044444444444444446,0.01741696001324882,0.1087701467709492,3.4571417483660127,2.3515625,3.3424286163193813
prior_only_reference,WR,60-80,95,0.14736842105263157,0.08985998634105129,0.23228777330670836,0.07368421052631578,0.03614850970030849,0.1443584833066845,5.423842879256966,4.375,5.271252550376245
prior_only_reference,WR,80-90,60,0.2833333333333333,0.1850667860430859,0.40767525049735165,0.18333333333333332,0.1055768903713613,0.29919993226466285,8.156973651960785,8.633272058823529,7.72887754113729
prior_only_reference,WR,90-95,34,0.3235294117647059,0.19131451326458573,0.4915741595188061,0.23529411764705882,0.12436838109244344,0.3999646280826443,9.125795847750867,8.6071875,9.311928970772133
prior_only_reference,WR,95-100,39,0.5641025641025641,0.40975423474522105,0.7069547583829534,0.3076923076923077,0.1856575344598306,0.464215486155646,10.369022435897437,11.3875,11.394467619586296
