season,pfr_name,hit3,prob
2023,Dalton Kincaid,1,0.5279079
2023,Sam LaPorta,1,0.5618225
2023,Michael Mayer,0,0.52762693
2023,Luke Musgrave,0,0.41221014
2023,Luke Schoonmaker,0,0.26888177
2023,Brenton Strange,0,0.22276287
2023,Tucker Kraft,1,0.17663507
2023,Darnell Washington,0,0.1195672
2023,Cameron Latu,0,0.07715183
