season,pfr_name,hit3,prob
2023,Bijan Robinson,1,0.7314741
2023,Jahmyr Gibbs,1,0.46442214
2023,Zach Charbonnet,0,0.36137074
2023,Kendre Miller,0,0.112292945
2023,Tyjae Spears,0,0.4613944
2023,Devon Achane,1,0.4517446
2023,Tank Bigsby,0,0.19990712
