season,pfr_name,hit3,prob
2023,Jaxon Smith-Njigba,1,0.36542645
2023,Quentin Johnston,0,0.45064417
2023,Zay Flowers,1,0.479166
2023,Jordan Addison,1,0.6589637
2023,Jonathan Mingo,0,0.073459715
2023,Jayden Reed,0,0.19169089
2023,Rashee Rice,0,0.1267033
2023,Marvin Mims Jr.,0,0.27350876
2023,Nathaniel Dell,0,0.18163799
2023,Jalin Hyatt,0,0.29782268
2023,Cedric Tillman,0,0.10820954
2023,Josh Downs,0,0.2404806
2023,Michael Wilson,1,0.04522538
2023,Tre Tucker,0,0.03274917
