draft_year,position,result_type,player_count,mean_model_score,max_model_score,mean_prospect_percentile,realized_hit_rate,realized_star_rate
2022,RB,historical_oof,23,4.678194659057369,10.712754150607427,52.88495162606364,0.17391304347826086,0.08695652173913043
2022,TE,historical_oof,19,2.8179693482845534,6.259837267223904,46.18874773139746,0.10526315789473684,0.05263157894736842
2022,WR,historical_oof,28,5.89328421527932,12.371295022634047,59.02721088435374,0.14285714285714285,0.07142857142857142
2023,QB,historical_oof,5,13.059583159534043,16.565322806629435,89.43181818181819,0.2,0.0
2023,RB,historical_oof,7,9.407697994380186,14.165526669413053,86.2887782458828,0.42857142857142855,0.42857142857142855
2023,TE,historical_oof,9,5.886115057862012,8.979800113502854,80.02873563218391,0.3333333333333333,0.1111111111111111
2023,WR,historical_oof,14,7.239000420540238,12.117726965286108,73.91836734693878,0.2857142857142857,0.21428571428571427
2024,QB,frozen_prospect,11,8.821335121037164,16.40469630796272,65.39256198347107,,
2024,RB,frozen_prospect,19,4.459379230993197,9.41460714571137,49.69662762805136,,
2024,TE,frozen_prospect,12,3.375414467966843,8.375988362178202,50.68247126436781,,
2024,WR,frozen_prospect,35,4.896882057095024,12.193560551970773,49.93197278911565,,
2025,QB,frozen_prospect,14,4.462382484803745,15.227762262709264,52.15097402597403,,
2025,RB,frozen_prospect,25,5.389257524408659,14.198655685607903,55.33512064343164,,
2025,TE,frozen_prospect,16,3.495076153534093,8.801870597513473,47.17133620689655,,
2025,WR,frozen_prospect,31,4.783761217733061,12.825028477390957,50.82642089093702,,
2026,QB,frozen_prospect,10,4.927684895705979,16.078387867038995,53.18181818181817,,
2026,RB,frozen_prospect,13,4.945406203765245,16.055744652459907,47.9274077129305,,
2026,TE,frozen_prospect,22,3.0528519544262256,8.22883863853933,47.35501567398119,,
2026,WR,frozen_prospect,36,4.223217797519051,10.396023701730696,47.92063492063492,,
