draft_year,position,position_year_rank,player_name,result_type,draft_team,draft_round,draft_pick,model_score_best2of3_ppg,prospect_model_percentile_pooled,prospect_model_percentile_temporal,temporal_reference_n,all_years_position_rank_by_percentile,all_years_overall_rank_by_percentile,hit_probability,realized_primary_ppg,hit3,star3,best_rank3,outcome_complete,target_valid,training_rows_before_draft,college_match,fuzzy_match,scout_boost
2007,RB,1,Adrian Peterson,historical_oof,,,7,11.577407061048696,95.71045576407506,,0.0,21,74,,18.209375,1.0,1.0,4.0,1,1.0,44.0,,,
2007,RB,2,Marshawn Lynch,historical_oof,,,12,11.564200177362572,95.44235924932975,,0.0,22,78,,13.3725,1.0,0.0,12.0,1,1.0,44.0,,,
2007,RB,3,Garrett Wolfe,historical_oof,,,93,9.287128369758577,89.54423592493298,,0.0,48,170,,1.575,0.0,0.0,93.0,1,1.0,44.0,,,
2007,RB,4,Chris Henry,historical_oof,,,50,8.850243172976993,87.39946380697052,,0.0,56,200,,1.109375,0.0,0.0,88.0,1,1.0,44.0,,,
2007,RB,5,Tony Hunt,historical_oof,,,90,8.14903029207031,83.6461126005362,,0.0,71,257,,0.709375,0.0,0.0,110.0,1,1.0,44.0,,,
2007,RB,6,Brian Leonard,historical_oof,,,52,7.855985713281171,82.30563002680965,,0.0,76,277,,4.3343750000000005,0.0,0.0,56.0,1,1.0,44.0,,,
2007,RB,7,Brandon Jackson,historical_oof,,,63,7.802981681498915,82.03753351206434,,0.0,77,280,,4.690625,0.0,0.0,59.0,1,1.0,44.0,,,
2007,RB,8,Lorenzo Booker,historical_oof,,,71,7.301617445324322,78.55227882037534,,0.0,93,334,,2.39375,0.0,0.0,65.0,1,1.0,44.0,,,
2007,RB,9,Michael Bush,historical_oof,,,100,6.951799490248968,74.79892761394102,,0.0,107,389,,6.056875,0.0,0.0,45.0,1,1.0,44.0,,,
2007,RB,10,Kenny Irons,historical_oof,,,49,6.216578728425592,70.77747989276139,,0.0,123,449,,0.0,0.0,0.0,,1,1.0,44.0,,,
2007,RB,11,Antonio Pittman,historical_oof,,,107,6.124081771544967,70.24128686327077,,0.0,125,458,,2.4625000000000004,0.0,0.0,69.0,1,1.0,44.0,,,
2007,RB,12,Kolby Smith,historical_oof,,,148,4.888256910444239,61.93029490616622,,0.0,162,597,,3.771875,0.0,0.0,52.0,1,1.0,44.0,,,
2007,RB,13,Le'Ron McClain,historical_oof,,,137,3.999398942704896,49.32975871313673,,0.0,218,796,,7.846875,0.0,0.0,23.0,1,1.0,44.0,,,
2007,RB,14,DeShawn Wynn,historical_oof,,,228,3.585642909509196,42.89544235924933,,0.0,249,892,,2.6125,0.0,0.0,70.0,1,1.0,44.0,,,
2007,RB,15,Ahmad Bradshaw,historical_oof,,,250,3.572843288830199,42.62734584450402,,0.0,250,899,,6.69375,0.0,0.0,32.0,1,1.0,44.0,,,
2007,RB,16,Dwayne Wright,historical_oof,,,111,2.895683212774532,34.852546916890084,,0.0,283,1015,,0.378125,0.0,0.0,122.0,1,1.0,44.0,,,
2007,RB,17,Reagan Maui'a,historical_oof,,,181,2.368657099183356,26.80965147453083,,0.0,320,1140,,0.09375,0.0,0.0,141.0,1,1.0,44.0,,,
2007,RB,18,Thomas Clayton,historical_oof,,,186,1.948182483117865,21.447721179624665,,0.0,342,1224,,0.0,0.0,0.0,,1,1.0,44.0,,,
2007,RB,19,Kenneth Darby,historical_oof,,,246,1.5538892202061767,15.281501340482572,,0.0,369,1314,,2.8781250000000003,0.0,0.0,78.0,1,1.0,44.0,,,
2007,RB,20,Deon Anderson,historical_oof,,,195,1.4530205633063458,13.136729222520108,,0.0,377,1345,,0.640625,0.0,0.0,125.0,1,1.0,44.0,,,
2007,RB,21,Jason Snelling,historical_oof,,,244,0.8987195789603233,7.238605898123325,,0.0,400,1435,,5.259375,0.0,0.0,37.0,1,1.0,44.0,,,
2007,RB,22,Oren O'Neal,historical_oof,,,175,0.7304873544970416,6.166219839142091,,0.0,404,1450,,0.034375,0.0,0.0,151.0,1,1.0,44.0,,,
2007,RB,23,Nate Ilaoa,historical_oof,,,236,0.3196763128072422,3.753351206434316,,0.0,417,1492,,0.0,0.0,0.0,,1,1.0,44.0,,,
2007,RB,24,Justise Hairston,historical_oof,,,208,-2.23123131424774,0.2680965147453083,,0.0,430,1547,,0.0,0.0,0.0,,1,1.0,44.0,,,
2007,WR,1,Calvin Johnson,historical_oof,,,2,9.273544349489764,89.90476190476191,,0.0,65,165,,14.990625,1.0,1.0,3.0,1,1.0,61.0,,,
2007,WR,2,Robert Meachem,historical_oof,,,27,7.835107359693843,80.76190476190476,,0.0,118,298,,7.634375,0.0,0.0,27.0,1,1.0,61.0,,,
2007,WR,3,Dwayne Bowe,historical_oof,,,23,7.736383860544183,79.42857142857143,,0.0,126,319,,13.428125,1.0,0.0,14.0,1,1.0,61.0,,,
2007,WR,4,Ted Ginn,historical_oof,,,9,7.509706675170036,78.85714285714286,,0.0,130,328,,8.515625,0.0,0.0,32.0,1,1.0,61.0,,,
2007,WR,5,Anthony Gonzalez,historical_oof,,,32,6.777530170068006,74.28571428571429,,0.0,160,395,,8.125,0.0,0.0,42.0,1,1.0,61.0,,,
2007,WR,6,Craig Davis,historical_oof,,,30,6.651043548044192,73.90476190476191,,0.0,162,400,,1.790625,0.0,0.0,106.0,1,1.0,61.0,,,
2007,WR,7,Sidney Rice,historical_oof,,,44,6.405140858843532,72.0,,0.0,173,428,,11.23625,1.0,1.0,11.0,1,1.0,61.0,,,
2007,WR,8,Dwayne Jarrett,historical_oof,,,45,5.373692695578229,64.76190476190476,,0.0,220,549,,2.015625,0.0,0.0,108.0,1,1.0,61.0,,,
2007,WR,9,Steve Smith,historical_oof,,,51,4.909812593537416,61.523809523809526,,0.0,243,603,,12.23125,1.0,1.0,8.0,1,1.0,61.0,,,
2007,WR,10,Jacoby Jones,historical_oof,,,73,4.416866415816328,58.85714285714285,,0.0,265,649,,4.459375,0.0,0.0,64.0,1,1.0,61.0,,,
2007,WR,11,Mike Sims-Walker,historical_oof,,,79,4.130464961734697,56.38095238095238,,0.0,278,684,,7.1125,1.0,0.0,24.0,1,1.0,61.0,,,
2007,WR,12,Laurent Robinson,historical_oof,,,75,3.942050765306127,54.85714285714286,,0.0,289,709,,3.7624999999999993,0.0,0.0,78.0,1,1.0,61.0,,,
2007,WR,13,Ryne Robinson,historical_oof,,,118,3.561555761054424,50.095238095238095,,0.0,319,783,,0.234375,0.0,0.0,159.0,1,1.0,61.0,,,
2007,WR,14,Jordan Kent,historical_oof,,,210,3.461620291241498,47.80952380952381,,0.0,332,820,,0.046875,0.0,0.0,167.0,1,1.0,61.0,,,
2007,WR,15,James Jones,historical_oof,,,78,2.963992457482995,40.0,,0.0,380,940,,7.143750000000001,0.0,0.0,59.0,1,1.0,61.0,,,
2007,WR,16,Jason Hill,historical_oof,,,76,2.845306811224492,37.71428571428572,,0.0,394,975,,3.29375,0.0,0.0,83.0,1,1.0,61.0,,,
2007,WR,17,Johnnie Lee Higgins,historical_oof,,,99,2.8048033163265305,36.95238095238096,,0.0,398,985,,4.73125,0.0,0.0,63.0,1,1.0,61.0,,,
2007,WR,18,Dallas Baker,historical_oof,,,227,2.730461437074829,35.23809523809524,,0.0,408,1009,,0.05,0.0,0.0,172.0,1,1.0,61.0,,,
2007,WR,19,Joel Filani,historical_oof,,,188,2.526100637755104,31.61904761904762,,0.0,427,1062,,0.0,0.0,0.0,,1,1.0,61.0,,,
2007,WR,20,Roy Hall,historical_oof,,,169,2.4397484800170064,30.47619047619048,,0.0,435,1083,,0.059375,0.0,0.0,170.0,1,1.0,61.0,,,
2007,WR,21,Yamon Figurs,historical_oof,,,74,2.3362389477040804,29.142857142857142,,0.0,443,1105,,0.86875,0.0,0.0,140.0,1,1.0,61.0,,,
2007,WR,22,Aundrae Allison,historical_oof,,,146,2.187266687925171,26.666666666666668,,0.0,458,1145,,1.39375,0.0,0.0,129.0,1,1.0,61.0,,,
2007,WR,23,Paul Williams,historical_oof,,,80,2.117631972789116,25.71428571428571,,0.0,465,1159,,0.053125,0.0,0.0,171.0,1,1.0,61.0,,,
2007,WR,24,Jonathan Holland,historical_oof,,,254,2.093847597789116,25.52380952380953,,0.0,467,1163,,0.0,0.0,0.0,174.0,1,1.0,61.0,,,
2007,WR,25,Legedu Naanee,historical_oof,,,172,1.915136160714285,21.904761904761905,,0.0,488,1216,,2.4418750000000005,0.0,0.0,98.0,1,1.0,61.0,,,
2007,WR,26,John Broussard,historical_oof,,,229,1.879219972363944,20.952380952380956,,0.0,494,1230,,0.70625,0.0,0.0,130.0,1,1.0,61.0,,,
2007,WR,27,Steve Breaston,historical_oof,,,142,1.7924689838435377,19.047619047619047,,0.0,504,1256,,10.771875,0.0,0.0,25.0,1,1.0,61.0,,,
2007,WR,28,Chansi Stuckey,historical_oof,,,235,1.4883272959183669,14.857142857142858,,0.0,529,1319,,5.012499999999999,0.0,0.0,76.0,1,1.0,61.0,,,
2007,WR,29,Chris Davis,historical_oof,,,128,1.2997896471088446,9.142857142857142,,0.0,569,1406,,0.4312499999999999,0.0,0.0,156.0,1,1.0,61.0,,,
2007,WR,30,Derek Stanley,historical_oof,,,249,1.1760314200680264,5.714285714285714,,0.0,589,1457,,0.6375000000000001,0.0,0.0,134.0,1,1.0,61.0,,,
2007,WR,31,Syndric Steptoe,historical_oof,,,234,0.8768430059523813,2.4761904761904763,,0.0,610,1510,,1.1,0.0,0.0,117.0,1,1.0,61.0,,,
2007,WR,32,David Clowney,historical_oof,,,157,0.7787202806122445,1.5238095238095235,,0.0,617,1528,,1.3375,0.0,0.0,112.0,1,1.0,61.0,,,
2007,WR,33,Chandler Williams,historical_oof,,,233,0.7300135204081634,0.7619047619047619,,0.0,622,1540,,0.0,0.0,0.0,,1,1.0,61.0,,,
2007,WR,34,Courtney Taylor,historical_oof,,,197,0.7282509672619044,0.5714285714285714,,0.0,623,1541,,0.8624999999999999,0.0,0.0,135.0,1,1.0,61.0,,,
2008,QB,1,Matt Ryan,historical_oof,,,3,6.1542435424572375,72.72727272727273,,0.0,61,419,,14.0125,1.0,0.0,8.0,1,1.0,38.0,,,
2008,QB,2,Joe Flacco,historical_oof,,,18,5.622114833390763,72.1590909090909,,0.0,62,426,,13.6875,1.0,0.0,10.0,1,1.0,38.0,,,
2008,QB,3,Kevin O'Connell,historical_oof,,,94,3.175916931378236,61.36363636363637,,0.0,88,607,,0.0099999999999999,0.0,0.0,66.0,1,1.0,38.0,,,
2008,QB,4,Colt Brennan,historical_oof,,,186,2.8397196526406296,59.09090909090909,,0.0,92,645,,0.0,0.0,0.0,,1,1.0,38.0,,,
2008,QB,5,Dennis Dixon,historical_oof,,,156,2.7330200240063225,57.38636363636363,,0.0,95,667,,0.808125,0.0,0.0,50.0,1,1.0,38.0,,,
2008,QB,6,Andre Woodson,historical_oof,,,198,2.6319785781084,56.81818181818182,,0.0,96,679,,0.0,0.0,0.0,,1,1.0,38.0,,,
2008,QB,7,Chad Henne,historical_oof,,,57,2.242083803775589,51.13636363636363,,0.0,107,766,,9.420000000000002,0.0,0.0,23.0,1,1.0,38.0,,,
2008,QB,8,Brian Brohm,historical_oof,,,56,2.159975673283708,48.86363636363637,,0.0,112,802,,0.048125,0.0,0.0,65.0,1,1.0,38.0,,,
2008,QB,9,Matt Flynn,historical_oof,,,209,1.7155607527557095,39.20454545454545,,0.0,132,955,,0.8300000000000001,0.0,0.0,50.0,1,1.0,38.0,,,
2008,QB,10,John David Booty,historical_oof,,,137,1.6581430146742848,37.5,,0.0,135,978,,0.0,0.0,0.0,,1,1.0,38.0,,,
2008,QB,11,Josh Johnson,historical_oof,,,160,1.6406773535885093,36.93181818181818,,0.0,136,986,,1.5168749999999998,0.0,0.0,41.0,1,1.0,38.0,,,
2008,QB,12,Alex Brink,historical_oof,,,223,1.2732613288617185,29.545454545454547,,0.0,151,1095,,0.0,0.0,0.0,,1,1.0,38.0,,,
2008,QB,13,Erik Ainge,historical_oof,,,162,1.233496471933295,27.84090909090909,,0.0,156,1125,,0.0,0.0,0.0,,1,1.0,38.0,,,
2008,RB,1,Darren McFadden,historical_oof,,,4,11.885201209664686,96.24664879356568,,24.0,19,64,,12.4,1.0,0.0,8.0,1,1.0,68.0,,,
2008,RB,2,Chris Johnson,historical_oof,,,24,11.70432990309349,95.97855227882036,,24.0,20,72,,20.80625,1.0,1.0,1.0,1,1.0,68.0,,,
2008,RB,3,Jonathan Stewart,historical_oof,,,13,11.445164735964871,95.17426273458445,,24.0,23,82,,11.29375,0.0,0.0,14.0,1,1.0,68.0,,,
2008,RB,4,Felix Jones,historical_oof,,,22,10.762646761850842,94.1018766756032,,24.0,27,97,,9.325,0.0,0.0,22.0,1,1.0,68.0,,,
2008,RB,5,Rashard Mendenhall,historical_oof,,,23,10.2265706350252,92.22520107238606,,24.0,36,130,,13.903125,1.0,0.0,11.0,1,1.0,68.0,,,
2008,RB,6,Ray Rice,historical_oof,,,55,6.218400868545402,71.0455764075067,,24.0,122,445,,18.771875,1.0,1.0,2.0,1,1.0,68.0,,,
2008,RB,7,Ryan Torain,historical_oof,,,139,5.377816419695273,65.95174262734585,,24.0,147,529,,4.7375,0.0,0.0,33.0,1,1.0,68.0,,,
2008,RB,8,Jamaal Charles,historical_oof,,,73,4.91524357466836,62.46648793565684,,24.0,160,588,,16.13125,1.0,1.0,4.0,1,1.0,68.0,,,
2008,RB,9,Kevin Smith,historical_oof,,,64,4.815368215615839,60.85790884718498,,24.0,167,615,,12.271875,0.0,0.0,17.0,1,1.0,68.0,,,
2008,RB,10,Steve Slaton,historical_oof,,,89,4.550135946664845,57.9088471849866,,24.0,180,661,,13.540625,1.0,0.0,7.0,1,1.0,68.0,,,
2008,RB,11,Tashard Choice,historical_oof,,,122,4.525799217019769,57.37265415549599,,24.0,182,668,,5.68125,0.0,0.0,52.0,1,1.0,68.0,,,
2008,RB,12,Matt Forte,historical_oof,,,44,4.071243786693197,50.40214477211797,,24.0,214,780,,17.815625,1.0,1.0,2.0,1,1.0,68.0,,,
2008,RB,13,Chauncey Washington,historical_oof,,,213,3.950264584569964,48.525469168900806,,24.0,222,809,,0.0875,0.0,0.0,153.0,1,1.0,68.0,,,
2008,RB,14,Xavier Omon,historical_oof,,,179,3.941521590773708,47.98927613941019,,24.0,226,818,,0.084375,0.0,0.0,152.0,1,1.0,68.0,,,
2008,RB,15,Thomas Brown,historical_oof,,,172,3.59378786126713,43.43163538873995,,24.0,247,884,,0.0,0.0,0.0,,1,1.0,68.0,,,
2008,RB,16,Owen Schmitt,historical_oof,,,163,3.234042347388624,38.8739946380697,,24.0,267,958,,1.646875,0.0,0.0,81.0,1,1.0,68.0,,,
2008,RB,17,Jalen Parmele,historical_oof,,,176,3.2007962777301486,38.6058981233244,,24.0,268,963,,0.1375,0.0,0.0,152.0,1,1.0,68.0,,,
2008,RB,18,Tim Hightower,historical_oof,,,149,3.12073807292872,36.99731903485255,,24.0,274,984,,11.296875,0.0,0.0,15.0,1,1.0,68.0,,,
2008,RB,19,Lex Hilliard,historical_oof,,,204,2.7767596798646474,32.43967828418231,,24.0,295,1050,,2.0,0.0,0.0,68.0,1,1.0,68.0,,,
2008,RB,20,Jerome Felton,historical_oof,,,146,2.745626578877795,31.36729222520107,,24.0,299,1067,,1.5593750000000002,0.0,0.0,90.0,1,1.0,68.0,,,
2008,RB,21,Jacob Hester,historical_oof,,,69,2.62663915866853,29.75871313672922,,24.0,306,1091,,2.784375,0.0,0.0,73.0,1,1.0,68.0,,,
2008,RB,22,Mike Hart,historical_oof,,,202,1.92272295320818,20.37533512064343,,24.0,346,1238,,1.7625,0.0,0.0,84.0,1,1.0,68.0,,,
2008,RB,23,Marcus Thomas,historical_oof,,,166,1.8411459383501367,19.034852546916888,,24.0,352,1257,,0.0,0.0,0.0,167.0,1,1.0,68.0,,,
2008,RB,24,Allen Patrick,historical_oof,,,240,1.266901040808689,10.991957104557642,,24.0,386,1378,,0.0,0.0,0.0,,1,1.0,68.0,,,
2008,RB,25,Cory Boyd,historical_oof,,,238,0.8547712582658351,6.702412868632708,,24.0,402,1443,,0.0,0.0,0.0,167.0,1,1.0,68.0,,,
2008,RB,26,Justin Forsett,historical_oof,,,233,0.4713788144944968,4.021447721179625,,24.0,416,1486,,9.003124999999999,0.0,0.0,27.0,1,1.0,68.0,,,
2008,RB,27,Peyton Hillis,historical_oof,,,227,0.1735147781254449,3.2171581769437,,24.0,419,1500,,12.41,1.0,1.0,3.0,1,1.0,68.0,,,
2008,WR,1,James Hardy,historical_oof,,,41,10.387676198979586,93.9047619047619,100.0,34.0,41,101,,0.9874999999999998,0.0,0.0,122.0,1,1.0,95.0,,,
2008,WR,2,Jordy Nelson,historical_oof,,,36,9.260577959183664,89.52380952380953,97.05882352941175,34.0,67,171,,6.0875,0.0,0.0,65.0,1,1.0,95.0,,,
2008,WR,3,Malcolm Kelly,historical_oof,,,51,8.573596675170062,84.95238095238096,97.05882352941175,34.0,94,239,,2.015625,0.0,0.0,99.0,1,1.0,95.0,,,
2008,WR,4,Donnie Avery,historical_oof,,,33,8.102046738945567,82.85714285714286,97.05882352941175,34.0,106,268,,9.0375,0.0,0.0,37.0,1,1.0,95.0,,,
2008,WR,5,DeSean Jackson,historical_oof,,,49,7.121062240646257,76.95238095238095,88.23529411764706,34.0,146,359,,14.7625,1.0,1.0,10.0,1,1.0,95.0,,,
2008,WR,6,Devin Thomas,historical_oof,,,34,7.074534965986391,76.76190476190476,88.23529411764706,34.0,147,361,,3.5500000000000007,0.0,0.0,88.0,1,1.0,95.0,,,
2008,WR,7,Jerome Simpson,historical_oof,,,46,6.266576092687077,71.23809523809524,79.41176470588235,34.0,178,441,,1.971875,0.0,0.0,94.0,1,1.0,95.0,,,
2008,WR,8,Earl Bennett,historical_oof,,,70,6.206547967687075,70.66666666666667,79.41176470588235,34.0,182,451,,8.334375,0.0,0.0,42.0,1,1.0,95.0,,,
2008,WR,9,Limas Sweed,historical_oof,,,53,5.497481254251701,65.9047619047619,79.41176470588235,34.0,212,532,,0.434375,0.0,0.0,145.0,1,1.0,95.0,,,
2008,WR,10,Dexter Jackson,historical_oof,,,58,5.390123307823135,64.95238095238095,79.41176470588235,34.0,217,544,,0.0,0.0,0.0,177.0,1,1.0,95.0,,,
2008,WR,11,Lavelle Hawkins,historical_oof,,,126,4.152043652210885,56.76190476190476,70.58823529411765,34.0,276,680,,0.99375,0.0,0.0,128.0,1,1.0,95.0,,,
2008,WR,12,Harry Douglas,historical_oof,,,84,3.985685114795914,55.04761904761904,67.64705882352942,34.0,288,707,,4.275,0.0,0.0,82.0,1,1.0,95.0,,,
2008,WR,13,Mario Manningham,historical_oof,,,95,3.8601531547619023,53.52380952380953,64.70588235294117,34.0,297,728,,11.68125,1.0,0.0,21.0,1,1.0,95.0,,,
2008,WR,14,Eddie Royal,historical_oof,,,42,3.756385280612244,52.19047619047619,64.70588235294117,34.0,304,747,,11.678125,1.0,0.0,15.0,1,1.0,95.0,,,
2008,WR,15,Keenan Burton,historical_oof,,,128,3.4322028188775526,47.04761904761905,58.82352941176471,34.0,336,833,,2.728125,0.0,0.0,101.0,1,1.0,95.0,,,
2008,WR,16,Mario Urrutia,historical_oof,,,246,3.416369264455784,46.85714285714286,58.82352941176471,34.0,337,837,,0.0,0.0,0.0,,1,1.0,95.0,,,
2008,WR,17,Steve Johnson,historical_oof,,,224,3.348135994897957,45.14285714285714,58.82352941176471,34.0,347,862,,8.753124999999999,1.0,1.0,10.0,1,1.0,95.0,,,
2008,WR,18,Marcus Henry,historical_oof,,,171,3.1531295748299284,42.285714285714285,58.82352941176471,34.0,365,903,,0.0,0.0,0.0,,1,1.0,95.0,,,
2008,WR,19,Will Franklin,historical_oof,,,105,2.976894198554422,40.38095238095238,58.82352941176471,34.0,377,934,,0.478125,0.0,0.0,141.0,1,1.0,95.0,,,
2008,WR,20,Marcus Monk,historical_oof,,,248,2.9751307185374154,40.19047619047619,58.82352941176471,34.0,379,938,,0.0,0.0,0.0,,1,1.0,95.0,,,
2008,WR,21,Marcus Smith,historical_oof,,,106,2.9199662117346934,39.23809523809524,55.88235294117647,34.0,385,953,,0.0,0.0,0.0,177.0,1,1.0,95.0,,,
2008,WR,22,Andre Caldwell,historical_oof,,,97,2.8599823554421766,37.90476190476191,55.88235294117647,34.0,393,973,,5.4281250000000005,0.0,0.0,65.0,1,1.0,95.0,,,
2008,WR,23,Arman Shields,historical_oof,,,125,2.7445315263605443,35.42857142857142,50.0,34.0,407,1006,,0.0,0.0,0.0,,1,1.0,95.0,,,
2008,WR,24,Early Doucet,historical_oof,,,81,2.6237045790816325,32.95238095238095,47.05882352941176,34.0,420,1045,,3.3125,0.0,0.0,95.0,1,1.0,95.0,,,
2008,WR,25,Chaz Schilens,historical_oof,,,226,2.551285982142857,31.80952380952381,47.05882352941176,34.0,426,1060,,3.965625,0.0,0.0,85.0,1,1.0,95.0,,,
2008,WR,26,Matt Slater,historical_oof,,,153,2.4872720578231275,31.047619047619047,44.11764705882353,34.0,432,1073,,0.01875,0.0,0.0,173.0,1,1.0,95.0,,,
2008,WR,27,Adrian Arrington,historical_oof,,,237,2.280888903061226,28.19047619047619,38.23529411764706,34.0,448,1119,,0.465625,0.0,0.0,151.0,1,1.0,95.0,,,
2008,WR,28,Justin Harper,historical_oof,,,215,1.939861528486396,22.666666666666664,29.411764705882355,34.0,484,1205,,0.0,0.0,0.0,174.0,1,1.0,95.0,,,
2008,WR,29,Kenny Moore,historical_oof,,,136,1.8987777742346943,21.333333333333336,26.47058823529412,34.0,492,1225,,0.3718749999999999,0.0,0.0,138.0,1,1.0,95.0,,,
2008,WR,30,Brett Swain,historical_oof,,,217,1.8636582142857128,20.38095238095238,23.52941176470588,34.0,497,1237,,0.4125,0.0,0.0,152.0,1,1.0,95.0,,,
2008,WR,31,Paul Hubbard,historical_oof,,,191,1.8050741113945576,19.428571428571427,23.52941176470588,34.0,502,1251,,0.05625,0.0,0.0,178.0,1,1.0,95.0,,,
2008,WR,32,Jaymar Johnson,historical_oof,,,193,1.597332920918367,16.19047619047619,20.588235294117645,34.0,522,1302,,0.059375,0.0,0.0,162.0,1,1.0,95.0,,,
2008,WR,33,Kevin Robinson,historical_oof,,,182,1.3683505654761896,11.80952380952381,17.647058823529413,34.0,550,1365,,0.0,0.0,0.0,177.0,1,1.0,95.0,,,
2008,WR,34,Josh Morgan,historical_oof,,,174,1.317552614795919,10.285714285714285,17.647058823529413,34.0,561,1389,,7.946875,0.0,0.0,53.0,1,1.0,95.0,,,
2008,WR,35,Pierre Garcon,historical_oof,,,205,1.268235850340136,8.380952380952381,14.705882352941178,34.0,574,1418,,10.396875,0.0,0.0,28.0,1,1.0,95.0,,,
2008,TE,1,Dustin Keller,historical_oof,,,30,5.98507630608478,85.77586206896551,,0.0,40,227,,8.5375,0.0,0.0,13.0,1,1.0,38.0,,,
2008,TE,2,Fred Davis,historical_oof,,,48,5.358242129259623,81.89655172413794,,0.0,53,282,,6.421875,0.0,0.0,15.0,1,1.0,38.0,,,
2008,TE,3,Martellus Bennett,historical_oof,,,61,5.182298282441756,80.60344827586206,,0.0,56,301,,4.103125,0.0,0.0,29.0,1,1.0,38.0,,,
2008,TE,4,John Carlson,historical_oof,,,38,5.052959427853886,80.17241379310344,,0.0,57,309,,9.315625,1.0,0.0,7.0,1,1.0,38.0,,,
2008,TE,5,Martin Rucker,historical_oof,,,111,4.171089421035312,68.96551724137932,,0.0,85,479,,0.115625,0.0,0.0,91.0,1,1.0,38.0,,,
2008,TE,6,Derek Fine,historical_oof,,,132,3.490843165742988,59.48275862068966,,0.0,115,641,,1.275,0.0,0.0,53.0,1,1.0,38.0,,,
2008,TE,7,Matt Sherry,historical_oof,,,207,3.465530090980445,58.620689655172406,,0.0,117,652,,0.0,0.0,0.0,,1,1.0,38.0,,,
2008,TE,8,Jacob Tamme,historical_oof,,,127,3.458908262194155,58.189655172413794,,0.0,118,657,,5.01875,1.0,0.0,12.0,1,1.0,38.0,,,
2008,TE,9,Gary Barnidge,historical_oof,,,141,3.3355695504099083,56.46551724137932,,0.0,123,683,,1.13125,0.0,0.0,48.0,1,1.0,38.0,,,
2008,TE,10,Tom Santi,historical_oof,,,196,2.6869119167935223,46.55172413793103,,0.0,152,841,,1.2218749999999998,0.0,0.0,56.0,1,1.0,38.0,,,
2008,TE,11,Craig Stevens,historical_oof,,,85,2.676875607666143,45.689655172413794,,0.0,154,853,,1.1593749999999998,0.0,0.0,49.0,1,1.0,38.0,,,
2008,TE,12,Jermichael Finley,historical_oof,,,91,2.630595957465152,45.25862068965517,,0.0,155,860,,6.4906250000000005,1.0,0.0,12.0,1,1.0,38.0,,,
2008,TE,13,Kellen Davis,historical_oof,,,158,2.5869512168684494,43.53448275862069,,0.0,160,883,,1.35625,0.0,0.0,50.0,1,1.0,38.0,,,
2008,TE,14,Brad Cottam,historical_oof,,,76,0.9305046373864232,14.6551724137931,,0.0,239,1324,,1.071875,0.0,0.0,60.0,1,1.0,38.0,,,
2008,TE,15,Keith Zinger,historical_oof,,,232,0.4849099866700763,6.0344827586206895,,0.0,262,1453,,0.0,0.0,0.0,101.0,1,1.0,38.0,,,
2008,TE,16,Mike Merritt,historical_oof,,,239,0.4296309690309693,3.0172413793103448,,0.0,271,1502,,0.0,0.0,0.0,,1,1.0,38.0,,,
2009,QB,1,Matthew Stafford,historical_oof,,,1,8.242028228846484,75.0,,13.0,54,385,,14.7275,1.0,1.0,5.0,1,1.0,51.0,,,
2009,QB,2,Josh Freeman,historical_oof,,,17,8.164834102285484,74.43181818181817,,13.0,56,394,,14.485,1.0,0.0,7.0,1,1.0,51.0,,,
2009,QB,3,Mark Sanchez,historical_oof,,,5,8.110223125793208,73.86363636363636,,13.0,57,401,,13.73125,1.0,0.0,10.0,1,1.0,51.0,,,
2009,QB,4,Pat White,historical_oof,,,44,2.4681475368053047,55.68181818181818,,13.0,98,697,,0.253125,0.0,0.0,57.0,1,1.0,51.0,,,
2009,QB,5,Keith Null,historical_oof,,,196,2.4317096258196864,55.11363636363637,,13.0,99,706,,0.46625,0.0,0.0,51.0,1,1.0,51.0,,,
2009,QB,6,Curtis Painter,historical_oof,,,201,1.8525922442413536,40.340909090909086,,13.0,128,936,,2.260625,0.0,0.0,35.0,1,1.0,51.0,,,
2009,QB,7,Stephen McGee,historical_oof,,,101,1.7410146602617829,39.77272727272727,,13.0,129,944,,1.21875,0.0,0.0,51.0,1,1.0,51.0,,,
2009,QB,8,Rhett Bomar,historical_oof,,,151,1.612195496003915,36.36363636363637,,13.0,137,993,,0.0,0.0,0.0,,1,1.0,51.0,,,
2009,QB,9,Tom Brandstater,historical_oof,,,174,1.567178921145737,35.22727272727273,,13.0,139,1010,,0.0,0.0,0.0,72.0,1,1.0,51.0,,,
2009,QB,10,Mike Teel,historical_oof,,,178,0.9958483994265608,19.318181818181817,,13.0,173,1253,,0.0,0.0,0.0,,1,1.0,51.0,,,
2009,QB,11,Nate Davis,historical_oof,,,171,0.6771910372347626,6.25,,13.0,199,1449,,0.0,0.0,0.0,,1,1.0,51.0,,,
2009,RB,1,Beanie Wells,historical_oof,,,31,12.470954334090784,97.31903485254692,100.0,51.0,13,47,,9.984375,0.0,0.0,23.0,1,1.0,95.0,,,
2009,RB,2,Knowshon Moreno,historical_oof,,,12,11.204151949334545,94.90616621983914,90.19607843137256,51.0,24,84,,12.065625,0.0,0.0,19.0,1,1.0,95.0,,,
2009,RB,3,Donald Brown,historical_oof,,,27,11.015872850427993,94.63806970509384,90.19607843137256,51.0,25,90,,6.915625,0.0,0.0,37.0,1,1.0,95.0,,,
